compound,neg,neu,pos,recommendationid
-0.5106,0.811,0.189,0.0,111885473
0.9799,0.108,0.746,0.146,24566959
0.9268,0.107,0.72,0.173,10174720
0.0,0.0,1.0,0.0,88925804
0.0,0.0,1.0,0.0,107827364
0.0,0.0,1.0,0.0,106874237
0.998,0.057,0.746,0.197,74993766
0.4648,0.081,0.748,0.171,73696408
0.5994,0.0,0.506,0.494,69767228
0.34,0.0,0.936,0.064,46608118
-0.3612,0.217,0.783,0.0,35576829
0.2263,0.0,0.899,0.101,105632170
0.5106,0.0,0.0,1.0,57848173
-0.7031,0.267,0.733,0.0,41237598
0.4019,0.0,0.0,1.0,159585407
0.6696,0.0,0.4,0.6,93387763
0.9153,0.054,0.783,0.164,34819900
0.7269,0.074,0.778,0.148,44723591
0.5423,0.0,0.83,0.17,155517683
0.8037,0.137,0.693,0.169,53891786
-0.7575,0.134,0.792,0.074,35036504
0.7769,0.075,0.848,0.076,145047288
0.803,0.0,0.738,0.262,75871303
-0.1603,0.064,0.936,0.0,36511964
0.9546,0.0,0.803,0.197,141462263
-0.1531,0.223,0.589,0.188,48701542
0.931,0.117,0.664,0.219,41037293
-0.9078,0.086,0.859,0.055,36490344
-0.7078,0.175,0.758,0.067,49490716
-0.6222,0.099,0.901,0.0,44591117
-0.6742,0.381,0.619,0.0,34826707
0.1796,0.132,0.705,0.163,59936747
-0.5423,1.0,0.0,0.0,93835813
-0.296,0.515,0.147,0.338,76928788
-0.4939,0.164,0.766,0.07,54199041
0.7885,0.106,0.512,0.381,85786368
-0.3818,1.0,0.0,0.0,36523677
0.4456,0.0,0.672,0.328,44692444
-0.8887,0.116,0.838,0.046,34975821
0.8402,0.0,0.308,0.692,116760012
0.9353,0.026,0.716,0.258,49624339
-0.128,0.156,0.676,0.168,45250543
-0.3412,0.445,0.555,0.0,63962738
-0.508,0.123,0.787,0.091,60163982
0.8243,0.021,0.849,0.131,35385718
-0.3525,0.319,0.512,0.169,40968839
0.9674,0.0,0.491,0.509,116070542
0.1531,0.0,0.862,0.138,34927824
-0.9022,0.389,0.611,0.0,155421077
0.4215,0.0,0.0,1.0,48426956
-0.015,0.095,0.836,0.068,65775781
0.3182,0.0,0.635,0.365,69521075
0.9594,0.07,0.731,0.199,44573797
-0.4427,0.493,0.507,0.0,158558171
0.0,0.0,1.0,0.0,86314127
0.6486,0.0,0.361,0.639,35058229
0.8957,0.0,0.679,0.321,49178234
0.0,0.0,1.0,0.0,54496990
-0.3612,0.161,0.839,0.0,49576509
0.6249,0.0,0.0,1.0,38715224
-0.6249,0.339,0.661,0.0,59447640
0.5859,0.0,0.789,0.211,44631685
0.5994,0.0,0.506,0.494,39665610
-0.3457,0.111,0.812,0.077,49135193
0.0,0.0,1.0,0.0,49784183
0.8412,0.045,0.756,0.2,125117898
-0.1027,0.111,0.768,0.121,135582245
0.8779,0.039,0.641,0.32,50321143
0.2023,0.203,0.5,0.297,50535720
0.8523,0.054,0.821,0.125,119426286
0.2732,0.12,0.667,0.213,38109482
0.5574,0.0,0.217,0.783,87638205
0.3871,0.109,0.777,0.115,55574248
0.7574,0.0,0.683,0.317,51237911
0.7845,0.0,0.786,0.214,83364618
-0.1779,0.23,0.593,0.178,35315800
0.9481,0.099,0.673,0.228,36395011
0.8442,0.038,0.734,0.229,154010554
0.9413,0.068,0.788,0.144,51184908
0.7681,0.0,0.857,0.143,34979681
0.6739,0.0,0.708,0.292,50477912
0.8735,0.084,0.742,0.174,93640020
-0.7003,0.42,0.58,0.0,44702257
0.0,0.0,1.0,0.0,35409224
0.9015,0.0,0.142,0.858,62918201
-0.8593,0.106,0.841,0.052,48151649
-0.9223,0.206,0.794,0.0,159510796
0.0,0.0,1.0,0.0,118822906
-0.7795,0.264,0.736,0.0,53146407
0.1263,0.156,0.677,0.167,62503367
-0.3291,0.087,0.852,0.062,97783950
-0.8392,0.308,0.618,0.074,34985664
0.0018,0.147,0.686,0.167,39193336
-0.0147,0.093,0.798,0.109,35608170
0.5647,0.183,0.51,0.307,35063012
-0.5574,0.526,0.263,0.211,54488099
0.5974,0.152,0.653,0.195,50477276
0.9468,0.097,0.551,0.352,55622154
-0.4633,0.082,0.844,0.074,48282310
0.5994,0.0,0.671,0.329,35189264
0.9722,0.079,0.705,0.216,102569216
0.4939,0.0,0.741,0.259,49637989
-0.0225,0.121,0.76,0.119,42185670
-0.4592,0.267,0.733,0.0,34759583
-0.6567,0.142,0.761,0.097,40011950
-0.3157,0.156,0.728,0.116,71715604
0.5499,0.116,0.673,0.211,135114276
-0.8207,0.124,0.812,0.063,70430866
0.9584,0.039,0.82,0.141,56461593
-0.5802,0.26,0.546,0.195,35052016
-0.2594,0.143,0.764,0.093,45079391
0.9525,0.066,0.795,0.139,72403992
0.5181,0.097,0.751,0.152,34910673
0.9429,0.042,0.817,0.141,67578341
0.9481,0.0,0.732,0.268,53945047
-0.1531,0.47,0.152,0.379,144774584
0.7003,0.104,0.519,0.377,36049319
0.9206,0.047,0.761,0.192,144050017
-0.4226,0.226,0.774,0.0,36177779
-0.2144,0.284,0.469,0.247,142209140
-0.2584,0.127,0.873,0.0,51237644
0.9787,0.037,0.51,0.453,38580750
-0.1136,0.091,0.81,0.099,44743068
-0.6571,0.354,0.646,0.0,36204861
-0.9681,0.407,0.516,0.076,65273471
-0.8836,0.162,0.743,0.095,50853835
0.9738,0.09,0.759,0.151,47181905
-0.7269,0.184,0.816,0.0,35227576
0.9902,0.076,0.723,0.201,84157693
0.9628,0.0,0.755,0.245,48625435
0.4215,0.106,0.664,0.23,57016091
0.1779,0.105,0.717,0.177,40288150
-0.4005,0.13,0.87,0.0,56639655
0.2023,0.0,0.878,0.122,141911897
-0.2263,0.487,0.513,0.0,56417730
-0.7248,0.185,0.65,0.165,35982102
-0.1509,0.061,0.869,0.07,78158326
0.8848,0.161,0.65,0.189,149904996
0.7967,0.084,0.757,0.159,38888311
0.5562,0.0,0.896,0.104,93638536
0.9968,0.051,0.713,0.236,34921841
0.6428,0.088,0.586,0.326,113839109
0.7783,0.088,0.696,0.216,157374153
0.9021,0.056,0.76,0.184,51167756
0.85,0.073,0.749,0.178,59289759
0.6369,0.0,0.543,0.457,36608995
0.3182,0.096,0.717,0.187,35153966
0.8756,0.071,0.785,0.143,48156245
0.4633,0.164,0.447,0.389,56120518
0.7255,0.166,0.607,0.226,75068415
0.0,0.0,1.0,0.0,41652026
-0.4533,0.062,0.89,0.048,105489278
0.0,0.0,1.0,0.0,40403122
0.6359,0.134,0.72,0.146,66608905
0.8518,0.05,0.815,0.135,53567584
-0.802,0.783,0.217,0.0,47886059
0.0,0.0,1.0,0.0,49327361
0.0,0.0,1.0,0.0,83313741
-0.1024,0.23,0.593,0.178,88336013
-0.9614,0.162,0.734,0.104,55908405
-0.6124,0.382,0.471,0.147,80592365
0.4404,0.0,0.0,1.0,130228097
0.4019,0.0,0.597,0.403,120714684
0.1027,0.098,0.794,0.107,101320321
-0.17,0.182,0.622,0.196,85480698
-0.9738,0.174,0.738,0.088,35085574
0.942,0.0,0.402,0.598,35447349
0.8022,0.034,0.754,0.211,65237099
0.4767,0.0,0.563,0.437,44635820
-0.0772,1.0,0.0,0.0,91507910
-0.8231,0.156,0.785,0.058,34758865
0.6908,0.0,0.551,0.449,50499706
0.0,0.0,1.0,0.0,34760737
0.6476,0.088,0.678,0.234,74356333
-0.1083,0.236,0.599,0.165,35167661
0.1025,0.051,0.882,0.066,35059627
0.9337,0.088,0.608,0.304,154252500
0.4939,0.0,0.769,0.231,76882343
0.775,0.07,0.61,0.32,47408090
0.0,0.0,1.0,0.0,43379425
0.6249,0.045,0.81,0.145,36354114
-0.1222,0.242,0.523,0.235,53390957
0.0,0.0,1.0,0.0,35933660
0.4019,0.093,0.753,0.154,35216825
-0.7657,0.127,0.849,0.024,73690504
-0.4215,0.235,0.572,0.194,44758640
0.9856,0.096,0.761,0.142,34984734
-0.2584,0.098,0.902,0.0,35643830
0.0,0.0,1.0,0.0,68595438
0.0,0.0,1.0,0.0,98318770
0.7269,0.0,0.0,1.0,52098807
-0.6597,0.126,0.77,0.105,122572584
0.784,0.0,0.67,0.33,41192403
-0.3875,0.305,0.695,0.0,75065391
0.5719,0.0,0.919,0.081,88029094
-0.4019,0.73,0.27,0.0,56882472
0.0,0.0,1.0,0.0,92453679
0.7906,0.121,0.446,0.433,49721848
0.5859,0.0,0.208,0.792,74145940
0.4516,0.133,0.693,0.174,35415869
0.9471,0.03,0.793,0.177,74613452
-0.8523,0.16,0.807,0.033,122558282
0.5859,0.0,0.858,0.142,100931140
0.5859,0.0,0.556,0.444,37656257
0.8647,0.067,0.7,0.233,125400191
0.0,0.0,1.0,0.0,51636111
-0.4019,0.172,0.828,0.0,51121350
-0.34,0.386,0.429,0.186,48348226
0.2187,0.169,0.649,0.182,38240688
0.8126,0.044,0.816,0.14,34825498
-0.9539,0.172,0.788,0.04,85637411
0.5789,0.0,0.923,0.077,105378533
0.0,0.0,1.0,0.0,136709731
0.8412,0.045,0.643,0.311,38715656
0.0,0.0,1.0,0.0,160476414
-0.9119,0.16,0.753,0.087,35562569
0.0,0.0,1.0,0.0,52194237
0.9916,0.0,0.835,0.165,147624099
-0.4215,0.167,0.833,0.0,48773284
0.872,0.058,0.655,0.287,123508100
-0.3818,0.464,0.536,0.0,44289439
-0.9946,0.192,0.762,0.046,35216890
0.0,0.0,1.0,0.0,74753400
-0.1236,0.068,0.884,0.048,37551805
-0.3716,0.249,0.606,0.145,35968063
-0.2057,0.312,0.688,0.0,146214274
-0.7733,0.16,0.77,0.071,122772141
0.8213,0.0,0.284,0.716,80058522
0.6808,0.0,0.517,0.483,53244807
-0.6124,0.667,0.333,0.0,41642977
0.0,0.0,1.0,0.0,97072856
0.9712,0.094,0.727,0.179,37180830
0.296,0.0,0.932,0.068,116374835
0.4201,0.0,0.851,0.149,51259179
-0.8689,0.17,0.83,0.0,67278454
0.7964,0.0,0.772,0.228,49729272
0.6808,0.0,0.616,0.384,123849845
-0.8779,0.18,0.786,0.033,78965922
0.0,0.0,1.0,0.0,77887196
0.193,0.138,0.717,0.145,44688125
-0.0772,0.206,0.794,0.0,43410277
-0.8797,0.225,0.639,0.136,39558795
0.923,0.0,0.546,0.454,131482049
0.4404,0.0,0.929,0.071,36463988
0.8332,0.0,0.671,0.329,115863876
0.802,0.0,0.357,0.643,59182490
0.8681,0.107,0.733,0.16,50086146
-0.8292,0.185,0.77,0.045,40410932
0.4768,0.123,0.737,0.14,64027453
-0.4999,0.128,0.75,0.121,49263297
-0.296,0.423,0.577,0.0,88197849
0.9681,0.054,0.835,0.111,43822256
0.9593,0.0,0.785,0.215,36055788
0.3257,0.096,0.782,0.122,35351517
0.723,0.056,0.832,0.112,37885119
0.6124,0.0,0.643,0.357,34762836
0.9398,0.033,0.86,0.108,50600179
0.4939,0.029,0.886,0.086,34873360
-0.1027,0.123,0.877,0.0,71196230
0.9647,0.104,0.733,0.163,45039549
0.743,0.12,0.487,0.393,50357831
0.9526,0.031,0.643,0.326,44100672
-0.9415,0.203,0.797,0.0,36165432
-0.8099,0.199,0.706,0.095,39527305
-0.8271,0.232,0.713,0.055,51183359
0.0,0.0,1.0,0.0,44248574
-0.1145,0.128,0.772,0.1,124756261
0.7717,0.0,0.765,0.235,45280470
-0.2568,0.084,0.854,0.062,49221772
0.0,0.0,1.0,0.0,136162780
0.4404,0.0,0.791,0.209,40598348
0.6908,0.0,0.584,0.416,34975944
-0.7574,0.325,0.576,0.099,70960730
0.0,0.0,1.0,0.0,143479084
-0.4767,0.147,0.853,0.0,45026625
-0.9016,0.181,0.67,0.15,76742962
0.0772,0.0,0.822,0.178,50493517
0.9641,0.097,0.791,0.112,50983583
-0.6317,0.105,0.795,0.1,116651434
0.5515,0.071,0.814,0.116,67785841
-0.7926,0.173,0.694,0.133,38392599
-0.7845,0.385,0.615,0.0,106295044
-0.4883,0.582,0.076,0.343,38322889
0.6842,0.062,0.705,0.234,141625333
-0.128,0.186,0.656,0.158,51458536
0.7684,0.0,0.726,0.274,34848722
0.8068,0.138,0.639,0.223,49467524
0.0,0.0,1.0,0.0,35051754
0.0,0.0,1.0,0.0,37660617
0.296,0.079,0.792,0.129,47924385
-0.5423,0.226,0.774,0.0,41146989
-0.9512,0.11,0.797,0.093,39331343
0.9405,0.078,0.788,0.134,66947427
-0.6037,0.219,0.781,0.0,77054796
0.7178,0.0,0.684,0.316,37704347
0.7227,0.0,0.543,0.457,81115556
-0.0772,0.066,0.891,0.043,51231225
-0.1007,0.381,0.273,0.346,67851168
0.5106,0.0,0.845,0.155,71706409
-0.3612,0.714,0.286,0.0,44797239
-0.0516,0.05,0.904,0.046,44548026
0.742,0.088,0.792,0.12,43899304
-0.4271,0.172,0.717,0.111,38861443
-0.9715,0.218,0.649,0.134,45865145
0.9081,0.053,0.687,0.259,7898667
0.0,0.0,1.0,0.0,46645786
0.81,0.0,0.645,0.355,7972830
0.9766,0.061,0.71,0.23,26471346
0.7506,0.0,0.808,0.192,38584151
-0.5093,0.767,0.233,0.0,14354462
-0.8558,0.199,0.765,0.036,46913792
0.0,0.0,1.0,0.0,21681781
0.9993,0.034,0.779,0.188,26036174
0.0,0.0,1.0,0.0,45783185
0.4199,0.046,0.817,0.137,46824763
0.9817,0.073,0.784,0.143,68411665
-0.5634,0.178,0.65,0.172,102512845
0.9425,0.019,0.869,0.111,44052812
0.8972,0.047,0.562,0.391,46989704
0.8039,0.043,0.828,0.129,44253346
0.9932,0.102,0.729,0.169,45343630
0.831,0.0,0.614,0.386,13328125
0.25,0.055,0.875,0.07,78476801
-0.5,0.278,0.722,0.0,43656116
0.9823,0.046,0.812,0.142,21760840
-0.138,0.079,0.85,0.071,29195406
0.6249,0.0,0.745,0.255,13913026
-0.697,0.17,0.721,0.109,43192134
-0.914,0.149,0.759,0.092,45109388
0.9493,0.033,0.681,0.286,8004685
0.7825,0.077,0.737,0.185,16090355
0.4404,0.0,0.58,0.42,43439494
0.2023,0.091,0.744,0.165,43639824
-0.902,0.203,0.739,0.058,49287513
0.977,0.057,0.678,0.265,21826788
0.8625,0.025,0.815,0.16,99258706
0.6004,0.061,0.728,0.211,150992240
0.9514,0.029,0.743,0.228,48527457
-0.4588,0.375,0.625,0.0,54688942
-0.5894,0.164,0.777,0.059,43305542
0.9896,0.05,0.813,0.137,30293185
0.5859,0.0,0.51,0.49,76753206
-0.4091,0.101,0.829,0.07,44322386
0.0,0.0,1.0,0.0,47849946
0.6369,0.0,0.543,0.457,139397965
-0.4033,0.129,0.805,0.067,50618400
0.9552,0.0,0.681,0.319,48048591
0.984,0.089,0.795,0.117,24874251
0.4753,0.056,0.855,0.089,42060777
0.7506,0.0,0.802,0.198,43215641
-0.4404,0.054,0.913,0.033,61747505
-0.5423,0.05,0.95,0.0,93936380
0.5821,0.089,0.815,0.096,43842012
0.9748,0.035,0.834,0.131,31665994
0.7133,0.176,0.596,0.228,45766652
-0.7241,0.153,0.794,0.053,43302374
0.7236,0.0,0.904,0.096,45407783
0.992,0.039,0.791,0.17,26499078
0.988,0.029,0.83,0.141,21255656
0.9951,0.082,0.748,0.169,43613620
0.6249,0.0,0.854,0.146,13511842
0.296,0.0,0.0,1.0,49509355
-0.5186,0.256,0.644,0.1,44939178
0.0,0.0,1.0,0.0,114798872
0.0,0.0,1.0,0.0,134763707
0.6872,0.076,0.673,0.251,105560758
0.4404,0.0,0.256,0.744,43652121
-0.2229,0.193,0.65,0.157,82860221
0.0772,0.0,0.874,0.126,105495094
-0.9309,0.233,0.722,0.044,105655848
0.884,0.0,0.349,0.651,15759311
-0.185,0.062,0.886,0.052,105494711
0.0,0.0,1.0,0.0,30536538
0.0,0.0,1.0,0.0,10992329
0.6908,0.0,0.467,0.533,28100033
-0.4215,0.135,0.865,0.0,19757662
0.0,0.0,1.0,0.0,158476980
0.9038,0.0,0.77,0.23,18427919
0.0,0.063,0.873,0.063,19150078
0.0,0.0,1.0,0.0,23598093
0.9287,0.0,0.656,0.344,182131
-0.9626,0.17,0.782,0.048,17880506
0.8378,0.091,0.734,0.174,113701986
0.8011,0.0,0.295,0.705,97127689
0.765,0.099,0.688,0.213,50052534
0.5165,0.165,0.549,0.287,9271020
0.4019,0.105,0.703,0.192,12287147
-0.5423,1.0,0.0,0.0,97361880
-0.5423,0.467,0.533,0.0,33536468
-0.5859,0.318,0.556,0.126,25769329
0.0,0.0,1.0,0.0,31524439
0.7269,0.029,0.876,0.095,19335325
0.3883,0.033,0.885,0.082,62434542
0.1531,0.067,0.851,0.082,120633129
-0.1531,0.444,0.556,0.0,10737683
0.0,0.0,1.0,0.0,114006599
0.0,0.0,1.0,0.0,56477980
0.5023,0.074,0.823,0.103,12503608
0.0,0.0,1.0,0.0,12616118
0.7964,0.0,0.664,0.336,131828114
0.128,0.373,0.169,0.458,125394200
0.8486,0.1,0.648,0.252,10479812
0.0,0.0,1.0,0.0,144531980
0.0,0.0,1.0,0.0,8723558
0.8688,0.019,0.867,0.114,47078959
0.954,0.054,0.714,0.233,40239927
0.3384,0.065,0.85,0.085,7731002
0.5233,0.14,0.661,0.199,47444643
0.6592,0.036,0.829,0.135,9631050
-0.783,0.346,0.654,0.0,11958675
0.6177,0.054,0.846,0.1,25459679
0.0,0.0,1.0,0.0,17801745
0.9802,0.0,0.733,0.267,17001296
0.4404,0.0,0.508,0.492,68637824
0.9312,0.0,0.707,0.293,98657798
0.0,0.0,1.0,0.0,16507583
-0.6568,0.187,0.768,0.045,13534939
-0.6758,0.078,0.87,0.052,67550012
0.802,0.0,0.857,0.143,12760375
-0.2584,0.289,0.711,0.0,21895113
0.971,0.102,0.548,0.349,8021831
-0.7684,0.143,0.826,0.031,9974866
0.0729,0.108,0.781,0.111,34520367
0.5932,0.06,0.817,0.123,10214156
-0.7102,0.24,0.669,0.091,86586293
-0.2862,0.101,0.85,0.05,9938292
0.8988,0.094,0.598,0.308,48495833
-0.8193,0.415,0.403,0.182,19575175
0.0,0.0,1.0,0.0,43158861
-0.5106,0.242,0.671,0.087,11008925
0.0,0.0,1.0,0.0,39389177
0.0,0.0,1.0,0.0,148376117
0.6306,0.0,0.609,0.391,47881297
-0.0258,0.136,0.864,0.0,8800344
0.8615,0.061,0.811,0.127,54577025
0.0681,0.106,0.775,0.119,10567288
0.0,0.0,1.0,0.0,105895977
0.3304,0.123,0.688,0.189,160554351
-0.7294,0.171,0.781,0.048,16402344
0.7691,0.0,0.469,0.531,30785567
0.0,0.0,1.0,0.0,60509740
-0.4939,0.4,0.429,0.171,10148535
0.4417,0.166,0.554,0.281,30672313
0.9143,0.055,0.606,0.339,41535305
0.5859,0.0,0.513,0.487,59583527
0.8858,0.0,0.533,0.467,18850356
-0.4215,0.286,0.714,0.0,16769753
0.0772,0.161,0.657,0.182,7852521
0.0,0.0,1.0,0.0,23639240
0.0,0.0,1.0,0.0,59282696
0.0,0.0,1.0,0.0,32620010
0.4019,0.141,0.565,0.294,37434010
-0.7906,0.259,0.741,0.0,19525592
0.5719,0.0,0.575,0.425,79683990
0.3252,0.0,0.682,0.318,37703264
-0.0066,0.16,0.672,0.168,32280465
0.8214,0.077,0.801,0.122,14038904
0.0,0.0,1.0,0.0,16679139
0.2846,0.187,0.62,0.193,94195225
0.4404,0.0,0.508,0.492,56139679
0.4404,0.0,0.707,0.293,12203508
0.4404,0.0,0.0,1.0,26128909
0.6369,0.0,0.543,0.457,86009197
0.7571,0.0,0.73,0.27,56887729
-0.4729,0.126,0.748,0.127,49742680
-0.296,0.423,0.577,0.0,30410532
0.0,0.0,1.0,0.0,49341038
-0.9398,0.159,0.841,0.0,29202491
0.7387,0.082,0.744,0.175,18424194
0.4728,0.0,0.867,0.133,12708708
-0.2755,0.513,0.487,0.0,119892268
0.7964,0.0,0.814,0.186,96885767
0.5053,0.0,0.786,0.214,12831953
0.7902,0.0,0.619,0.381,128126260
0.0,0.0,1.0,0.0,34142584
0.4295,0.0,0.841,0.159,30255334
0.4404,0.0,0.0,1.0,60593805
0.9713,0.0,0.659,0.341,14870428
0.6249,0.0,0.196,0.804,59453952
-0.0644,0.045,0.914,0.041,154144552
0.1721,0.049,0.86,0.09,11337609
-0.7345,0.267,0.733,0.0,36273455
0.4003,0.0,0.527,0.473,36746579
-0.8908,0.437,0.431,0.132,19066522
-0.8443,0.154,0.7,0.146,70278497
0.4939,0.0,0.814,0.186,25133006
0.7263,0.0,0.736,0.264,79780701
0.7506,0.0,0.556,0.444,30168050
0.9371,0.0,0.526,0.474,107010690
0.921,0.0,0.233,0.767,92146732
0.4404,0.0,0.58,0.42,102903977
0.8789,0.06,0.747,0.193,8583944
0.0,0.0,1.0,0.0,40422309
0.4651,0.123,0.675,0.202,33047130
0.7841,0.0,0.566,0.434,100518384
0.4754,0.0,0.781,0.219,137702653
0.5927,0.0,0.796,0.204,144408320
0.8005,0.102,0.746,0.152,45440955
0.7736,0.072,0.819,0.11,85241073
0.4927,0.0,0.385,0.615,28587553
0.0,0.0,1.0,0.0,20351913
-0.9513,0.246,0.754,0.0,18380347
-0.3818,0.271,0.729,0.0,17775904
0.6945,0.144,0.668,0.188,20331120
0.9607,0.05,0.688,0.262,34878388
0.9206,0.095,0.728,0.177,14054597
0.0,0.0,1.0,0.0,14996467
0.0267,0.236,0.525,0.239,51722946
0.8555,0.0,0.615,0.385,97552224
0.4019,0.0,0.722,0.278,9157656
0.9391,0.11,0.636,0.254,91864892
0.3322,0.164,0.563,0.273,39986773
-0.8487,0.269,0.597,0.134,29481988
0.6705,0.091,0.655,0.254,65548141
-0.5374,0.536,0.464,0.0,36102755
0.0,0.0,1.0,0.0,19490416
0.4588,0.0,0.0,1.0,57006049
0.6124,0.0,0.865,0.135,55813442
0.0,0.0,1.0,0.0,34708285
-0.3412,0.231,0.769,0.0,96267328
0.4588,0.0,0.571,0.429,13604926
-0.4019,0.13,0.87,0.0,61329087
-0.0985,0.136,0.719,0.145,74377600
0.34,0.099,0.744,0.157,17312
0.9843,0.071,0.733,0.196,47597278
0.6144,0.073,0.823,0.104,73582189
0.8877,0.0,0.717,0.283,33043334
0.784,0.0,0.367,0.633,101063209
0.8555,0.0,0.641,0.359,8152294
-0.5423,0.156,0.844,0.0,61869094
0.4588,0.0,0.4,0.6,89802274
0.8972,0.053,0.706,0.241,69966050
0.9922,0.036,0.773,0.191,7992558
0.8674,0.08,0.635,0.286,23757215
0.9055,0.098,0.756,0.146,41989010
0.7778,0.07,0.682,0.248,40258003
0.4404,0.0,0.256,0.744,100183546
0.0,0.0,1.0,0.0,94329669
0.4404,0.0,0.756,0.244,102714104
0.8197,0.11,0.451,0.438,133072721
0.8615,0.0,0.104,0.896,137035401
0.4927,0.0,0.238,0.762,22522760
-0.8296,0.266,0.6,0.134,8727843
0.946,0.0,0.495,0.505,8857536
0.8606,0.0,0.412,0.588,21807858
0.8856,0.062,0.81,0.128,8286461
0.7824,0.051,0.78,0.169,7972749
0.3964,0.063,0.847,0.09,25632802
0.0,0.0,1.0,0.0,10258220
-0.9756,0.134,0.754,0.112,105790241
0.92,0.15,0.414,0.437,140402154
0.7662,0.09,0.776,0.134,8750051
0.0,0.0,1.0,0.0,25687080
0.9255,0.063,0.841,0.096,7797158
-0.9839,0.321,0.618,0.061,8905292
0.9833,0.008,0.827,0.165,9722887
-0.9287,0.191,0.723,0.085,8244046
0.8879,0.054,0.596,0.351,12512547
0.9313,0.0,0.843,0.157,8073859
0.6369,0.055,0.792,0.153,8803308
-0.8481,0.351,0.649,0.0,13202112
-0.3182,0.126,0.874,0.0,45903606
0.9549,0.078,0.814,0.107,9164450
0.0,0.0,1.0,0.0,7666823
-0.3866,0.172,0.694,0.133,8051084
0.34,0.0,0.87,0.13,13382949
0.2382,0.0,0.837,0.163,19389779
0.953,0.0,0.776,0.224,8025487
0.0,0.0,1.0,0.0,60539772
0.9989,0.081,0.752,0.168,13779806
0.9202,0.109,0.707,0.183,61559394
0.5859,0.102,0.775,0.123,106796539
0.8333,0.113,0.684,0.203,19660782
0.6249,0.0,0.796,0.204,22712483
0.9852,0.025,0.685,0.29,15054259
0.9239,0.121,0.648,0.23,79232815
0.9955,0.073,0.668,0.259,19696541
0.9116,0.0,0.575,0.425,33171843
0.0,0.0,1.0,0.0,122057451
0.714,0.112,0.665,0.222,23874831
-0.1761,0.05,0.911,0.04,24606487
-0.3237,0.08,0.766,0.154,15674278
0.9231,0.0,0.513,0.487,37446990
0.9501,0.059,0.799,0.143,19431029
0.81,0.0,0.671,0.329,10584363
0.9932,0.087,0.764,0.149,9221209
0.0,0.0,0.0,0.0,15610509
0.0,0.0,1.0,0.0,9218125
0.2732,0.128,0.64,0.232,17555817
-0.9103,0.123,0.82,0.057,20051750
0.5023,0.0,0.865,0.135,23298581
-0.2732,0.255,0.567,0.177,15887834
0.9773,0.027,0.719,0.254,35344425
0.9811,0.111,0.689,0.2,11936101
-0.1779,0.267,0.593,0.141,97464999
0.923,0.055,0.648,0.297,45563098
0.8619,0.078,0.802,0.119,14102367
0.2386,0.157,0.671,0.172,21344440
-0.7744,0.142,0.801,0.057,29447368
0.0164,0.128,0.742,0.13,8851684
0.7579,0.0,0.755,0.245,13875987
-0.6124,0.295,0.616,0.089,13926839
-0.7865,0.14,0.762,0.097,13818368
0.4909,0.12,0.748,0.132,13851746
-0.9983,0.209,0.755,0.037,12269744
-0.2247,0.118,0.784,0.098,35607914
0.8588,0.0,0.618,0.382,46921613
-0.6369,0.224,0.776,0.0,41122673
0.0,0.0,0.0,0.0,113200008
0.9494,0.061,0.694,0.245,67570617
0.9286,0.0,0.75,0.25,18020370
0.9927,0.078,0.699,0.223,22864689
0.7822,0.129,0.719,0.151,155292841
-0.7517,0.483,0.407,0.11,73793121
0.3364,0.1,0.802,0.098,144018841
0.5907,0.077,0.836,0.087,10293527
0.6506,0.125,0.717,0.158,158325362
0.8779,0.097,0.725,0.178,70218235
-0.5423,0.208,0.707,0.085,158627756
-0.9929,0.159,0.74,0.101,49580840
0.7973,0.1,0.781,0.119,158865531
0.7385,0.083,0.815,0.103,54281560
-0.2484,0.187,0.673,0.139,155951426
-0.9966,0.141,0.757,0.102,20635897
-0.7869,0.199,0.801,0.0,149922037
0.9541,0.153,0.667,0.18,51152355
-0.1363,0.189,0.638,0.173,41829638
0.8709,0.04,0.731,0.229,29142724
0.3612,0.0,0.857,0.143,158152184
-0.5859,0.134,0.807,0.059,27730561
0.4215,0.0,0.0,1.0,123345838
-0.4767,0.508,0.492,0.0,158260211
-0.9346,0.223,0.646,0.131,50880580
-0.7713,0.179,0.766,0.054,55375615
-0.9947,0.187,0.711,0.102,18730654
0.2014,0.0,0.951,0.049,87068130
0.5106,0.0,0.0,1.0,73888111
-0.2491,0.123,0.75,0.127,29161959
0.0516,0.214,0.556,0.23,42445346
-0.4847,0.293,0.707,0.0,42327722
0.991,0.069,0.761,0.171,36516812
0.0,0.0,1.0,0.0,18714533
0.5859,0.174,0.63,0.196,114475845
0.7523,0.101,0.768,0.13,147809654
-0.9393,0.147,0.729,0.124,45632624
0.4404,0.0,0.0,1.0,73240029
0.9893,0.12,0.668,0.212,156274067
0.1643,0.09,0.827,0.083,20205706
-0.6249,0.255,0.745,0.0,13899447
-0.7014,0.181,0.691,0.128,51287259
0.6249,0.051,0.789,0.16,13776415
0.9782,0.079,0.735,0.186,9265666
0.8693,0.047,0.845,0.108,54288278
0.0,0.0,1.0,0.0,18791255
0.9172,0.0,0.721,0.279,15992909
0.4939,0.05,0.821,0.13,159862575
-0.3182,1.0,0.0,0.0,135133021
0.0,0.0,1.0,0.0,13737263
0.9359,0.027,0.771,0.202,159724525
0.3804,0.0,0.278,0.722,73205177
0.9204,0.089,0.785,0.126,20755295
0.0,0.0,1.0,0.0,12793994
