topic_0,topic_1,topic_2,recommendationid
0.029976407216619996,0.030553107008625836,0.9394704857747542,50389697
0.5816762803380285,0.07788501615234131,0.34043870350963007,49289090
0.04222926435138062,0.04284820697124763,0.9149225286773718,58564659
0.04106633454805802,0.5191197961527454,0.43981386929919664,147006145
0.18965366109038256,0.64346586762265,0.16688047128696754,86109120
0.11407205383046531,0.12592254775396639,0.7600053984155684,66598773
0.07985817577517967,0.8464204846130594,0.07372133961176097,49817269
0.014097310415758586,0.5943992862342222,0.39150340335001926,50372448
0.5042857758240149,0.4130412059955224,0.08267301818046284,49300731
0.020795902166647864,0.02213124120439386,0.9570728566289582,11049635
0.013057878882954116,0.22257210060088553,0.7643700205161603,10873344
0.47577686588170015,0.33574600987563846,0.18847712424266136,49215473
0.4167086997444163,0.32397395542956203,0.2593173448260217,51084257
0.11252436625249465,0.8619821703388816,0.025493463408623736,10988269
0.11998245725243978,0.3465898485603895,0.5334276941871706,49188442
0.10694924165554252,0.7928948316716796,0.10015592667277788,69261819
0.1706314781794709,0.17826297240214015,0.6511055494183889,62040946
0.018075802705995896,0.01933516568791898,0.9625890316060851,64380114
0.994547548480236,0.0026881120639877677,0.0027643394557762793,51233621
0.12677913427039725,0.12153493119605557,0.7516859345335472,40120968
0.9859979278714048,0.006545417222220771,0.007456654906374273,50074400
0.006916968977338397,0.006478767788406417,0.9866042632342552,39869014
0.6543582438002512,0.008301489970952581,0.3373402662287962,10190249
0.3604874436691028,0.6296386596461351,0.00987389668476202,50038930
0.16781665180980426,0.665250629179051,0.16693271901114476,84192419
0.3333333333333333,0.3333333333333333,0.3333333333333333,22348571
0.005918381701960288,0.44761330445830283,0.5464683138397368,9772083
0.17609128105938424,0.8100046717600046,0.013904047180611199,49723235
0.015303095861200829,0.01777759106799153,0.9669193130708076,49304366
0.0068753260247289075,0.6348548061600712,0.3582698678151999,50233577
0.0046452974849207195,0.49736581257309237,0.4979888899419869,15628491
0.09071116982324923,0.0885528335797989,0.8207359965969518,11224505
0.12438824254844591,0.11890538325802812,0.756706374193526,11914566
0.007632666454131586,0.2936208544424916,0.6987464791033767,49619266
0.13814673416620898,0.32330859739540807,0.538544668438383,7615211
0.05977119628911405,0.05961185637907494,0.880616947331811,99886028
0.06779094430670736,0.00518437212653822,0.9270246835667544,85497291
0.033029728152591024,0.10046748448624115,0.8665027873611678,9835109
0.1273998419794916,0.11764153612360831,0.7549586218969,66699226
0.022275583824181995,0.022017858715400754,0.9557065574604173,47474687
0.9014520060044355,0.04843526049049734,0.050112733505067106,21282277
0.00743461271643359,0.2885852367477697,0.7039801505357968,37985521
0.12053449560290756,0.868298614330119,0.011166890066973372,50087220
0.6625381784648925,0.16878329321228341,0.1686785283228241,47689451
0.01243903556440341,0.012926448815385723,0.9746345156202109,83399185
0.09690608284212285,0.5496321203010188,0.3534617968568583,116734744
0.05864355176185306,0.3951663257665492,0.5461901224715977,55109756
0.12606473001859086,0.12151924103475598,0.752416028946653,61485003
0.028677903934902008,0.028559185603889085,0.942762910461209,69149671
0.16628107145282622,0.05001385543314316,0.7837050731140306,74866219
0.16689217123149805,0.66228589925063,0.17082192951787192,103005072
0.45327984029459356,0.021351269283607015,0.5253688904217994,49469948
0.001077443045567779,0.19195366544106574,0.8069688915133665,45660576
0.15611399874931892,0.15875198542520386,0.6851340158254773,49301515
0.013779859576550308,0.003943994936634652,0.982276145486815,28305583
0.10630464699617348,0.30186476964877906,0.5918305833550475,109838547
0.05065813696227075,0.07969547910329436,0.8696463839344348,49332600
0.013894733532010699,0.014325010665431223,0.971780255802558,50276629
0.5897645765756679,0.22802580374578862,0.1822096196785435,43920218
0.02404518325057586,0.027071726950840366,0.9488830897985837,132849765
0.7349032834580843,0.00473383507607309,0.2603628814658426,43748097
0.011624827541160775,0.7076609452233646,0.2807142272354745,49510916
0.006465718522656603,0.36345746892252073,0.6300768125548226,50803970
0.06135886339378553,0.8648740688376918,0.07376706776852268,67537000
0.3007869065152227,0.14697764660383109,0.5522354468809462,49342126
0.04889648321649033,0.07853727743816079,0.8725662393453489,50255908
0.5039600457532415,0.052126348139795504,0.4439136061069629,50099912
0.28814324529402746,0.007362150770951854,0.7044946039350206,135721618
0.23399886298177522,0.0017207716737403244,0.7642803653444844,49784016
0.005448741637563303,0.004789419995269463,0.9897618383671672,49730278
0.3333333333333333,0.3333333333333333,0.3333333333333333,146244419
0.01233973998118807,0.08803957068557415,0.8996206893332378,17073607
0.01342858453283373,0.013879259454376817,0.9726921560127895,17973503
0.0024917254158584616,0.40114213400423027,0.5963661405799113,62978740
0.3411803533802039,0.523899291078661,0.13492035554113513,50759657
0.07596334148313452,0.6094028163463795,0.3146338421704859,32322320
0.0012100526446434474,0.18597698203774687,0.8128129653176096,50934977
0.028552844995554907,0.031063458536790135,0.9403836964676551,17716837
0.49503493117015274,0.015835379484173958,0.48912968934567336,55148157
0.010204084200580454,0.011141566514137937,0.9786543492852816,33622104
0.021135546786012784,0.02722763827104839,0.9516368149429388,9882309
0.06735885207729564,0.07385227872849225,0.8587888691942122,43235737
0.11341731873771324,0.11994913928854137,0.7666335419737454,65506480
0.3333333333333333,0.3333333333333333,0.3333333333333333,47630835
0.3877491162894959,0.0026322249282827235,0.6096186587822215,43879707
0.20609773846241639,0.18144571378257082,0.6124565477550128,47664018
0.1240752417758825,0.11763352869194829,0.7582912295321692,9464695
0.09541905294614049,0.011907405079236821,0.8926735419746227,8727564
0.5799858489810278,0.18228992320444168,0.2377242278145304,43379472
0.280682158987383,0.020317317119967558,0.6990005238926493,47915542
0.668135485894819,0.012798437744624235,0.31906607636055684,45655617
0.07223615641875816,0.07323090887365133,0.8545329347075905,62781222
0.11624840208763296,0.04201955098559411,0.841732046926773,49338325
0.8103958780330965,0.08846478262660916,0.10113933934029426,28655759
0.06898394801685101,0.49747149017738435,0.43354456180576467,48263020
0.38050777629422056,0.009574481434307634,0.6099177422714718,22851904
0.4503268679596667,0.4042167002973197,0.14545643174301368,8216291
0.03558687152028828,0.036268258520304714,0.928144869959407,13772061
0.45363263879115484,0.5339887034504319,0.012378657758413394,50123632
0.6726193869364347,0.006348907772499823,0.3210317052910654,49581897
0.045485422219466665,0.04624573747988414,0.9082688403006492,71974684
