reviewerid,review_cnt,response_cnt,voted_up_cnt,votes_up_cnt,votes_funny_cnt,comment_count,game_count
76561198345972871,1,1,0,5,4,0,0
76561198011863805,1,1,0,18,0,0,0
76561199094970826,1,0,1,3,0,0,23
76561198068656170,1,0,0,0,0,0,0
76561198176850974,1,1,1,19,0,5,0
76561198052120596,1,1,0,1,0,2,470
76561198819428569,1,0,1,8,7,0,0
76561199060574021,1,0,0,2,1,0,51
76561198023470386,1,1,0,408,10,32,478
76561197980067997,1,1,0,4,1,0,0
76561198109222839,2,2,0,10,2,0,409
76561198807504221,1,0,1,0,0,0,0
76561197993891197,1,1,0,31,1,3,768
76561197965298162,1,0,1,2,1,0,0
76561198257649266,1,0,1,0,0,0,445
76561198016432675,2,2,1,111,9,5,1503
76561198087111730,1,1,0,2,0,0,0
76561197971577490,1,0,1,1,0,0,0
76561198117843545,1,0,0,15,0,6,140
76561198275689258,1,1,1,1,0,0,319
76561198035697801,1,1,0,3,1,0,0
76561198326725736,1,0,1,0,0,0,0
76561198033727524,1,1,0,7,0,0,0
76561198329056532,1,1,0,0,0,3,102
76561198053856549,1,0,1,1,0,0,0
76561198012800092,1,0,1,2,0,0,0
76561198174639594,1,0,1,1,0,0,0
76561198352205575,1,0,1,2,0,0,0
76561198126306382,1,1,0,1,0,0,0
76561198850213354,1,1,1,3,0,0,0
76561197976082283,1,0,1,3,0,0,232
76561198053303160,1,0,1,3,0,3,0
76561198096747533,1,1,1,0,0,0,0
76561198823416335,1,0,1,2,0,0,0
76561198187047322,1,1,0,0,0,0,0
76561198024767429,1,1,1,0,0,0,0
76561198027823170,1,0,1,9,0,0,0
76561198182313223,1,0,1,0,0,0,0
76561197980206308,1,0,1,6,0,0,3971
76561198043693378,2,1,1,17,2,2,1424
76561198019490629,1,1,0,0,0,0,814
76561197987469237,1,1,0,3,0,0,0
76561198113382320,1,1,1,0,0,0,94
76561198083994794,1,0,1,1,0,0,188
76561198195471543,1,1,1,0,0,0,209
76561198351705637,1,0,1,0,1,0,0
76561198847708029,1,1,0,1,0,0,0
76561198096975901,1,1,1,1,0,0,0
76561198117934591,1,1,1,0,0,0,0
76561198040673812,1,0,1,2,1,0,12697
76561197960646107,1,0,0,3,0,0,141
76561198146549544,1,0,1,6,2,1,596
76561197993066193,1,1,1,0,0,0,703
76561198045623428,1,1,0,3,0,2,0
76561199019456252,1,1,1,0,0,0,0
76561197963634099,1,0,0,1,0,1,289
76561198134812038,1,1,0,4,3,7,258
76561198016781609,1,0,1,20,0,1,1063
76561198835531290,1,1,0,1,2,0,111
76561198360912988,1,0,1,0,0,0,0
76561197974790079,1,0,1,1,0,0,1135
76561197961322861,1,1,0,7,0,0,0
76561197972484243,1,0,1,1,0,0,0
76561198018518445,1,0,1,3,0,0,0
76561198036726450,1,1,0,3,2,0,0
76561199059401649,1,0,1,1,0,0,60
76561198345064284,1,1,0,3,0,0,0
76561198200673262,1,1,0,26,6,9,0
76561198080606498,1,0,1,3,0,0,0
76561198354629860,1,1,1,0,0,2,0
76561198232847220,1,1,1,0,0,1,518
76561198339248849,1,0,1,0,1,0,247
76561198001961650,1,0,1,2,0,0,0
76561198016468435,1,0,1,2,0,0,592
76561197982075056,1,1,0,1,2,0,0
76561198018102699,1,1,0,4,1,0,0
76561198224400244,1,0,1,0,0,0,0
76561198079830418,1,1,0,1,1,0,0
76561198825715879,2,2,1,9,2,0,138
76561197993869948,1,1,0,127,6,27,0
76561198326671674,1,0,1,1,0,1,992
76561198029708120,1,1,0,4,0,0,1211
76561198108145990,1,0,1,1,0,0,0
76561198086229928,1,1,0,9,0,1,848
76561198048639588,1,0,1,3,0,0,472
76561198029508562,1,0,1,1,0,0,2560
76561198114404961,1,1,0,6,1,0,0
76561198206047301,1,1,0,0,1,0,142
76561198243610560,1,0,0,1,0,0,0
76561198393173103,1,1,0,4,3,0,0
76561198120393693,1,1,0,2,0,0,0
76561198042531650,1,1,0,1,0,3,0
76561198165790659,1,0,1,0,0,0,0
76561198040145283,1,0,1,1,2,0,327
76561198041331562,1,0,1,0,0,0,0
76561198162100194,1,0,1,0,0,0,74
76561198054732464,1,0,1,0,0,0,162
76561198158330297,1,1,0,2,2,0,79
76561198055841009,1,0,1,16,1,1,116
76561197960422850,1,1,1,0,0,1,0
76561198040248554,1,1,0,0,0,0,0
76561198118709503,1,0,1,0,0,0,220
76561198154658735,1,0,1,1,0,0,99
76561198334560930,1,1,1,0,0,0,156
76561199475843724,1,0,1,0,0,0,0
76561198260589742,1,0,1,0,0,0,0
76561198385630068,1,1,1,1,1,2,269
76561197993555963,1,1,1,1,0,1,628
76561198040532093,1,1,1,3,0,0,690
76561197970329288,2,1,2,7,2,0,2792
76561198079912746,1,1,0,1,0,0,0
76561198340510536,1,1,1,3,2,0,0
76561198864416492,1,1,0,2,2,0,0
76561198136679992,1,0,1,1,0,0,0
76561198078138480,1,1,1,1,0,2,0
76561198282812314,1,0,1,1,0,0,0
76561198034039871,1,1,0,1,0,1,75
76561198013225512,1,0,1,1,0,0,182
76561197970508376,1,1,0,0,0,7,0
76561198163443179,1,1,1,1,0,0,0
76561198039329115,1,0,1,2,1,0,0
76561198060973638,1,0,1,6,0,0,0
76561198331541413,1,1,1,2,0,4,0
76561198313966474,1,1,1,4,0,3,8
76561198041369132,1,0,1,4,0,0,85
76561198361246059,1,1,1,1,0,2,0
76561198031136337,1,0,1,23,18,1,575
76561198343550658,1,0,1,1,0,0,0
76561199008302230,1,0,1,1,0,0,0
76561198017192120,1,0,1,19,1,0,0
76561199114186125,1,0,1,1,0,0,0
76561197964386854,1,0,1,3,1,0,0
76561198258550587,1,0,1,2,0,0,206
76561198207835595,1,1,1,3,0,3,0
76561197983977630,1,0,1,7,0,0,0
76561197967557984,1,1,0,2,2,17,402
76561198121390045,1,1,0,0,0,9,0
76561198347899338,1,0,1,1,0,0,0
76561197980547316,1,0,1,3,0,0,667
76561197998568769,1,1,0,28,7,7,671
76561198043852237,1,1,1,1,0,0,0
76561199485828049,1,1,0,0,1,0,0
76561197992177909,1,1,1,1,0,5,144
76561197960272075,1,1,1,1,0,0,0
76561198221373032,1,0,1,5,0,0,0
76561198049511070,1,0,1,24,1,0,0
76561198363863357,1,1,1,4,0,0,0
76561198828784337,1,0,1,2,2,1,0
76561198015957957,1,1,1,1,0,1,22
76561198245441650,2,2,2,1,0,5,361
76561198090658618,1,1,0,7,1,7,0
76561198047625084,1,0,1,2,2,0,0
76561198240713706,1,0,1,1,0,0,0
76561198262247283,1,1,0,0,0,3,75
76561198077321395,1,0,1,2,0,0,0
76561198052273476,1,0,1,1,0,0,28
76561198217451760,1,1,0,1,0,0,0
76561197993937738,1,0,1,11,2,0,0
76561198099455897,1,1,0,3,1,3,0
76561198076842069,1,1,0,5,1,11,1154
76561197970999635,1,1,0,6,2,7,493
76561197972851021,1,0,1,1,0,0,0
76561198016763575,1,0,1,2,0,0,0
76561198018508359,1,0,1,2,1,0,138
76561198045639343,1,0,1,2,3,0,0
76561198065666577,1,1,0,0,0,0,0
76561197970644594,1,0,1,0,0,0,0
76561198164270235,1,1,0,153,4,3,280
76561198404243416,1,0,1,0,0,0,60
76561198271288953,1,1,0,0,0,0,0
76561198066732010,1,0,0,7,0,1,0
76561198452597560,1,1,1,0,0,0,189
76561198283875664,1,1,1,2,0,2,122
76561198055005478,1,0,1,2,0,0,0
76561198021697406,1,1,0,243,39,20,740
76561198027972337,1,0,1,47,5,0,587
76561198048741425,1,0,1,3,0,0,0
76561198022002849,1,0,1,3,0,0,0
76561197999451870,1,1,1,59,1,5,2540
76561197968024600,1,1,0,6,1,0,0
76561198239664996,1,0,1,0,0,0,228
76561198137692959,1,0,1,0,0,0,217
76561198114357364,1,0,1,0,0,0,0
76561198026057814,1,0,0,3,0,0,0
76561198320395382,1,0,1,0,0,0,0
76561198257128095,1,0,1,0,1,0,0
76561197962673677,1,0,1,0,0,0,735
76561198042243260,1,1,0,1,0,0,0
76561198422835356,1,0,1,0,1,0,69
76561198042378606,1,1,0,2,1,0,0
76561198047510458,1,0,0,0,2,0,451
76561198336453486,1,0,1,0,0,0,0
76561198050152987,1,1,0,2,0,0,75
76561198093794657,1,0,1,2,0,0,0
76561198326389909,1,0,1,0,0,0,309
76561198830701329,1,1,0,1,2,0,0
76561198005589300,1,1,1,0,0,0,0
76561198003837384,1,1,0,1,0,0,0
76561198438201827,1,0,1,0,0,0,0
76561198409268389,1,1,0,3,3,0,0
76561198118702462,1,1,0,0,0,0,0
76561198055422561,1,1,0,1,0,0,218
76561197970093054,1,0,0,3,2,0,0
76561198379076357,1,0,1,8,0,0,0
76561198147566546,1,0,1,0,0,0,0
76561198011880144,1,1,0,3,0,0,173
76561198090564094,1,1,0,1,0,0,0
76561198155689958,1,1,0,2,0,0,0
76561198872461082,1,1,0,2,3,0,0
76561198116156213,1,1,0,3,0,0,0
76561198120285564,1,1,0,13,1,0,0
76561198066684614,1,0,1,0,0,0,0
76561198149683178,1,0,1,0,0,0,0
76561198005696830,1,0,1,0,0,0,302
76561198998873422,1,0,1,0,0,0,71
76561198237194108,1,1,0,1,0,0,0
76561197981255414,2,2,0,10,4,9,708
76561197978105882,1,0,1,0,0,0,0
76561198178464981,1,1,0,91,1,0,0
76561198041609980,1,1,0,5,0,0,0
76561198295388966,1,0,1,0,0,0,0
76561198017597905,1,1,0,3,1,0,0
76561198052589876,1,0,1,0,0,0,0
76561198041181042,1,1,0,1,0,0,0
76561198027932276,1,1,0,0,0,0,0
76561199061349170,1,0,1,0,0,0,0
76561198032939773,1,1,0,1,0,0,0
76561198021952374,1,1,0,51,2,7,0
76561198034190864,1,1,0,8,2,0,440
76561198197584777,1,1,0,6,0,0,0
76561198190765903,1,1,0,3,1,0,787
76561197990525659,1,1,0,2,0,0,0
76561197965781943,1,1,0,1,0,0,0
76561198960270518,1,0,1,0,0,1,0
76561198063854371,1,1,0,12,1,0,0
76561197996574130,1,0,1,0,0,0,0
76561198213096737,1,1,0,1,3,0,0
76561198023322867,1,0,1,0,0,0,0
76561198322023738,1,1,0,5,1,0,171
76561198154424636,1,0,1,6,2,0,2085
76561199002568670,1,0,1,1,0,0,0
76561198020956677,1,1,1,0,0,1,0
76561198274271817,1,0,1,0,0,0,0
76561198312949902,1,0,1,0,0,0,0
76561198036818689,1,0,1,0,0,0,0
76561198121292835,1,1,0,8,0,0,0
76561198036909485,1,1,0,1,0,0,298
76561198009169516,1,1,0,2,2,0,0
76561198025092856,1,0,1,0,0,0,0
76561198013779309,1,0,1,0,0,0,0
76561198062603303,2,2,1,9,17,0,0
76561199156507744,1,0,1,0,0,1,0
76561198021629002,1,0,1,0,0,0,0
76561198063452683,1,1,0,2,0,0,0
76561198044541197,1,1,0,0,0,0,0
76561198172186537,1,1,0,6,0,0,126
76561198087571029,1,0,1,1,0,0,0
76561198030878830,1,0,1,0,0,0,0
76561198026096853,1,1,0,11,0,0,260
76561198815546778,1,0,1,0,0,0,137
76561198054583358,1,1,0,2,1,0,193
76561199045412744,1,0,0,0,0,0,16
76561198150375927,1,0,1,0,0,0,0
76561198022144144,1,0,1,0,0,0,0
76561198082619846,1,1,1,0,0,0,0
76561197976729451,1,0,1,0,0,0,0
76561199544392772,1,0,1,0,0,0,0
76561198174195895,1,0,1,0,0,0,0
76561198405283469,1,1,0,1,0,0,0
76561197987337504,1,0,1,1,0,0,169
76561198080365533,1,1,0,2,2,0,732
76561198028175158,2,2,0,0,0,0,396
76561198142256777,1,0,1,1,0,0,472
76561197992285571,1,0,1,1,0,0,399
76561199474010834,1,1,0,1,0,0,17
76561197971198596,1,1,0,1,0,0,259
76561198096887078,1,0,1,0,0,0,165
76561198959691230,1,0,1,0,0,0,5
76561198258947504,1,0,1,0,0,0,0
76561198067283350,1,1,0,0,1,0,0
76561197972687274,1,1,0,1,5,0,0
76561198000336213,1,1,0,6,0,0,1723
76561199108096522,1,1,0,0,0,0,0
76561198877889642,1,0,1,0,0,0,0
76561198023988654,1,0,1,1,0,0,58
76561197983627123,1,0,1,1,0,0,1403
76561198191149637,1,0,1,2,0,0,0
76561198072582975,1,0,1,1,2,0,150
76561198028509731,1,0,0,11,1,4,0
76561198026742131,1,0,1,9,0,1,208
76561198033846452,1,0,0,10,0,0,0
76561197984796171,1,1,0,1,0,0,0
76561197971231441,1,1,1,0,0,0,8
76561197999231345,1,0,0,1,0,0,0
76561198152590424,1,0,1,0,0,0,468
76561198032665947,1,1,0,8,1,0,269
76561197999739590,1,1,0,1,0,0,0
76561198152479094,1,0,1,0,0,0,60
76561198195218935,1,0,1,0,0,0,227
76561198255455085,1,1,1,0,0,0,184
76561197989451456,1,0,1,4,1,0,511
76561198022913814,1,0,1,0,0,0,0
76561198006697780,1,1,1,0,0,0,223
76561198135362867,1,0,1,0,0,0,152
76561198161102532,1,0,0,0,2,0,0
76561198984427717,1,1,1,0,0,0,0
76561198211545916,1,0,1,0,0,0,0
76561198012521670,1,0,0,14,0,0,0
76561198337621428,1,1,0,3,2,0,0
76561198057188006,1,0,1,0,0,0,47
76561198021376810,1,1,0,2,0,0,415
76561198095288268,1,1,0,3,0,0,0
76561198845028521,1,0,0,2,0,0,0
76561198217615072,1,0,0,1,1,0,49
76561198212355632,1,1,0,7,0,0,501
76561198067638926,1,0,1,3,0,0,0
76561197972601744,1,1,0,4,0,0,147
76561197970837462,1,0,1,0,0,0,0
76561198032220648,1,0,0,1,0,0,0
76561198023322605,1,0,1,0,0,0,0
76561198052565997,1,0,1,0,0,0,213
76561198273897050,1,1,1,0,0,0,188
76561198029040262,1,0,1,3,0,1,0
76561198133165740,1,1,0,0,0,0,364
76561198069689536,1,0,1,1,0,0,443
76561198098078765,1,0,1,1,0,0,0
76561198013385163,1,0,0,0,1,0,0
76561198123891891,1,0,1,4,0,0,91
76561198156075454,1,0,1,1,0,0,0
76561199575175943,1,0,1,0,0,0,0
76561198014403360,1,1,0,2,0,0,0
76561198254147886,1,1,0,3,0,1,0
76561198252269788,1,0,1,0,0,0,38
76561198070334680,1,1,0,0,0,0,319
76561199224019124,1,0,1,0,0,0,29
76561197992827843,1,1,0,1,1,0,0
76561198198488603,1,0,1,0,0,0,0
76561198131952559,1,0,1,1,1,0,0
76561198041617665,1,0,1,0,0,0,14
76561197972440738,1,0,1,0,0,0,0
76561197963244700,1,0,1,0,0,0,0
76561198061771054,1,1,0,0,0,2,0
76561198334596188,1,1,0,0,0,4,508
76561199142285544,1,0,1,0,0,0,0
76561198088270546,1,1,0,0,1,0,51
76561198898078451,1,0,1,0,0,0,153
76561199125491387,1,1,0,0,0,0,0
76561198393352520,1,1,1,0,0,0,0
76561197999143710,1,0,1,0,0,0,0
76561197993533253,1,1,0,0,0,0,0
76561198040867860,1,1,0,0,0,0,0
76561198009628116,1,0,1,0,0,0,0
76561198099070916,1,0,1,1,0,0,0
76561198001366693,1,0,1,6,0,0,0
76561198073076796,1,0,1,0,1,0,250
76561198015778650,1,1,0,1,0,0,0
76561197997244536,1,0,1,0,1,0,141
76561198036833188,1,1,0,2,0,0,0
76561198237307294,1,0,1,0,0,0,0
76561198007046751,1,1,1,0,0,6,960
76561198081463126,1,1,0,2,0,0,308
76561198203178269,1,0,1,2,0,9,185
76561198015848955,1,0,1,0,0,0,0
76561198042873135,1,1,1,0,0,4,0
76561198239197688,1,1,0,2,0,0,166
76561198124238213,1,0,1,0,1,0,187
76561198136158089,1,1,0,0,0,0,0
76561198103558384,1,1,1,0,0,0,81
76561198063325991,1,0,1,5,0,0,0
76561198016084231,1,0,1,4,1,0,0
76561198089705384,1,0,1,0,0,0,0
76561197970632478,1,1,0,1,0,0,0
76561197970537402,1,1,0,5,0,1,0
76561198057700198,1,0,1,0,0,0,171
76561198073528270,1,0,1,1,0,0,157
76561198411180155,1,1,0,2,6,3,0
76561198053945894,1,0,1,4,0,0,164
76561198076516492,1,1,0,0,0,0,674
76561197983233478,1,0,1,6,0,0,238
76561198105513039,1,1,0,2,0,0,0
76561198021740045,1,0,1,0,0,0,0
76561198053635026,1,1,0,1,0,0,340
76561198024246070,1,1,0,1,1,0,0
76561198023065687,1,1,0,3,0,0,0
76561197994026577,1,1,0,1,1,2,0
76561198007044707,1,1,0,3,2,0,0
76561198009257859,1,0,1,1,0,0,0
76561197984181544,1,0,1,0,0,0,596
76561198056452897,1,1,0,4,1,0,0
76561198087035348,1,0,1,0,2,0,0
76561198068001869,1,0,1,0,0,0,127
76561198000193062,1,1,1,0,0,0,0
76561199019419397,1,1,0,1,0,0,0
76561198028205964,1,0,1,2,0,0,259
76561197962462777,1,0,1,0,0,0,1098
76561198123646978,1,1,0,2,1,0,37
76561198045485786,1,1,0,2,0,0,0
76561198008141233,1,0,1,3,0,0,0
76561198068584320,1,0,1,0,0,0,0
76561198042483146,1,0,1,0,0,0,224
76561198089062317,1,0,1,1,0,0,0
76561197985408098,1,1,0,1,0,0,0
76561198136420170,1,0,1,0,0,0,26
76561198150154876,1,0,1,0,0,0,204
76561198123453012,1,1,0,5,0,0,0
76561198010217553,1,1,0,0,0,0,0
76561198208291184,1,0,1,0,0,0,0
76561198065905327,1,1,0,295,79,0,0
76561198260831884,1,1,0,1,0,0,0
76561198368200074,1,1,0,6,0,0,0
76561198087194316,1,0,1,75,93,1,0
76561198408226597,1,1,0,2,0,0,0
76561198998017845,1,1,0,1,1,3,0
76561198019226465,1,1,0,2,1,1,172
76561198406821337,1,0,1,0,0,0,0
76561197992187569,1,0,1,0,0,0,105
76561198118657521,1,1,0,2,2,0,0
76561197970501796,1,1,0,1,0,1,0
76561198254654948,1,1,0,4,0,0,0
76561198066421777,1,1,0,0,0,0,0
76561198027042453,1,1,0,2,0,0,130
76561198102292543,1,0,1,1,0,0,0
76561198113905191,1,0,1,1,0,0,665
76561198214751265,1,1,0,1,0,2,0
76561198799272768,1,1,0,4,2,0,0
76561198102185724,1,1,0,0,0,0,0
76561198163862198,1,0,1,0,0,0,165
76561198032173046,1,1,0,0,0,0,0
76561197984997114,1,1,0,1,0,0,768
76561198055803122,1,1,1,0,0,0,0
76561198064066875,1,0,0,4,0,0,0
76561198062701327,1,1,0,1,0,0,0
76561198084378467,1,1,1,0,0,0,0
76561198358226905,1,1,0,3,1,0,0
76561198032724616,1,0,1,0,0,0,0
76561198164951559,1,0,1,0,0,0,128
76561198021979626,1,1,0,0,0,0,83
76561198327196040,1,1,1,0,0,2,362
76561197960380562,1,0,1,0,0,0,0
76561198023099803,1,1,0,0,0,0,223
76561197994440685,1,1,0,1,4,0,0
76561198114280771,2,2,2,2,1,0,277
76561197996608015,1,1,0,3,1,2,0
76561198034582159,1,1,0,0,0,0,0
76561198004916325,1,0,1,2,0,0,0
76561198076097290,1,1,0,0,0,3,0
76561198051714626,1,0,1,3,0,0,0
76561198053250445,1,1,1,1,0,0,0
76561197970635665,1,0,1,0,0,0,74
76561197987547003,1,1,0,119,62,0,57
76561197986905879,1,1,0,1,0,0,0
76561198072641743,1,0,1,2,1,0,151
76561198122765101,1,0,1,0,0,0,113
76561198821519259,1,0,1,4,0,0,19
76561199213411101,1,0,1,0,0,0,0
76561198196295965,1,1,0,2,0,2,0
76561198000314370,1,0,1,0,0,0,0
76561198329838364,1,0,1,1,0,0,0
76561198007917528,1,1,0,6,4,0,0
76561198294351623,1,0,1,2,0,0,0
76561198328362928,1,0,1,0,0,1,0
76561198030950179,1,1,0,3,0,0,0
76561198009347760,1,0,1,2,1,0,0
76561198078385860,1,1,0,2,0,2,0
76561198272340565,1,0,1,0,0,0,0
76561198020168542,1,0,0,1,4,0,262
76561198048405656,1,0,1,4,0,1,0
76561198110362931,1,1,0,2,0,0,0
76561198048683516,1,0,1,4,1,0,0
76561198060125181,1,0,1,0,0,0,0
76561198012040643,1,1,0,2,0,0,0
76561198055801456,1,0,1,0,1,0,101
76561197984777837,1,0,0,2,0,0,0
76561198144461475,1,0,1,3,0,0,0
76561198078896437,1,1,1,0,0,0,1335
76561198169038252,1,0,1,3,0,0,0
76561198011778207,1,1,0,1,1,0,434
76561198186899349,1,1,0,2,0,0,294
76561198073711547,1,1,1,0,0,1,0
76561198370450769,1,1,1,0,0,0,0
76561198826962625,1,1,0,0,0,1,0
76561198310948870,1,0,1,0,0,0,0
76561198964141765,1,1,0,0,0,0,0
76561197974327379,1,1,0,5,1,0,0
76561198040710906,1,0,1,23,0,0,0
76561198894352917,1,1,0,3,1,0,0
76561198043038004,1,0,1,5,2,0,0
76561198047466379,1,1,0,3,1,0,0
76561199071032188,1,0,1,0,0,0,0
76561198443305752,1,1,0,1,0,0,0
76561198082610416,1,0,0,5,1,6,0
76561198046844199,1,0,1,5,1,0,0
76561198445217064,1,0,1,0,0,0,0
76561198390416273,1,1,0,3,0,0,0
76561198061626653,1,1,0,0,0,0,0
76561199066970717,1,0,1,0,0,0,0
76561198043344996,1,1,1,0,0,0,0
76561198042273541,1,0,1,2,1,0,0
76561198103144915,1,0,0,8,0,0,0
76561198012797780,1,1,1,0,0,0,0
76561198027448869,1,1,0,2,0,0,0
76561197974874590,1,0,1,0,0,0,0
76561197993895873,1,1,0,60,5,24,0
76561198179053057,1,1,1,0,0,0,0
76561198005163642,1,0,1,0,0,0,0
76561198876438381,1,0,1,0,0,0,0
76561198258558675,1,0,1,0,0,0,45
76561198031972209,1,1,0,4,0,0,0
76561197983191355,1,1,0,2,0,2,0
76561198006599805,1,1,0,0,0,0,0
76561197970499218,1,0,1,1,0,0,1672
76561199008088169,1,1,0,1,0,0,119
76561198073402974,1,1,1,0,0,0,0
76561198077185499,1,0,1,0,0,0,0
76561198347465260,1,0,0,1,0,0,62
76561197962909231,1,0,0,1,2,0,0
76561198046708145,1,1,0,0,0,0,0
76561199065565845,1,1,0,13,2,0,0
76561198070082621,1,0,0,3,4,1,0
76561197984706148,1,1,0,1,0,0,0
76561197990347433,1,1,0,3,0,0,579
76561197994006732,1,0,1,3,0,0,402
76561198011624265,1,0,1,0,0,0,282
76561198255149936,1,1,1,0,0,5,297
76561198072976597,1,0,1,0,0,0,0
76561198057594789,1,1,0,1,0,0,0
76561198041752945,1,1,1,0,0,2,29
76561198305961427,1,0,1,0,0,0,0
76561198885834543,1,1,0,4,0,0,68
76561198238533986,2,1,1,3,0,1,0
76561199306011605,1,1,0,3,0,0,0
76561198036152172,1,0,1,2,0,0,0
76561198268353024,1,0,1,4,0,0,145
76561198319019942,1,1,1,0,0,9,0
76561198025014209,1,0,1,0,0,0,244
76561198432166724,1,0,1,0,0,0,203
76561199015281631,1,0,1,0,0,0,0
76561198344614109,1,1,0,2,0,0,134
76561198074438330,1,0,1,0,0,0,0
76561198070235310,1,0,1,0,0,0,0
76561198026627125,1,1,1,0,0,0,236
76561198845195658,1,0,1,1,0,0,90
76561197974692917,1,0,1,0,0,0,0
76561198082826431,1,0,1,0,0,0,236
76561198028193588,1,1,0,9,1,0,0
76561198047365507,1,0,0,7,1,13,0
76561197972490319,1,1,0,12,3,2,1187
76561198089404794,1,1,1,0,0,0,141
76561198009674889,1,1,0,1,0,1,343
76561198119546148,1,1,0,1,0,0,383
76561198347877894,1,0,1,1,0,0,0
76561198052249199,1,1,0,1,0,0,0
76561198014587064,2,2,0,10,8,8,229
76561198074592519,1,0,1,0,0,0,216
76561197998778240,1,1,0,1,0,0,0
76561198069072245,1,0,0,6,2,1,0
76561198058563443,1,0,1,0,0,0,198
76561198140147333,1,1,0,8,1,0,48
76561197970568685,1,1,0,2,0,0,0
76561198055631117,1,1,0,1,3,0,0
76561197976261403,1,1,0,2,0,0,0
76561198094524617,1,0,1,69,65,0,0
76561198028136037,1,0,1,0,0,0,0
76561197999652659,1,1,1,0,0,0,0
76561198007107969,1,0,1,0,0,0,1166
76561198071897920,1,1,1,1,0,0,119
76561198030925577,1,1,0,6,1,3,265
76561197994130677,1,1,0,1,1,0,0
76561198155235489,1,0,0,4,1,0,0
76561199137641928,1,1,0,0,0,0,0
76561198199660285,1,0,1,0,0,0,0
76561198194334017,1,0,1,0,0,0,0
76561198025828209,1,0,1,0,0,0,0
76561197973020890,1,0,0,0,0,0,352
76561197994657056,1,0,1,0,0,0,343
76561197982627316,1,0,0,3,0,0,0
76561198045148050,1,0,1,0,0,0,0
76561198282074085,1,0,1,0,0,0,158
76561198216041732,1,1,0,2,1,0,0
76561198094866876,1,1,0,2,0,0,0
76561197989683573,1,1,0,1,0,0,145
76561198049686767,1,0,1,0,0,0,0
76561198010501357,1,0,1,1,1,0,0
76561197983961438,1,1,0,2,0,0,0
76561197962250770,1,0,1,0,0,0,0
76561198070237262,1,0,1,0,0,0,97
76561197979112005,1,0,1,20,1,0,1287
76561199003300825,1,1,0,0,1,0,0
76561198140995807,1,0,1,2,0,0,0
76561198060629899,1,0,1,0,0,0,0
76561197990222797,1,1,0,3,0,0,0
76561198210825772,1,1,0,0,0,0,0
76561198027676065,1,0,1,0,0,0,0
76561198086668095,1,0,1,0,0,0,0
76561198045087024,1,0,1,1,0,0,187
76561198129934565,1,0,0,4,1,0,207
76561198027816822,1,0,0,6,1,0,135
76561198037224759,1,0,1,0,0,0,128
76561198088024200,1,0,0,1,3,0,286
76561198085704394,1,0,1,6,0,0,0
76561198056629033,1,1,0,1,0,0,0
76561198104499519,1,1,0,1,0,1,78
76561199147764816,1,1,0,7,0,0,0
76561198085284214,1,0,1,2,0,0,0
76561198068654658,1,1,0,0,0,0,0
76561198032030140,1,1,0,0,0,0,0
76561198081768116,1,1,0,0,0,0,294
76561199149565288,1,1,1,0,0,0,101
76561197989001909,1,1,0,4,0,0,0
76561197979934229,1,0,0,2,1,0,323
76561198034132046,1,0,1,2,0,0,0
76561198147082669,1,0,0,2,3,0,0
76561198124434895,1,1,0,2,1,0,0
76561197988588188,1,1,0,0,1,0,0
76561198109714846,1,0,1,0,0,0,0
76561198011234724,1,1,0,1,0,0,0
76561198066505482,1,1,0,1,0,0,0
76561198067752762,1,0,1,10,0,0,0
76561198450080552,1,0,1,0,0,0,138
76561198202704103,1,0,1,0,0,0,344
76561197998955847,1,1,0,0,0,0,0
76561198027895236,1,1,0,4,0,0,252
76561197996672739,1,0,1,0,0,0,0
76561198032039829,1,1,0,2,0,0,0
76561198153643214,1,1,0,0,1,0,0
76561198015063020,1,0,1,0,0,0,0
76561197960537122,1,0,1,4,0,0,311
76561199014522941,1,1,0,0,0,0,71
76561198008961044,1,0,1,0,0,0,0
76561198862724935,1,1,1,0,0,0,77
76561198055052651,1,0,1,51,10,0,0
76561198000947885,1,1,0,6,1,0,0
76561199010239246,1,0,1,0,0,0,0
76561197965179474,1,1,0,1,0,0,93
76561197962448662,1,0,1,2,0,1,88
76561198096445457,1,0,1,0,0,0,105
76561198038325952,1,0,0,7,2,0,0
76561198088537619,1,1,0,1,3,0,0
76561198298101611,1,1,1,0,0,1,78
76561198796366389,1,1,0,1,0,0,0
76561198276504311,1,1,0,2,0,2,0
76561197998512081,1,0,0,2,2,9,54
76561199103609032,1,1,0,4,0,0,62
76561198207905385,1,0,1,1,0,0,95
76561198315783543,1,0,1,0,0,0,0
76561198027607987,1,0,1,4,0,2,0
76561197992477248,1,1,0,0,0,0,0
76561198069441931,1,1,0,0,0,0,248
76561198023944608,1,1,0,0,1,0,0
76561198278725555,1,0,1,0,0,0,0
76561198034011260,1,1,0,1,0,0,0
76561198044674236,1,1,0,2,1,0,0
76561198995278803,1,1,1,0,0,0,47
76561198073292504,1,0,1,1,0,0,201
76561198008171791,1,0,1,3,0,0,0
76561198249701278,1,1,0,1,0,0,139
76561198053185627,1,1,0,0,1,0,0
76561198260031957,1,1,1,0,0,0,24
76561198078571235,1,0,1,1,0,0,65
76561197970607984,1,1,0,0,1,0,0
76561198837864794,1,1,0,3,1,0,0
76561198392155835,1,1,1,0,0,0,0
76561198014723063,1,0,1,3,0,0,0
