reviewerid,review_cnt,response_cnt,voted_up_cnt,votes_up_cnt,votes_funny_cnt,comment_count,game_count
76561197982714535,1,1,0,3,0,0,53
76561198075788925,1,0,1,0,0,0,102
76561198021092675,1,1,0,10,0,0,0
76561198378260601,1,0,1,0,0,0,40
76561198171005829,1,0,1,0,1,0,0
76561197995793536,1,1,0,3,0,0,0
76561198884979301,1,0,1,0,0,0,0
76561198280092769,1,1,1,1,0,0,0
76561198255812063,1,1,0,3,0,0,0
76561198025313539,1,1,0,1,2,1,388
76561198197167531,1,1,0,0,0,2,0
76561198289811294,1,0,1,0,0,0,110
76561197993075391,1,0,1,1,0,0,0
76561198142144170,1,0,1,0,0,0,0
76561198009026757,1,0,0,8,0,3,238
76561198105921664,1,0,1,0,0,0,0
76561199002525385,1,0,1,0,0,0,0
76561198063803379,1,1,0,1,0,0,352
76561198113574525,1,1,0,5,1,0,879
76561198036485748,1,0,1,0,0,0,0
76561198211726392,1,0,1,0,0,0,30
76561198260786998,1,1,0,0,0,0,0
76561198314841286,1,1,0,1,0,0,360
76561198079602672,1,0,1,1,0,0,246
76561198073498063,1,1,0,0,0,0,332
76561198275292737,1,0,1,0,0,0,43
76561198380317174,1,1,1,0,0,0,0
76561198059700490,1,0,1,0,0,0,0
76561198080398009,1,1,0,1,0,0,0
76561198012299718,1,0,1,0,0,0,0
76561198354206037,1,1,1,0,0,2,0
76561198236015750,1,1,0,1,0,0,76
76561198276930670,1,0,1,0,0,0,53
76561198040607917,1,0,1,0,1,0,648
76561198086492797,1,0,1,0,0,0,0
76561198194694098,1,0,1,0,0,0,105
76561198280066659,1,0,1,0,0,0,534
76561198031285042,1,1,0,2,0,2,0
76561197971940061,1,1,0,1,0,0,480
76561198845248507,1,1,1,0,0,0,0
76561198272337738,1,1,1,0,0,0,0
76561198050309642,1,1,0,2,0,0,0
76561198180893075,1,1,1,0,0,0,0
76561198005257156,1,0,1,0,0,0,922
76561198010473871,1,0,1,0,0,0,0
76561197966978123,1,0,1,3,0,0,1282
76561198406592125,1,1,1,0,0,1,183
76561198120963755,1,1,0,2,1,0,62
76561198144426198,1,0,1,0,1,0,108
76561197978053532,1,0,1,0,0,0,0
76561198431854631,1,1,0,2,2,0,198
76561198256244751,1,1,0,1,0,0,101
76561198045335972,1,1,0,2,2,1,0
76561198049728629,1,1,0,8,0,1,339
76561198027254411,1,0,1,0,0,0,0
76561198033472581,1,1,0,1,0,0,138
76561198063516957,1,1,0,3,0,0,0
76561198118569516,1,0,1,1,0,0,0
76561198123223796,1,1,0,5,1,0,0
76561198425775711,1,0,1,0,0,0,0
76561198346401998,1,0,1,0,0,0,0
76561198885550168,1,0,1,0,0,0,119
76561198296036361,1,1,0,5,0,1,59
76561198082364873,1,0,0,1,0,0,0
76561198057919275,1,0,1,1,0,0,0
76561198017156639,1,0,1,0,0,0,0
76561198811224119,1,1,1,0,0,0,218
76561198881578512,1,0,1,0,0,0,0
76561198061518382,1,0,1,0,0,0,0
76561198075536602,1,1,0,0,0,0,0
76561198329227469,1,1,0,2,0,0,115
76561198182678199,1,0,1,0,0,0,0
76561198257830196,1,1,0,2,0,0,0
76561198071769672,1,0,0,1,0,1,1033
76561198141417078,1,1,0,12,1,0,0
76561199093750838,1,0,1,0,0,0,45
76561198172792794,1,0,1,0,0,0,79
76561198003541741,1,1,0,40,5,14,162
76561198954580518,1,1,0,1,2,0,0
76561198346332862,1,0,0,2,0,0,0
76561198072696332,1,1,0,2,0,0,0
76561198012495814,1,1,1,0,0,0,0
76561198068236524,1,1,0,4,0,0,399
76561198303535846,1,1,0,2,2,0,225
76561198002561499,1,0,0,1,0,0,0
76561198154855233,1,1,1,0,0,0,0
76561198126784647,1,1,0,2,2,0,101
76561198036333739,1,0,0,3,0,0,149
76561198036904589,1,1,1,0,0,0,222
76561197990881283,1,0,1,2,0,0,0
76561198084549733,1,1,0,6,0,0,0
76561198241326824,1,0,1,0,1,0,0
76561198047131629,1,0,1,1,1,0,243
76561198017062813,1,1,0,2,0,2,175
76561198018845533,1,1,0,3,1,3,0
76561198039851375,1,0,1,0,0,0,459
76561198002282523,1,0,1,0,0,0,203
76561198272329409,1,1,0,1,1,0,0
76561198155829290,1,0,1,0,0,0,0
76561197978094429,1,1,0,5,0,4,0
76561198061525011,1,1,0,269,15,53,0
76561198172991926,1,1,0,1,0,0,75
76561197972390711,1,1,1,0,0,0,0
76561198050094835,1,0,1,0,0,0,241
76561198030480825,1,1,0,0,0,0,0
76561198088943342,1,1,0,1,0,0,0
76561197986817271,2,0,2,2,0,3,0
76561198287416307,1,1,0,3,0,0,0
76561198328867777,1,0,0,0,0,1,52
76561199008650635,1,0,1,0,0,0,0
76561198356403902,1,1,0,4,0,1,0
76561198034139077,1,0,1,0,0,0,34
76561198012386999,1,0,1,0,0,0,123
76561198040337092,1,1,0,0,0,0,47
76561198109780269,1,1,0,0,0,0,0
76561197983966608,1,1,0,1,1,0,210
76561197994737360,1,1,0,1,0,0,0
76561198004098582,1,0,1,0,0,0,0
76561198127252511,1,1,0,2,2,0,150
76561198189177537,1,1,0,1,0,0,130
76561199470842496,1,0,1,0,0,0,0
76561198983759895,1,0,1,0,0,0,80
76561197967365181,1,0,1,2,0,0,195
76561197986715648,1,1,0,4,0,0,0
76561198172570918,1,0,1,0,1,0,0
76561198041329352,1,1,0,4,0,1,24
76561198177678897,1,1,0,3,0,0,53
76561198152207617,1,1,0,38,4,23,388
76561197998927527,1,1,1,0,0,0,415
76561197992277997,1,1,0,3,0,0,0
76561199122297878,1,0,1,0,1,0,0
76561197971705278,1,0,0,14,3,7,0
76561198022209208,2,2,1,6,3,0,0
76561198001218735,1,1,0,1,0,0,0
76561198028272094,1,1,1,0,0,0,243
76561197993531965,1,1,1,0,0,0,0
76561197965674998,1,1,0,1,0,0,0
76561197977547651,1,1,1,0,0,1,79
76561197978954562,1,1,0,180,10,0,0
76561198136470780,1,0,1,0,0,0,0
76561198044020653,1,0,1,0,0,0,0
76561198037962923,1,1,0,6,0,0,0
76561198827832205,1,0,1,1,0,0,0
76561198043632915,1,1,0,18,4,4,0
76561199097436909,1,0,1,0,0,0,0
76561198064959737,1,1,0,4,0,0,0
76561198398709748,1,0,1,0,0,2,90
76561198129953378,1,1,0,3,1,0,0
76561198140672682,1,1,0,3,3,0,81
76561198008473598,1,0,1,0,0,0,0
76561197994005709,1,1,0,11,0,0,0
76561197972755655,1,1,1,0,0,0,0
76561198279077736,1,0,1,0,0,0,0
76561197995934459,1,1,0,575,26,21,912
76561199086015153,1,0,1,1,0,0,78
76561198046703791,1,0,1,0,0,0,0
76561198203592672,1,0,1,1,0,0,275
76561198123656292,1,0,1,0,0,0,59
76561198149231433,1,0,1,1,0,0,392
76561198008899001,1,0,1,0,0,0,0
76561198121568141,1,0,1,21,4,0,122
76561198075893534,1,0,0,0,0,0,256
76561198220912760,1,1,0,3,1,0,42
76561197987232156,1,1,0,8,0,0,0
76561198016029914,1,1,1,0,1,0,170
76561198024695233,1,0,1,1,0,0,202
76561198025056552,1,0,1,0,0,0,221
76561198123277468,1,1,0,4,0,0,342
76561198174323350,1,0,1,0,0,0,108
76561198138760790,1,1,0,2,0,0,0
76561198374244865,1,0,1,0,0,0,77
76561198097838717,1,0,1,0,0,0,130
76561198021031534,1,1,0,3,0,1,0
76561198110148658,1,0,1,0,0,0,0
76561198307648882,1,1,0,2,0,0,86
76561198247084540,1,0,1,0,0,1,129
76561197998304931,1,1,0,1,1,0,85
76561198033409035,1,1,0,2,2,0,0
76561198098275013,1,0,1,1,0,0,108
76561197975999149,1,1,0,10,1,1,0
76561198155869750,1,0,1,4,0,0,77
76561198044198232,1,0,1,0,0,0,0
76561198030457409,1,0,1,1,0,0,0
76561198115733056,1,0,1,1,0,1,262
76561198089025651,1,0,1,0,1,0,0
76561198189627469,1,0,1,0,0,0,177
76561198135690263,1,0,1,0,0,0,0
76561198020984139,1,0,1,1,0,0,436
76561198259035648,1,1,0,2,0,0,144
76561198017020374,1,0,1,0,0,0,347
76561198015684532,1,0,1,0,0,0,183
76561198011915089,1,1,0,5,0,0,487
76561198017944123,1,1,0,1,0,0,0
76561198090324811,1,0,1,0,0,0,118
76561198269625572,1,1,0,3,1,0,99
76561198950661741,1,0,1,0,0,0,126
76561198192883279,1,0,0,4,0,0,229
76561198159763538,1,0,1,0,0,0,0
76561198371354186,1,1,1,0,0,0,0
76561198021965730,1,1,0,5,1,0,0
76561198086755192,1,1,1,0,0,0,114
76561198889815252,1,1,1,0,0,0,57
76561198123449609,1,1,0,1,1,0,40
76561197992870859,1,1,0,3,1,0,0
76561198001536645,2,1,1,1,0,0,0
76561198001779468,1,1,0,7,0,0,509
76561198061818260,1,1,1,0,0,0,236
76561198045886478,1,1,0,3,1,5,0
76561198439435501,1,1,0,1,0,0,0
76561197971812282,1,0,1,0,0,0,0
76561198017136726,1,0,0,0,0,0,152
76561198094103494,1,0,0,1,0,0,595
76561198276659774,1,1,0,2,1,0,0
76561198083020466,2,1,0,0,0,1,56
76561198314499002,1,1,0,3,1,0,85
76561198039154285,1,1,0,1,2,0,0
76561198030708768,1,0,1,0,0,0,0
76561198077784631,1,0,1,0,0,0,68
76561198023557427,1,1,0,0,0,1,0
76561197986276633,1,1,0,1,0,0,0
76561198094709047,1,1,0,1,0,0,47
76561198013292982,2,2,0,11,5,0,0
76561197960575423,1,0,1,0,0,0,0
76561197965457919,1,1,0,11,1,0,268
76561197977118669,1,1,0,1,1,0,0
76561198132110525,1,0,1,1,0,0,130
76561197979919643,1,1,1,0,0,10,0
76561198965307924,1,0,1,0,0,1,0
76561198071027976,1,0,1,0,1,0,79
76561198001254683,1,1,0,2,0,0,664
76561198076912676,1,0,0,6,0,4,0
76561198122357753,2,1,1,7,0,1,0
76561198848728918,1,1,0,1,0,0,0
76561197962932819,1,1,0,4,0,1,0
76561198007017389,1,1,0,8,1,0,383
76561197988032575,1,1,0,6,1,0,707
76561197981961092,1,1,0,8,2,0,0
76561198021032603,1,1,0,2,0,0,0
76561198062624306,1,0,1,0,0,0,51
76561197993298252,1,0,1,0,0,0,0
76561198018018520,1,1,1,0,0,0,248
76561198099542568,1,1,0,5,0,0,0
76561198010673648,2,1,0,7,2,2,0
76561198115430370,1,0,1,0,0,0,0
76561198027682792,1,1,0,18,6,3,118
76561198078043085,1,0,0,4,0,1,0
76561198412548457,1,1,0,2,4,2,0
76561198035197807,1,0,1,0,0,0,0
76561198226689232,1,1,1,6,1,0,193
76561197967612795,1,0,0,1,1,0,0
76561198123263214,1,1,0,2,0,0,126
76561198079312452,1,1,0,2,1,0,0
76561198006986577,5,2,2,29,1,1,684
76561198020570777,1,1,0,8,0,0,369
76561198057603595,1,0,1,0,0,0,127
76561198293185876,1,1,0,2,0,0,87
76561198042307005,2,0,1,4,1,3,428
76561198043607066,1,1,0,5,0,0,0
76561198324793378,1,0,1,0,0,0,0
76561198071046921,1,0,1,0,0,0,0
76561198080466164,1,0,1,0,1,0,1348
76561198108757187,1,0,1,0,1,0,0
76561198017345721,1,0,1,1,0,0,0
76561198287759572,1,0,1,6,4,0,72
76561198395226650,1,0,1,0,0,0,0
76561198002089501,1,1,0,6,0,2,440
76561198071916955,1,0,1,2,0,0,91
76561198360858018,1,1,0,2,1,0,0
76561198267650787,1,1,0,17,1,0,0
76561198020314685,2,1,2,1,0,0,359
76561198062739072,1,1,0,3,1,5,105
76561198039144213,1,1,0,0,0,2,152
76561198010081225,1,1,0,2,0,2,0
76561198076314389,1,1,0,47,2,61,0
76561198077913714,1,0,1,0,0,0,0
76561198188887481,1,1,0,5,0,0,0
76561197974246086,1,1,0,2,2,0,63
76561197968079256,1,0,0,2,0,0,0
76561198058562222,1,1,0,2,2,0,155
76561198380184652,1,0,1,0,0,0,0
76561198198666671,1,0,1,0,0,0,0
76561198121742398,1,0,1,0,1,0,165
76561198015754386,1,0,1,1,0,0,0
76561198031766980,1,0,1,1,0,0,0
76561198105633185,1,1,0,2,0,0,343
76561198026950338,2,1,2,2,2,0,205
76561198135982641,1,0,1,0,0,0,0
76561197972317208,1,1,0,5,1,0,0
76561198103343210,1,0,1,0,0,0,267
76561199038474549,1,0,1,0,0,0,74
76561198127811152,1,0,1,0,0,0,561
76561198265719808,1,1,1,0,0,0,156
76561198209029116,1,1,0,3,0,0,0
76561198054176422,1,1,0,2,0,0,0
76561198086953085,1,1,0,5,1,4,580
76561198023385226,1,0,1,0,0,0,0
76561197968390419,1,0,1,0,0,0,304
76561198071209908,1,1,0,1,0,0,0
76561198122692487,1,1,0,2,4,0,0
76561198211534676,1,0,1,0,0,0,0
76561198041614454,1,1,0,1,1,0,211
76561198104178191,1,0,1,1,0,0,0
76561198007585437,2,0,2,6,0,0,0
76561197998937892,1,0,1,1,0,0,317
76561198149159113,1,0,1,0,1,0,225
76561198004033434,1,0,1,3,0,0,151
76561197970705552,4,1,1,8,2,1,2217
76561198113277465,1,0,1,0,0,0,144
76561198410156363,1,0,1,0,0,0,266
76561198276206071,1,1,0,1,1,0,0
76561197981313112,1,0,1,0,0,0,0
76561198041929355,1,1,0,4,0,0,0
76561198273418983,1,1,0,1,1,0,0
76561197977526737,1,1,1,0,0,0,0
76561198095821318,1,0,1,1,0,0,161
76561198201442339,1,0,1,0,0,0,0
76561198042348051,1,0,1,0,0,0,664
76561198063268234,1,0,1,0,0,0,0
76561198033352257,1,0,1,1,0,0,225
76561198129824247,1,0,1,0,0,0,186
76561198021618228,1,0,1,0,0,0,131
76561198339776269,2,2,0,6,0,0,138
76561198144959222,1,1,0,2,4,3,198
76561197973553029,1,1,0,62,4,12,0
76561198819790978,1,1,0,2,0,0,0
76561198076367614,1,1,0,3,0,0,0
76561198040818375,1,0,1,0,0,0,0
76561198252292172,1,1,0,51,3,12,131
76561197986122603,1,1,0,13,0,0,0
76561198015392511,1,0,1,0,0,0,0
76561198037283940,1,1,0,9,0,10,325
76561198353633882,1,0,1,0,0,0,82
76561198267401475,1,0,1,0,0,0,0
76561198110042699,1,0,1,1,0,0,0
76561198007071950,1,1,1,0,0,0,929
76561198373654227,1,1,0,1,4,0,0
76561198037789283,1,0,1,0,0,0,361
76561198250055250,1,0,1,0,0,0,79
76561198057178239,1,1,0,16,1,0,0
76561198209714357,1,1,0,1,0,0,0
76561198180245383,1,0,1,0,1,0,180
76561198146129778,2,1,0,1,0,0,112
76561198012215131,1,0,1,0,0,0,2653
76561198145794466,1,0,1,0,0,0,163
76561197964258158,1,0,1,2,0,0,0
76561198012711696,1,1,0,73,5,0,0
76561198003188844,1,1,0,9,0,0,0
76561198096981164,1,1,0,10,0,6,231
76561198969299208,1,0,1,0,0,0,0
76561198141087948,1,1,1,0,0,0,0
76561198123077502,1,0,1,0,0,0,100
76561197999175543,1,1,0,10,2,2,0
76561198188306390,1,1,0,3,0,0,0
76561198073384809,1,1,0,1,3,0,105
76561198123509097,1,0,1,0,0,0,14
76561198051868649,1,1,0,1,0,0,0
76561198010548805,1,1,0,5,0,0,72
76561198103953095,2,0,2,0,0,0,39
76561198054441040,1,0,1,0,0,0,207
76561198054846070,1,0,1,0,0,0,0
76561198118215395,1,0,1,0,0,0,0
76561198071042218,1,1,0,2,0,0,225
76561198026918353,1,0,1,0,0,0,0
76561198089321148,1,0,1,0,0,0,230
76561198124415048,1,1,0,2,0,0,65
76561198059806921,1,0,1,1,0,0,0
76561198290974728,1,1,0,5,0,3,58
76561198332891237,1,1,0,4,0,0,0
76561198236255206,1,0,1,1,2,0,91
76561199117037278,1,0,1,0,0,0,0
76561198086070773,1,1,0,2,0,0,347
76561198024387440,1,0,1,0,0,0,0
76561198029277421,1,1,0,1,0,0,0
76561197964322895,1,0,1,0,0,0,302
76561198008332990,1,1,0,6,0,0,0
76561198040199830,1,0,1,0,0,0,100
76561198351698535,1,1,0,0,0,0,57
76561197996635536,1,1,0,2,0,0,0
76561198011749525,1,1,1,0,0,5,0
76561198020428714,1,0,1,0,0,0,0
76561198097185298,1,1,0,1,0,0,0
76561198052264520,1,1,0,54,5,6,115
76561198032975349,1,1,0,2,0,0,0
76561198135502668,1,0,1,0,0,0,0
76561198106360237,1,0,1,0,0,0,0
76561198206871197,1,1,1,0,0,0,78
76561198020935148,1,0,1,0,0,0,183
76561198079069915,1,0,1,0,0,0,0
76561198006500707,1,1,0,33,4,0,883
76561198068002972,1,0,1,0,0,0,0
76561198064918210,1,0,1,0,0,0,0
76561198318227575,1,1,0,1,0,0,0
76561198026360928,1,1,0,18,0,13,405
76561198279117609,1,1,0,1,0,0,0
76561198044650370,1,1,0,7,0,0,0
76561198053274652,1,0,1,0,0,0,0
76561198005013464,1,1,0,1,0,0,290
76561198295732139,1,1,0,2,7,0,0
76561198041143147,1,0,1,0,0,0,0
76561198066981957,1,0,1,0,0,0,467
76561198079266238,1,0,0,2,0,0,0
76561198350218824,1,1,0,3,0,2,0
76561198412321999,1,1,0,1,1,0,101
76561198031973632,1,0,1,0,0,0,0
76561198077781725,1,0,1,0,0,0,0
76561198020175505,1,1,0,6,0,0,285
76561198414534826,1,1,0,2,0,0,0
76561198064655441,1,1,1,0,0,0,51
76561198093851716,1,0,1,0,0,0,69
76561198962878768,1,0,1,0,0,0,0
76561198138732601,1,1,0,4,0,6,486
76561198292394125,1,0,1,0,0,0,25
76561198203892464,1,0,1,0,0,0,0
76561198230354884,1,1,0,3,3,0,0
76561198379915122,1,0,1,0,0,0,146
76561197973394584,1,0,0,0,0,1,0
76561197961438786,1,0,1,0,0,0,0
76561198001783602,1,0,1,0,0,0,1075
76561198191876487,1,0,1,0,0,0,170
76561198388716341,1,1,0,1,2,3,0
76561199104264148,1,0,1,0,0,0,390
76561197970809070,1,1,0,1,1,0,0
76561197963727105,1,1,0,6,0,0,0
76561198076579958,1,1,1,0,0,0,98
76561199095507506,1,0,1,0,0,9,17
76561198113000582,1,0,1,0,0,0,26
76561198048487377,1,1,0,13,0,0,695
76561198017666296,1,0,1,0,0,0,273
76561198018924225,1,0,1,0,0,0,0
76561198877743671,1,0,1,0,1,0,51
76561198391310840,1,1,0,1,1,0,0
76561198028327308,1,0,1,0,0,0,291
76561198030345957,1,0,1,0,0,0,307
76561198119780949,1,1,0,11,0,5,236
76561198091012474,1,0,1,0,0,0,156
76561198075036956,1,0,1,0,0,0,0
76561197968913072,1,1,0,16,3,7,0
76561197975899249,1,1,0,12,2,0,150
76561198212541072,1,1,0,2,0,1,81
76561198129364777,1,1,0,5,0,1,458
76561199013566137,1,0,1,0,0,0,0
76561199155770700,1,0,1,0,0,0,0
76561198144194696,1,1,0,2,0,0,115
76561198105798908,1,1,1,1,0,0,0
76561198073431466,1,0,1,0,0,0,0
76561198138277802,1,0,1,0,0,0,589
76561198394856395,1,0,1,0,0,0,53
76561198036564749,1,0,1,4,0,0,216
76561198066271121,1,1,0,0,0,0,0
76561197969906656,1,0,1,0,0,0,0
76561198441345239,1,1,0,2,1,0,0
76561198043179403,1,1,0,2,0,5,0
76561197993266745,1,1,0,3,0,0,0
76561198385344697,1,0,0,1,0,0,66
76561198026533185,1,0,1,1,0,0,158
76561198087045943,1,1,1,0,0,0,77
76561198165366657,1,1,0,6,0,0,230
76561198445652482,1,1,1,0,0,3,0
76561197993464298,1,0,1,2,0,0,410
76561198075369425,1,1,1,0,0,0,0
76561198060364681,1,0,0,1,1,0,235
76561198090401653,1,0,0,1,0,2,176
76561198157068682,1,0,0,2,0,2,279
76561198117492670,1,1,0,1,0,0,111
76561198193929426,1,1,0,3,1,0,0
76561198136621952,1,1,0,5,0,0,200
76561198402818274,1,1,0,3,0,0,102
76561198019950144,1,1,0,6,0,0,502
76561198161315544,1,1,0,1,1,0,76
76561198847497276,1,1,1,0,0,0,0
76561198803511274,1,1,0,6,1,0,0
76561198003971062,1,0,1,0,0,0,0
76561198354010021,1,1,1,0,0,0,142
76561198148971798,1,1,0,9,3,0,50
76561197999882861,1,1,1,0,0,0,0
76561198024276119,1,1,0,6,4,0,471
76561198047361273,1,1,0,2,5,0,190
76561199184055122,1,0,1,0,0,0,0
76561198032835435,1,0,1,0,0,0,0
76561198022766714,1,0,0,1,0,0,0
76561197992385081,1,0,1,0,0,0,0
76561198017496569,1,1,0,2,0,0,0
76561197986609204,1,1,0,2,0,0,0
76561197993329326,1,1,0,2,0,0,0
76561198075962771,1,0,1,0,0,1,0
76561198106032498,1,0,0,0,0,0,0
76561198115310727,1,1,1,0,0,0,0
76561198072174325,1,1,1,0,0,0,0
76561198346076613,1,0,1,0,0,0,0
76561198169038599,1,0,1,0,0,0,0
76561198065636072,1,0,1,0,0,0,0
76561198320166454,1,0,1,0,0,0,0
76561198042663032,1,0,1,1,1,0,155
76561198073004035,1,1,1,0,0,0,285
76561198035667303,1,1,0,2,0,0,232
76561198821590739,1,0,1,0,0,0,0
76561198160485301,1,1,0,11,1,0,0
76561197992266147,1,1,0,3,0,0,0
76561198061723398,1,0,1,1,0,0,0
76561198114223194,1,0,1,0,0,0,0
76561198120458331,1,0,1,0,0,0,172
76561198008720570,1,1,0,2,0,0,678
76561198023948040,1,0,1,0,0,0,373
76561198133584551,1,1,1,0,0,1,0
76561198222245196,1,0,1,0,0,0,0
76561198048622714,1,1,0,3,0,0,0
76561198116640927,1,0,1,0,1,0,81
76561198286453411,1,0,1,0,0,0,0
76561197979435054,1,1,1,0,0,4,177
76561198015991088,1,0,1,1,0,0,0
76561198029010995,1,0,1,0,0,0,306
76561198013760204,1,0,1,0,0,0,148
76561198260166609,1,1,0,6,0,0,156
76561198845470288,1,1,0,3,1,0,0
