recommendationid,reviewerid,review_count,game_count,playtime_forever,playtime_at_review,playtime_last_two_week
51171015,76561197994998893,2,0,32,32,0
48434843,76561198006260288,294,0,64,60,0
49730158,76561198040371571,1,72,447,447,0
149973515,76561199161103863,3,0,261,45,0
149618805,76561198040646731,34,0,92,92,0
136210293,76561198427374233,5,0,235,235,0
122210273,76561198071159010,3,0,737,736,0
73172855,76561198138523554,8,0,25,25,0
70648654,76561198022866997,216,0,10,10,0
61970317,76561198306649890,219,0,66,39,0
51311396,76561197993506627,69,1071,7,7,0
48910893,76561198079756150,6,444,442,442,0
48593037,76561197971152355,33,1879,110,110,0
155953357,76561197999780579,9,0,2096,2096,0
152707755,76561198041516169,131,0,15,15,0
152564110,76561198055474927,36,0,1075,341,0
131784587,76561198342961572,28,162,8297,8297,0
129736529,76561198165558954,2,0,35309,24784,0
77062612,76561199066212917,2,0,64480,3542,52
75121868,76561197994027392,108,0,33577,13016,0
72254456,76561198213907136,48,116,308,308,0
71431621,76561198011014124,7,0,53111,9980,0
58966464,76561198137424341,126,1842,254,42,0
54606597,76561198209476948,4,0,1086,708,0
50551203,76561198088836857,1,0,1492,597,0
50448182,76561198079855603,47,0,1345,139,0
48956290,76561198006779084,12,0,871,537,0
48890682,76561197990354493,797,0,32,32,0
48760443,76561198328280692,5,0,2747,1448,0
48749568,76561198049596933,4,0,347,347,0
48739417,76561198055586349,50,0,3847,2723,0
48738476,76561198000958120,3,48,375,193,0
48727369,76561198803796363,12,0,15,15,0
48720263,76561197970334214,101,965,432,132,0
48713451,76561198086901479,21,0,19,19,0
48686370,76561198138561217,5,0,17,17,0
48685420,76561198131365086,3,0,1517,59,0
48668298,76561198092847022,2,0,782,212,0
48659268,76561198815642245,2,0,12,12,0
48658638,76561198098146606,2,0,27,27,0
48657677,76561198039518115,3,830,70,52,0
48656859,76561198004244452,3,0,27,27,0
124571898,76561198005398610,1,0,75,44,0
120015695,76561198101362683,20,344,181,181,0
106132667,76561198420457274,18,134,28,28,0
72639078,76561198083736752,148,526,61,52,0
69162968,76561197994049222,166,1320,18,18,0
63829088,76561198029817347,3,0,17,13,0
54750070,76561198069765005,38,0,68,15,0
160300903,76561198005816534,18,361,110,19,0
153260195,76561197994944419,12,0,689,689,0
153022362,76561198801110133,4,0,1009,988,0
152953165,76561198047474483,167,0,438,438,0
92124344,76561199103401107,1,0,15,13,0
73589538,76561198049006249,43,0,243,241,0
69790774,76561198024969036,6,0,67,67,0
65213001,76561198083708122,161,4992,729,37,0
64754166,76561198017491430,24,0,12,12,0
55169123,76561198325639608,1,137,968,231,0
50042003,76561198072884548,10,189,370,363,0
49543791,76561197960783617,262,2437,13,13,0
60455687,76561197970602587,3660,6364,51,43,0
160177517,76561199445964682,10,0,22,16,1
153737898,76561198055928533,49,0,124,25,0
129063597,76561198181331019,3,0,1135,602,0
128756732,76561198081346982,29,209,12,12,0
128698240,76561198428811981,24,0,16,5,0
128687152,76561198091926267,98,0,856,28,0
50689328,76561198160388480,4,0,618,232,0
161811420,76561198843326670,131,1022,21983,18124,4041
158903157,76561198125411417,16,0,25225,25225,0
158686750,76561199383279433,1,0,37046,1697,11526
151360402,76561198016160169,1,0,473484,272449,19240
143325892,76561198126310492,11,0,20,7,0
142098576,76561198039569521,6,0,3298,654,0
142096678,76561197999692322,5,1461,184820,21171,0
141433986,76561198993259057,5,0,21695,21695,0
140946414,76561198043059130,11,384,5,5,0
140438264,76561198147518330,35,0,94,94,0
138591256,76561198069286772,69,0,3815,3815,0
138122084,76561198042235258,14,472,1124,1124,0
137878645,76561198045411208,69,170,29080,1168,0
137303055,76561198030810231,29,0,80006,80006,0
132957275,76561198028327060,38,0,120796,19044,0
132822300,76561198039074469,22,602,60244,60244,0
131715210,76561198104687015,3,583,2104714,1489375,20038
130416594,76561198221940784,11,0,4991,4777,0
128562102,76561198020243093,80,0,1096,1096,0
127916173,76561198021752456,12,0,76627,76627,0
127335136,76561198000903121,69,0,1085,1085,0
125553130,76561198035595270,12,1791,182682,182682,0
123826303,76561198004903022,52,299,59255,59255,0
123382290,76561198169042023,35,840,136147,93368,2309
122000424,76561198041217173,106,1022,12,12,0
121704297,76561198812739702,80,0,1088,693,0
120930726,76561198080175739,1,0,253167,253167,0
120532395,76561198258136423,8,0,129924,129924,0
119847123,76561198028789011,12,0,83,83,0
119584091,76561198106305880,342,649,52407,52396,0
119383240,76561197995186207,11,0,490345,490345,0
118962420,76561198287080362,1,0,5259,5259,0
118951874,76561197988120993,98,468,458,330,0
117741036,76561197977417615,43,0,49650,21276,0
117461277,76561198105042933,2,118,284568,231457,0
116687813,76561198317336785,5,0,272468,118298,0
116451122,76561198062058915,6,0,101020,27209,0
116440824,76561198375328941,1,0,55190,23980,0
115870155,76561198005463523,21,796,3013,22,0
115743386,76561198126849954,10,0,23,6,0
113544790,76561197976419184,4,0,20091,19862,0
113532292,76561198312711661,6,0,33715,13962,0
112422094,76561198058703683,93,0,3187,398,0
108661192,76561198014053749,3,0,414,379,0
102748815,76561197972403463,15,0,61,61,0
102157828,76561198323615436,6,69,13212,12639,0
102064615,76561198829031348,1,0,91790,68986,0
101904029,76561197973051017,6,0,10265,10265,0
101546870,76561199030624734,10,35,10357,9937,0
100112947,76561199101266992,16,43,1371,1292,0
99801275,76561198125395371,38,147,10828,7914,0
63840205,76561197970513755,51,419,153546,153546,0
59411603,76561198149167561,5,0,6,6,0
57309652,76561198142007379,5,0,439,395,0
56989463,76561198030925494,5,0,192498,63696,0
55476373,76561198121929944,16,0,635,635,0
55453371,76561198004517230,43,0,24647,6515,0
55448526,76561198160736047,24,0,53,12,0
55413081,76561198081205744,4,85,320,179,0
55408490,76561198034466198,99,855,57685,1176,0
55336527,76561198112810429,578,2594,997,980,0
55326323,76561198963481783,10,88,569,568,0
110789961,76561198073475515,51,1621,168,168,0
55288506,76561197969379178,6,1227,186,186,0
79687824,76561199107927749,1,0,1109,51,0
67564044,76561198800232105,1,0,242,242,0
52204895,76561197970177332,1,446,33,33,0
51293580,76561198208483133,16,0,4638,260,0
51084118,76561198009530859,88,0,20,12,0
50725651,76561198064986580,1,0,199,138,0
50648963,76561198119498239,1,124,167,55,0
50554865,76561198099346573,3,0,33,33,0
54862878,76561197976500451,9,0,381,111,0
54754066,76561198416422728,4,0,157,130,0
54543750,76561198972225328,12,0,502,164,0
54507477,76561197990351423,9,532,60,60,0
84197012,76561198044509916,57,530,9,9,0
153898651,76561198055845063,84,0,30,30,0
144550965,76561198047789253,2,0,1102,157,0
140051039,76561197994708210,276,803,15,15,0
137191690,76561198829839732,2,136,240,240,0
134672258,76561198421488333,5,220,163,160,0
134182133,76561197960286640,28,3293,740,253,0
133546087,76561198069960877,9,402,317,169,0
132773986,76561198067760893,3,0,195,195,0
132616936,76561198238032258,4,0,59,59,0
132197708,76561198067225123,443,2319,241,10,0
133297672,76561197969574546,2,0,179,179,0
119554212,76561198302690719,9,0,1391,1387,0
116825133,76561197993636117,6,0,445,445,0
101684737,76561198127829621,79,562,45,45,0
101516102,76561198043943787,64,0,540,191,0
101503423,76561197983665259,17,0,40,40,0
95754192,76561198041711291,82,0,92,92,0
95294819,76561197989645342,14,0,15,15,0
95202831,76561198143688501,22,0,1960,1576,0
94255106,76561198049560059,13,0,761,106,0
93891431,76561198014645621,5,0,565,517,0
93853977,76561197986756755,183,0,295,39,0
91962408,76561197987951730,27,517,122,38,0
91656712,76561198049917019,19,148,1156,613,0
91084173,76561199162314744,2,0,922,331,0
91054305,76561199096410004,41,110,309,309,0
90988795,76561197997744399,8,0,515,447,0
90897167,76561198815748328,710,2991,1613,1613,0
89456891,76561198964787837,2,29,8949,2972,0
79609717,76561197963887059,2,0,145,121,0
79215099,76561198262306876,1,0,8671,6765,0
79080518,76561198127735616,20,137,1547,808,0
76380786,76561198236638564,40,345,43,43,0
75602047,76561198210554036,12,134,1569,36,0
74567051,76561197999974796,13,143,109,109,0
74551939,76561198109892814,6,80,102,102,0
71383533,76561198049958274,56,890,10,10,0
69892201,76561198827433344,20,128,131,131,0
69012764,76561198259439141,13,260,2987,72,0
67631662,76561198093236978,7,218,393,284,0
67139599,76561198396097105,10,0,81,81,0
66617649,76561198036634624,54,0,88,45,0
63578441,76561198042821049,3,0,420,138,0
63131968,76561198125457911,39,0,35,35,0
56241846,76561198089681786,216,2535,2420,122,0
55976407,76561198331083893,14,0,3480,942,0
55796045,76561198181578378,2,184,249,114,0
55794896,76561198079843889,4,177,771,768,0
55791211,76561197977253150,3,0,1414,131,0
55790420,76561197994137398,8,969,321,107,0
55786140,76561198006776377,2,91,516,342,0
55782680,76561197973585200,58,0,342,342,0
55781743,76561198965380902,7,0,427,180,0
55778072,76561198353503364,1,34,395,244,0
55776446,76561198082556561,6,0,1361,193,0
55765298,76561198023272663,5,0,180,180,0
55754301,76561197970974401,3,0,3011,425,0
55752078,76561198031473153,25,301,64,64,0
55741884,76561197984310456,54,671,1858,1173,0
55741598,76561198450079645,6,107,73,73,0
55737231,76561198086756911,95,1831,207,132,0
55723719,76561198052691509,54,0,162,96,0
55710460,76561198058738260,9,0,654,318,0
55661501,76561198037696013,8,0,142,142,0
55661490,76561198062427344,4,317,2379,108,0
55659085,76561198036886766,38,0,1470,72,0
55657467,76561197960341064,81,0,57,57,0
55651421,76561198005162720,5,0,6,6,0
55650049,76561197990703511,7,441,100,100,0
55646978,76561197972888676,8,89,96,96,0
55646905,76561197995792119,10,1255,289,176,0
55643971,76561197998682290,123,0,83,63,0
55640081,76561198060507992,38,347,43,43,0
55636927,76561198045826063,42,0,124,60,0
55635728,76561198136902709,4,0,1328,35,0
55634911,76561197966105913,270,0,61,18,0
55634903,76561198100332507,66,633,7304,38,0
55634732,76561198092573230,193,316,70,70,0
55634621,76561197994623525,42,511,160,160,0
55631065,76561198083446143,5,0,3890,35,0
55631029,76561198416237105,44,0,480,464,0
109429510,76561197963113046,81,372,52,52,0
72765424,76561198021278565,143,0,40,40,0
50245636,76561198327866952,398,446,7,7,0
52505245,76561198028260044,39,1654,67,66,0
51005880,76561197963979454,9,0,24,24,0
49246118,76561197995361890,159,0,45,45,0
61657292,76561197987694568,2,0,66,17,0
61477737,76561198152823462,8,175,232,232,0
60013523,76561198034428492,1,70,1562,1003,0
49271671,76561198030760895,2,0,50,50,0
92158177,76561198797620472,13,0,371,346,0
50983626,76561198052853330,36,0,404,404,0
86431211,76561198145398323,21,886,331,271,0
49494978,76561198027025876,72,805,53,21,0
115580078,76561198198161247,1,188,14,14,0
114735873,76561198040793491,3,0,13529,5426,0
107164316,76561198174371878,1,0,27,23,0
100084790,76561198080294085,1,0,842,842,0
96622086,76561198007226032,4,0,871,694,0
95667166,76561197967218214,7,1037,537,537,0
94410015,76561198066010809,1,0,678,678,0
93576317,76561198007331826,13,0,885,440,0
92739223,76561198023453113,24,0,331,299,0
92363556,76561198008264863,7,0,15576,9308,0
91991647,76561198007753425,21,0,12323,11417,0
78159346,76561198039644124,1,0,3879,1685,0
78109821,76561198006500322,51,0,4456,4383,0
77352637,76561198053623705,9,0,646,545,0
76738700,76561198004196186,9,0,12315,893,0
76738114,76561198072080168,2,0,1377,910,0
76689151,76561198006518853,12,0,300,300,0
76683595,76561197960668693,11,0,351,351,0
76682024,76561197965763265,13,0,292,292,0
76666487,76561198039474253,70,1350,477,299,0
76649913,76561198143301460,3,0,531,512,0
76638183,76561198081624049,1,0,746,746,0
76631804,76561198092307721,9,0,36,36,0
76628440,76561198160741846,1,0,179,149,0
76620207,76561198018573133,11,0,1406,170,0
76616740,76561197975309551,45,0,984,268,0
76599031,76561198006595236,19,0,205,205,0
76595200,76561198092367891,2,0,159,159,0
76592962,76561198079715450,14,0,2531,370,0
76591413,76561198101330575,3,0,1052,606,0
76583011,76561198057777984,18,137,3211,367,0
76582858,76561197972656202,22,0,230,192,0
76580792,76561198050402093,1,0,201,151,0
76565305,76561198050265121,10,0,15,15,0
76563290,76561198008602228,104,604,13,13,0
76550590,76561198014322673,26,242,1116,49,0
49295500,76561198157453094,180,170,6,6,0
72411502,76561198001636977,29,0,213,12,0
77533832,76561198009405342,131,0,53,53,0
75509099,76561198021842806,23,0,61,61,0
69537752,76561198250544676,323,3682,28,24,0
67507859,76561197970340124,7,0,28,28,0
65953884,76561198425852326,67,0,159,43,0
64782197,76561198841633927,5,133,68,7,0
61837780,76561197997925680,158,2616,1087,551,0
60952307,76561197999219692,44,0,7,7,0
49426734,76561198224648208,7,0,81,81,0
125596434,76561199039455548,4,0,422,385,0
125554471,76561198099643725,1,0,719,689,0
125288527,76561198094737389,23,0,1176,809,0
125132969,76561199108869876,2,0,560,501,0
124912084,76561198140195173,22,0,2930,1877,0
124533324,76561198385567768,4,0,1370,1353,0
124148470,76561198887463241,1,0,514,212,0
124036913,76561198145374735,31,0,678,643,0
123953622,76561197970894725,16,346,160,160,0
123702070,76561198081268035,8,0,81,81,0
123631882,76561198165408367,42,0,331,62,0
123442020,76561198875528260,24,39,127,37,0
123438279,76561199219095325,11,0,737,424,0
123257821,76561198271980022,5,0,2746,1707,8
123022931,76561197989193563,1,0,1271,658,0
122948489,76561198009882184,5,294,411,411,0
122521378,76561198196342971,3,0,760,603,0
122399791,76561198878207579,20,87,149,149,0
122331895,76561198072989899,45,169,214,192,0
122230689,76561199202958360,1,22,533,500,0
122152428,76561197988233541,31,208,349,84,0
122118094,76561198022998896,1,0,3240,3077,0
121840126,76561198284057473,6,0,1405,1405,0
121826348,76561199148146988,1,0,807,472,0
121705822,76561198057183158,8,0,37,37,0
121644051,76561198106808274,16,0,3135,2772,0
121624616,76561198315281590,14,0,3307,2723,0
121619432,76561198035933221,14,0,1222,916,0
121616029,76561197971161764,3,0,440,440,0
121553654,76561198112378847,2,0,17,17,0
121483499,76561198200866228,1,0,529,529,0
121300564,76561198060249507,2,0,1637,1637,0
121286611,76561198192616829,13,559,1310,1310,0
120943196,76561198065291545,4,0,437,267,0
120907276,76561197986483347,98,0,818,818,0
120511919,76561198050429215,3,0,2130,461,0
120240407,76561198084941348,6,0,1120,1120,0
120043424,76561198400115554,48,0,960,236,0
119838723,76561198045459370,34,429,714,714,0
119821830,76561198165655785,3,0,874,843,0
119647921,76561198436387497,1,96,478,350,0
119561872,76561198203371826,2,0,920,920,0
119410697,76561198081151735,17,303,981,981,0
119218584,76561198162106029,61,0,1073,919,0
119190821,76561198996195744,2,0,749,45,0
118990008,76561198195459028,2,0,472,323,0
118918983,76561198003381569,172,0,441,80,0
118637210,76561198307091151,6,243,1459,1441,0
118612665,76561199101396049,1,63,1044,586,0
118527238,76561198003428854,1,0,80,80,0
118480503,76561198093534656,17,0,871,785,0
118472276,76561198353928870,45,179,183,183,0
118378255,76561198357819690,2,188,633,506,0
118302438,76561198263389464,3,0,655,619,0
118298820,76561198269722929,10,0,4633,676,0
118264112,76561198869791229,4,0,723,678,0
118217796,76561197963411281,7,1032,428,428,0
118099278,76561198159261038,6,0,511,214,0
118011529,76561198242710626,43,0,996,116,0
117943413,76561198068233540,6,96,1013,756,0
117942534,76561198083862400,13,0,691,210,0
117908882,76561198075261362,5,0,1679,1010,0
117907324,76561198314012817,11,0,1261,581,0
117886165,76561198021968884,18,0,600,319,0
117818715,76561197982313626,11,0,29,29,0
117735732,76561199106974220,5,0,1020,798,0
117730331,76561198284072341,1,38,413,407,0
117687591,76561198077642514,4,0,473,473,0
117463446,76561198076925130,15,0,563,530,0
117427120,76561199031033436,6,0,463,158,0
117245920,76561198285612769,42,1133,132,132,0
117245833,76561198014437325,6,76,298,298,0
117168344,76561198835468707,16,112,774,560,0
117163204,76561198078224564,4,0,223,187,0
117097108,76561197994002775,1438,6538,185,185,0
117096090,76561198122595464,122,0,992,319,0
117090457,76561198254514923,1,0,774,234,0
117077417,76561199033760219,4,0,1679,469,0
117070468,76561198273217738,5,0,4470,2218,0
117044539,76561198035563335,1,0,1365,748,0
117042048,76561199184455958,1,26,980,230,0
117038170,76561199105302459,5,0,13,13,0
117031864,76561198961235326,4,0,26,26,0
117009881,76561198041130255,68,0,55,55,0
116996966,76561198043888092,3,0,300,148,0
116975640,76561198069164854,25,450,1448,963,0
116952460,76561199060486421,7,0,744,316,0
116948913,76561198128470023,96,0,1826,166,0
116872351,76561198004574624,16,671,253,195,0
116869481,76561198838582769,3,97,1415,23,0
116852576,76561197971126738,127,563,57,57,0
116791131,76561198375098270,16,63,9,5,0
116772095,76561198025167207,156,630,242,50,0
116753676,76561198132976981,25,1213,46,46,0
116752853,76561198354737618,4,88,320,242,0
116747983,76561198210189912,2,0,186,186,0
116739965,76561198966513724,1,0,148,19,0
116680970,76561198398127339,62,0,480,425,0
116675462,76561198147207857,4,170,904,679,0
116614772,76561198044811630,28,342,308,308,0
116592365,76561198843638623,2,0,697,687,0
116589483,76561197982995489,397,1682,162,162,0
116563772,76561198799488056,6,0,570,110,0
116475920,76561198960749864,72,92,304,20,0
116436722,76561198037411955,2,140,2116,466,0
116426926,76561198022597756,26,204,102,102,0
116392634,76561199066700656,18,317,91,91,0
116391470,76561199081612599,7,0,891,835,0
116316486,76561198080978943,54,143,805,35,0
116278360,76561198119734900,3,0,241,241,0
116275118,76561199001615487,10,95,814,637,0
116248934,76561197978351775,141,395,408,197,0
116209137,76561197993404388,87,0,589,285,0
116199289,76561198074848773,4,0,395,126,0
116171322,76561198122256262,12,0,5083,3041,0
116087525,76561198841145082,1,0,438,383,0
116055925,76561198045136022,11,0,422,405,0
116021816,76561198072367055,117,1244,368,368,0
115831030,76561198432894924,2,0,1366,346,0
115805224,76561198417070023,8,0,867,740,0
115732026,76561198025224039,22,0,3256,1295,0
115727753,76561198072186199,7,0,1774,342,0
115715513,76561198016032770,20,1752,820,213,0
115686735,76561199004250039,2,0,1013,521,0
115686010,76561199038099519,61,0,448,101,0
115674676,76561198110875741,13,0,1715,487,0
115664979,76561199167042152,3,0,1543,1085,0
115626789,76561198105668275,1,0,2111,614,0
115589081,76561198061502066,2,0,2948,1948,0
115584634,76561198129201354,1,0,523,207,0
115577609,76561198156662267,111,247,592,254,0
115573849,76561198303996546,1,0,204,96,0
115569330,76561198370459587,41,278,456,256,0
115460250,76561198010897543,6,0,1818,1627,0
115453459,76561199030666849,3,49,1120,371,0
115451365,76561198024996031,55,0,319,60,0
115413858,76561198150162837,3,0,7050,1637,0
115411117,76561198096237012,39,599,36,36,0
115406861,76561198118371403,16,253,1690,1182,0
115358737,76561197981209197,32,781,13,13,0
115349316,76561197993524387,3,0,7882,75,0
115310599,76561198384036265,7,0,1356,1081,0
115303497,76561198111217211,6,266,1860,632,0
115283522,76561198017873071,6,0,536,498,0
115280158,76561198118433486,20,0,1205,825,0
115277553,76561198191006531,31,239,493,110,0
115266491,76561198146551497,25,2857,1092,785,0
115244581,76561198058089879,1,251,71,71,0
115230643,76561198165779703,17,275,195,120,0
115220901,76561197993662347,5,0,740,736,0
115215466,76561198044260160,6,0,294,212,0
115205347,76561198130451330,6,0,529,529,0
115200027,76561198060490863,15,211,76,17,0
115200019,76561198124898214,3,0,1376,217,0
115168487,76561199223460413,4,0,2133,693,0
115167065,76561198274645397,5,70,44,44,0
115162527,76561198045821627,5,0,1834,117,0
115117341,76561198833425444,2,0,587,235,0
115106834,76561198043832626,20,552,1541,1283,0
115096986,76561198041557364,16,0,843,37,0
115094109,76561198345892029,31,0,560,109,0
115091732,76561199015299668,27,0,2307,666,0
115076189,76561198048645060,24,922,614,613,0
115069856,76561197988875247,30,0,185,185,0
115039533,76561199155407835,2,0,316,186,0
115039450,76561198125563908,424,882,404,332,0
115031631,76561198051286759,66,423,1542,797,0
115022860,76561198382094369,3,0,817,480,0
115019816,76561198073452197,24,0,2306,352,0
115015904,76561198044302092,1,0,1724,61,0
115011587,76561198174927349,9,802,1547,287,0
114998827,76561198290981247,3,89,1034,388,0
114998147,76561197980807584,17,0,1009,958,0
114993896,76561197996983115,1,281,407,209,0
114991799,76561198216899079,11,172,563,293,0
114986424,76561198164259564,1,0,813,713,0
114979780,76561198073036188,6,0,972,780,0
114977790,76561198035419240,2,0,43,43,0
114968781,76561198152069030,31,0,820,13,0
114968330,76561198036337848,3,0,705,705,0
114964245,76561198080209288,1,87,884,58,0
114959153,76561199129136745,9,57,1022,134,0
114951602,76561198414835471,1,0,1097,347,0
114951285,76561198062643409,9,0,814,224,0
114946845,76561198047231104,1,42,1207,490,0
114946510,76561198858935305,1,0,196,155,0
114945034,76561198042198830,268,1853,303,303,0
114942876,76561198062332445,40,0,548,38,0
114942843,76561198049014327,142,0,1623,27,0
114941945,76561198017501284,20,0,327,134,0
114941834,76561198036332774,1,434,50,50,0
114934676,76561199017924798,19,181,13,13,0
114934037,76561198144434542,3,0,593,54,0
114930367,76561197967508498,1,360,811,181,0
114929669,76561198115604471,13,0,279,255,0
114923971,76561198850362782,1,0,1330,530,0
114923523,76561198065611397,26,676,969,342,0
114921460,76561198366982323,36,0,836,220,0
114921317,76561197989025103,24,592,387,18,0
114917927,76561198030905262,4,0,196,196,0
114917608,76561198962238240,266,0,95,57,0
114917554,76561197999034250,79,0,13,13,0
114916777,76561198078579020,3,0,588,109,0
114912186,76561198022600168,12,393,568,160,0
114909290,76561199096550207,7,0,36,25,0
114907269,76561198101130188,37,215,1152,111,0
114906134,76561198119622618,1,0,166,82,0
114905718,76561198083964964,21,37,1748,18,0
114902649,76561199047437799,8,0,11614,200,0
114896387,76561198050852469,9,0,423,112,0
114893860,76561198136421655,513,0,385,385,0
114893845,76561198065290207,109,0,841,768,0
114891732,76561198011502743,150,624,35,35,0
114891141,76561197974870467,390,4854,260,260,0
114891019,76561198800662709,338,899,404,404,0
97265768,76561198069178248,10,0,3714,3675,0
49804142,76561197996186550,183,5337,1020,218,0
49657738,76561198129428187,3,0,1144,7,0
122014415,76561198347283761,5,0,10,10,0
109647332,76561198025226027,37,0,1244,559,0
98106288,76561198074950978,1,0,4470,1199,0
97443035,76561198105646253,17,222,411,342,0
50201374,76561198009328000,118,0,79,42,0
50036689,76561198055145256,42,621,44,44,0
54798943,76561197997678124,446,1632,34,9,0
50844816,76561198053422627,1241,2394,26,26,0
112898404,76561198030784015,11241,0,6,6,0
49947533,76561198089746885,45,142,293,189,0
49624637,76561198220221965,7,164,153,60,0
49602711,76561198846483806,7,49,41,16,0
49592135,76561198437971250,28,50,37,36,0
49548966,76561198029301275,32,91,50,50,0
54588885,76561198062094161,79,0,79,15,0
78490132,76561198028505455,8,0,1231,658,0
64437655,76561197961230622,152,1720,4639,3489,0
58797969,76561198144147413,71,0,3463,495,0
54081134,76561198053722680,3,0,1864,1311,0
53853701,76561197971279795,4,0,3541,528,0
49959528,76561197993157621,156,6732,22,22,0
103174260,76561198006576191,55,0,178,177,0
100095904,76561197969171579,14,0,2558,654,0
99911400,76561198016948555,26,0,4118,4107,0
97588926,76561198011032774,12,0,2876,1875,0
97574670,76561198136667653,8,0,2064,1334,0
97263581,76561197979146780,30,395,10760,1184,0
97211218,76561197978693708,107,1696,1213,1213,0
83513395,76561198065759211,136,415,85,85,0
83175606,76561198106848220,35,0,11,11,0
81559083,76561198268719794,9,103,1123,1056,0
81114796,76561198846653265,1,0,3543,2485,0
77185248,76561198025255784,10,202,406,406,0
76981046,76561197970337436,64,1090,64,64,0
76302827,76561198002644830,4,0,246,240,0
74902079,76561198137875332,51,219,2836,960,0
74744643,76561198074972459,3,0,962,962,0
74622317,76561197999213569,21,0,1567,113,0
74537098,76561198101403756,4,96,13,13,0
74515282,76561198143115137,2,0,80,80,0
74391790,76561198009370509,52,191,66,66,0
74284106,76561198085448655,4,156,39,39,0
74278682,76561198028020795,502,6570,630,629,0
92688625,76561198073889567,1,0,99,47,0
92678567,76561197992928140,38,595,91,91,0
92623242,76561198050030715,53,0,9,9,0
122545628,76561198030784015,11241,0,21,21,0
82977755,76561198363797810,76,0,153,72,0
96639065,76561198061820859,14,294,7,7,0
92076947,76561198126647272,6,50,161,161,0
90749723,76561197971550659,4,0,27,27,0
90330393,76561198128236391,6,38,40,17,0
81513421,76561198027243332,9,591,41,41,0
115703538,76561198073142682,5,184,11,11,0
106138953,76561197999904270,27,0,33,33,0
99136243,76561198986402901,6,0,57,57,0
91504140,76561198031390282,7,0,11,11,0
90174534,76561198022262679,3,0,2814,1595,0
90161322,76561198862076276,30,0,204,134,0
89043934,76561199000172210,16,0,345,243,0
87837944,76561197976119232,13,0,1536,348,0
87349722,76561198031467191,12,0,1171,515,0
86939355,76561198013873240,10,633,61,61,0
75231733,76561198145141854,21,0,172,33,0
74484846,76561198089098773,73,0,397,29,0
73012366,76561198859888527,13,1075,537,283,0
66062571,76561198169023314,4,252,20,20,0
65503275,76561198020923335,13,0,15,15,0
54044189,76561198253877710,21,342,30,30,0
51091016,76561198112311020,11,679,284,220,0
51055537,76561198407848264,15,94,42,42,0
51054762,76561198123633080,34,1461,49,36,0
51053858,76561198051812273,11,0,97,12,0
55067992,76561198028114275,3,0,14,12,0
122389932,76561198223514724,9,0,306,157,0
109271879,76561198173956430,15,380,21,21,0
106473653,76561198084179613,3,263,92,92,0
69206644,76561197973938473,7,0,1408,811,0
67527175,76561198024987564,1,0,2782,70,0
65845942,76561197971497690,47,0,245,93,0
133897168,76561198118073875,11,0,149,149,0
114763582,76561198035504910,1580,3853,69,69,0
114636430,76561198082478126,7,290,232,232,0
114630048,76561198025787944,4,0,6,6,0
114971159,76561197989538642,64,0,2773,2773,0
55712136,76561198257250781,33,139,159,125,0
159039635,76561198068913185,97,522,203,203,0
155923134,76561198021837454,115,0,2243,975,0
154039281,76561198129797972,55,152,2116,2116,0
142564417,76561197979445690,223,10033,11609,11609,0
140748249,76561198010962463,21,647,2114,1393,0
140157706,76561198282967574,67,290,196,100,0
137724851,76561198157364832,32,0,2005,2005,0
131710504,76561197974505712,96,0,908,908,0
130931161,76561198123853385,2,0,1234,1044,0
128923299,76561198061914709,96,0,1855,1850,0
127479908,76561198263547752,40,195,285,217,0
120693022,76561198038427655,6,0,93090,5894,0
120130208,76561199099867515,1,0,306,306,0
118922260,76561198012516000,8,0,622,622,0
117866289,76561198078588334,134,1061,1293,1293,0
117327582,76561198351109640,4,0,54583,8798,0
117325595,76561198093219272,16,0,125,12,0
116439588,76561198028590168,23,0,977,865,0
116268228,76561198034233935,34,0,1670,1143,0
116046723,76561197990177091,4,90,57,57,0
115583457,76561198161521656,4,0,2556,1926,0
115561565,76561198082287134,8,0,4511,3539,0
115269362,76561198032248636,9,286,1519,1519,0
114953739,76561199071653204,48,0,1480,328,0
114801793,76561198125344091,15,99,283,275,0
114370404,76561198078793705,15,323,1861,1861,0
113723507,76561197979165803,52,0,366,366,0
113641829,76561198069252448,14,548,2093,2093,0
113351097,76561198017946942,2,401,453,204,0
113252866,76561198013014383,33,325,4220,4215,0
113234139,76561198101093662,122,1010,70,70,0
113226940,76561198063510024,49,0,56,56,0
113217185,76561198035444237,30,541,548,541,0
113197020,76561197972266460,215,1201,431,431,0
113192354,76561199211444653,24,0,62,62,0
113139980,76561198355707379,2,0,6203,3248,0
113138130,76561199215994310,1,0,1872,1641,0
113120436,76561198064661213,223,1384,264,264,0
113010220,76561198023278001,23,0,19,19,0
111609596,76561197973052944,77,0,4239,344,536
111607329,76561198009394076,18,0,1469,196,0
106881628,76561198179129909,18,298,3148,65,0
106425372,76561197970508018,54,0,2691,1173,0
106147167,76561198026654158,11,0,3162,2034,0
102139605,76561197994760361,50,867,202,202,0
100803889,76561198029226003,4,0,1827,67,0
97510658,76561198066196011,1,0,1073,807,0
96239046,76561198192587881,117,883,2274,1045,0
89918237,76561198037002532,85,210,989,576,0
86925762,76561198108192109,3,0,1181,449,0
85837979,76561198958070156,6,62,3518,1223,0
85612625,76561198089645223,102,443,913,493,0
85485829,76561198041478315,5,0,1270,1270,0
