compound,neg,neu,pos,recommendationid
0.2283,0.032,0.917,0.051,34790206
-0.7783,0.074,0.926,0.0,34776441
0.9845,0.021,0.689,0.289,34738436
0.6124,0.0,0.444,0.556,34396812
-0.8162,0.153,0.767,0.079,34251026
-0.9952,0.125,0.807,0.068,34226276
0.9982,0.063,0.766,0.171,34148736
0.9471,0.083,0.76,0.157,34028072
0.9005,0.101,0.769,0.13,34002324
0.0423,0.16,0.641,0.199,33752907
0.9993,0.092,0.736,0.173,33558327
-0.3502,0.138,0.748,0.114,33458704
-0.1535,0.096,0.841,0.064,33433287
0.9963,0.085,0.738,0.177,33371576
-0.8669,0.169,0.715,0.116,33272351
0.0087,0.054,0.891,0.055,33086315
0.0454,0.156,0.679,0.166,32968847
0.5927,0.0,0.7,0.3,32850178
0.9975,0.037,0.742,0.22,32476972
-0.4215,0.203,0.797,0.0,32058505
0.0,0.0,1.0,0.0,32032425
0.8455,0.0,0.463,0.537,32008179
-0.1906,0.114,0.776,0.11,31609028
0.9939,0.017,0.789,0.194,31152402
-0.9294,0.198,0.706,0.097,31037114
0.9874,0.034,0.802,0.163,31016880
0.9371,0.053,0.799,0.148,30458479
0.34,0.178,0.55,0.272,30284907
0.0,0.0,1.0,0.0,30183068
0.25,0.0,0.857,0.143,29551930
-0.2598,0.243,0.59,0.167,29197087
0.8919,0.046,0.868,0.087,29109527
0.9333,0.102,0.693,0.204,29108273
0.9651,0.064,0.794,0.142,28999495
-0.9201,0.226,0.712,0.062,28674809
-0.9605,0.154,0.765,0.081,28592792
0.9903,0.054,0.714,0.232,28480724
0.9733,0.049,0.785,0.165,28379588
0.9681,0.031,0.833,0.136,28364630
0.7783,0.061,0.738,0.201,28195844
-0.8725,0.13,0.743,0.127,28155521
0.9174,0.055,0.777,0.168,28090509
0.0,0.0,1.0,0.0,28036983
0.9743,0.069,0.784,0.147,27610479
0.983,0.096,0.721,0.182,26758038
0.0,0.0,1.0,0.0,26728685
0.9261,0.095,0.777,0.128,26666981
0.9163,0.077,0.824,0.098,26641355
-0.5574,0.31,0.69,0.0,26633206
-0.2714,0.271,0.513,0.215,26553907
0.0,0.0,1.0,0.0,26536873
0.0,0.0,1.0,0.0,26534493
0.9937,0.067,0.793,0.14,26491387
-0.7227,0.187,0.813,0.0,26463234
-0.8499,0.224,0.69,0.085,26361118
-0.9904,0.111,0.804,0.086,26342137
-0.9924,0.179,0.731,0.09,26321504
0.9331,0.085,0.791,0.124,26319393
0.8197,0.049,0.873,0.078,26301866
0.9893,0.035,0.734,0.231,26287719
0.0,0.0,1.0,0.0,26278669
-0.3289,0.113,0.777,0.11,26276269
-0.9272,0.097,0.855,0.049,26239853
0.8437,0.106,0.765,0.129,26235224
0.0,0.0,1.0,0.0,26209753
0.9909,0.066,0.815,0.119,26198290
0.0,0.0,1.0,0.0,26193288
-0.1744,0.111,0.759,0.13,26187390
0.9846,0.056,0.8,0.145,26186282
0.9903,0.098,0.748,0.154,26175080
0.7786,0.08,0.828,0.093,26174025
-0.4319,0.104,0.79,0.106,26172621
0.9625,0.144,0.642,0.215,26161686
-0.9738,0.138,0.754,0.108,26151356
0.9946,0.075,0.792,0.133,26141109
0.937,0.084,0.775,0.141,26139377
0.9891,0.061,0.847,0.092,26139347
0.9942,0.017,0.867,0.117,26135413
-0.9202,0.137,0.745,0.118,26131969
0.8868,0.021,0.768,0.212,26130112
0.9905,0.042,0.856,0.102,26129163
-0.2302,0.121,0.753,0.125,26128899
0.999,0.037,0.758,0.206,26127406
0.9482,0.0,0.666,0.334,26125646
0.7302,0.075,0.819,0.106,26121806
0.9836,0.091,0.723,0.186,26121614
0.925,0.08,0.822,0.098,26121161
-0.5423,0.096,0.904,0.0,45167695
0.7701,0.079,0.778,0.143,45149651
0.9935,0.064,0.74,0.196,160425836
-0.4019,0.055,0.897,0.047,140697013
-0.9159,0.146,0.727,0.126,133183162
-0.8646,0.135,0.8,0.065,109644399
0.9307,0.094,0.749,0.158,104790437
0.4019,0.1,0.784,0.115,89353925
-0.25,0.108,0.833,0.059,76986021
-0.871,0.234,0.599,0.167,71717236
0.4792,0.053,0.878,0.07,69917146
-0.3933,0.249,0.751,0.0,69885722
-0.7303,0.152,0.707,0.141,69877896
0.0,0.0,1.0,0.0,69818946
0.0,0.0,0.0,0.0,148045052
0.4588,0.0,0.778,0.222,136536767
0.4654,0.08,0.833,0.087,119111353
0.6694,0.118,0.709,0.173,109327617
-0.8814,0.316,0.57,0.114,96166733
0.4034,0.218,0.477,0.304,72270468
0.2382,0.0,0.755,0.245,57669750
0.9855,0.038,0.563,0.399,54029580
-0.85,0.246,0.665,0.089,48065876
-0.734,0.224,0.598,0.178,47910490
0.9985,0.108,0.714,0.179,47614277
0.7061,0.111,0.737,0.152,47367619
0.5834,0.0,0.715,0.285,47327658
-0.9705,0.232,0.618,0.15,47257129
0.9281,0.069,0.777,0.154,47240234
0.979,0.082,0.778,0.14,41841937
0.9724,0.139,0.688,0.172,24635260
0.0,0.0,1.0,0.0,66399764
0.1531,0.16,0.66,0.181,66338631
0.101,0.049,0.896,0.055,55189005
-0.561,0.122,0.77,0.107,55131037
0.7959,0.116,0.729,0.155,50896954
-0.9769,0.162,0.721,0.117,48905045
0.9101,0.039,0.797,0.164,48745971
-0.7506,0.416,0.584,0.0,45154305
0.9119,0.0,0.724,0.276,43452844
0.9973,0.067,0.79,0.143,40288282
0.0,0.0,1.0,0.0,65116789
-0.6952,0.185,0.711,0.105,57719315
0.9028,0.039,0.817,0.144,54976285
0.8688,0.111,0.783,0.106,54092192
0.891,0.0,0.751,0.249,48267561
0.7081,0.038,0.883,0.08,44538258
-0.4927,0.122,0.878,0.0,43054147
0.5162,0.047,0.863,0.091,42645980
-0.6312,0.186,0.673,0.141,40735332
0.9159,0.07,0.785,0.145,39963449
0.0,0.0,1.0,0.0,35583189
0.9645,0.039,0.519,0.442,35280703
0.89,0.138,0.642,0.22,34051188
0.0,0.0,1.0,0.0,33771753
-0.4251,0.144,0.743,0.114,33536144
-0.5848,0.089,0.911,0.0,33148023
-0.2496,0.069,0.853,0.078,32100900
-0.4215,0.097,0.903,0.0,32076421
-0.7234,0.198,0.751,0.051,31902458
0.0,0.0,1.0,0.0,31845298
0.9705,0.04,0.747,0.213,30079145
0.8254,0.0,0.839,0.161,30070432
0.9798,0.038,0.812,0.15,29112484
0.9384,0.016,0.827,0.157,28463297
0.8847,0.029,0.885,0.086,28044301
0.9673,0.0,0.728,0.272,27875650
-0.4215,0.109,0.814,0.077,26511565
0.9681,0.0,0.662,0.338,26506622
0.8953,0.066,0.644,0.29,26439036
0.9385,0.0,0.723,0.277,26095268
-0.7772,1.0,0.0,0.0,25881661
0.8367,0.039,0.893,0.068,25803262
0.9979,0.029,0.789,0.183,25561491
0.6249,0.0,0.594,0.406,25528470
0.8338,0.0,0.913,0.087,25501839
0.2213,0.093,0.782,0.126,25485607
0.8176,0.0,0.642,0.358,25221087
0.9934,0.033,0.795,0.173,25098901
-0.4768,0.139,0.739,0.122,24962194
0.965,0.013,0.818,0.169,24789304
0.8976,0.011,0.905,0.085,24762496
0.8625,0.043,0.846,0.11,24656001
0.9178,0.091,0.727,0.182,24595525
-0.7654,0.223,0.723,0.055,24584456
-0.1759,0.09,0.841,0.069,24547156
0.9932,0.043,0.745,0.212,24289382
0.9646,0.04,0.792,0.168,24268161
0.9533,0.028,0.875,0.097,23844481
0.9311,0.042,0.828,0.129,23658681
0.4641,0.058,0.819,0.123,23484835
-0.1926,0.059,0.893,0.049,23476858
0.9919,0.038,0.676,0.286,23394846
0.8433,0.0,0.598,0.402,23359713
0.9752,0.039,0.802,0.159,23309960
0.9568,0.074,0.571,0.355,23289534
-0.1841,0.164,0.707,0.129,23260656
0.9839,0.03,0.796,0.173,23241531
0.9877,0.0,0.8,0.2,23189754
0.9218,0.03,0.825,0.145,23144592
0.9947,0.039,0.805,0.157,22927949
0.2263,0.0,0.951,0.049,22891900
0.7003,0.0,0.341,0.659,22732105
0.975,0.0,0.671,0.329,22694275
-0.7706,0.106,0.816,0.078,38940180
0.204,0.065,0.84,0.095,36386424
0.7854,0.061,0.811,0.128,23883414
-0.6908,0.143,0.762,0.095,23148772
0.4019,0.0,0.92,0.08,22789895
-0.0772,0.032,0.968,0.0,22515418
0.9959,0.094,0.759,0.147,22511462
0.9605,0.023,0.765,0.213,22506399
-0.7543,0.299,0.61,0.091,139558666
0.7155,0.0,0.732,0.268,114924905
-0.6258,0.201,0.731,0.068,109566649
-0.0608,0.046,0.912,0.041,109095681
0.1779,0.0,0.941,0.059,96685002
0.0516,0.065,0.893,0.041,96254604
0.9336,0.035,0.787,0.178,94033962
-0.296,1.0,0.0,0.0,93826088
0.8547,0.096,0.689,0.215,93434118
0.2486,0.075,0.807,0.118,93387664
0.888,0.068,0.64,0.292,93012025
-0.4588,0.6,0.4,0.0,92866892
-0.8727,0.181,0.819,0.0,92866332
0.8807,0.0,0.611,0.389,92704171
-0.357,0.171,0.829,0.0,92551626
0.8591,0.0,0.732,0.268,92467417
-0.6541,0.113,0.818,0.068,92433652
0.5343,0.055,0.785,0.16,92361217
0.8934,0.0,0.578,0.422,92325762
0.0,0.0,1.0,0.0,92298999
-0.7684,0.159,0.755,0.086,92286900
0.5538,0.082,0.747,0.171,91677914
0.3897,0.102,0.774,0.123,91677695
0.8071,0.104,0.712,0.184,91393012
-0.8197,0.078,0.911,0.012,91372660
-0.294,0.267,0.536,0.197,91187307
0.9663,0.082,0.789,0.13,91119370
0.7574,0.0,0.769,0.231,91051749
-0.4635,0.18,0.711,0.108,91032368
0.9091,0.065,0.828,0.106,90929575
-0.6804,0.188,0.691,0.121,90894123
0.8765,0.0,0.817,0.183,90860743
0.5256,0.061,0.781,0.159,90848574
-0.6266,0.119,0.798,0.082,90704677
0.9441,0.022,0.782,0.197,90700754
-0.5983,0.22,0.641,0.139,90697880
0.9295,0.129,0.668,0.203,90663113
0.9342,0.052,0.822,0.126,90610560
0.4019,0.0,0.709,0.291,90609079
0.6452,0.052,0.84,0.108,90550435
-0.6537,0.221,0.708,0.071,90415129
0.2434,0.045,0.9,0.055,90404053
0.8689,0.049,0.796,0.155,90384418
0.6901,0.0,0.802,0.198,90328486
-0.4588,0.6,0.4,0.0,90279904
0.0,0.0,1.0,0.0,90122149
-0.9179,0.135,0.797,0.067,90107393
0.9467,0.062,0.83,0.109,90089590
-0.3182,0.084,0.916,0.0,90009470
0.3612,0.092,0.742,0.166,89856250
0.9958,0.06,0.679,0.26,85812512
0.4657,0.123,0.731,0.146,80638431
-0.9757,0.231,0.687,0.081,80008382
-0.0572,0.149,0.851,0.0,79541684
0.9518,0.076,0.763,0.161,72402770
0.121,0.137,0.718,0.145,71309964
-0.9002,0.31,0.69,0.0,69273506
0.8697,0.064,0.816,0.12,69163690
-0.5267,0.254,0.746,0.0,68574965
-0.5382,0.159,0.772,0.07,68522968
0.9451,0.056,0.838,0.105,68486445
0.3648,0.045,0.852,0.103,68363529
0.9801,0.0,0.731,0.269,68225309
-0.5106,0.216,0.784,0.0,63557819
0.8513,0.074,0.624,0.303,63004227
-0.6686,0.159,0.729,0.112,61906845
0.3905,0.117,0.724,0.159,61663271
0.3804,0.0,0.794,0.206,61599861
0.9908,0.077,0.613,0.31,61577984
0.3002,0.173,0.655,0.172,60970375
0.9118,0.039,0.818,0.143,60703426
0.6124,0.0,0.688,0.312,60165312
0.8624,0.035,0.854,0.111,59976814
0.09,0.129,0.656,0.215,59922245
0.4404,0.0,0.256,0.744,59909858
0.7751,0.084,0.771,0.146,59471331
-0.3714,0.107,0.822,0.072,58747812
0.8765,0.05,0.825,0.125,56961019
0.9163,0.11,0.72,0.17,55890742
0.9146,0.016,0.829,0.155,55783296
0.818,0.094,0.743,0.162,55643553
0.0258,0.0,0.936,0.064,55607317
0.9657,0.017,0.771,0.211,54249306
0.9759,0.057,0.749,0.194,54186661
0.9251,0.0,0.652,0.348,53852054
-0.9413,0.126,0.821,0.053,53185480
0.8271,0.135,0.57,0.295,53110164
-0.8385,0.163,0.763,0.074,51807581
0.8744,0.125,0.698,0.177,51517989
0.0516,0.221,0.529,0.25,50731352
-0.3476,0.061,0.939,0.0,50727361
-0.323,0.21,0.671,0.118,50653580
0.6964,0.058,0.842,0.1,48378526
-0.4019,0.148,0.742,0.11,47946862
0.7096,0.028,0.862,0.109,47936766
-0.5719,0.079,0.921,0.0,47640585
-0.7752,0.17,0.68,0.15,45894251
-0.0887,0.171,0.727,0.101,45796203
0.9689,0.046,0.827,0.127,45675443
0.8555,0.052,0.69,0.259,45550789
-0.3992,0.109,0.796,0.095,43421340
0.5859,0.148,0.476,0.376,40924266
0.212,0.071,0.82,0.109,40643262
-0.6854,0.148,0.777,0.075,38565983
0.3832,0.066,0.797,0.138,37916920
0.2023,0.102,0.763,0.136,37677923
-0.6486,0.127,0.809,0.064,36291578
0.4404,0.0,0.903,0.097,115500153
-0.8884,0.124,0.764,0.112,22269056
0.0,0.0,1.0,0.0,48938809
-0.7609,0.255,0.745,0.0,47912026
0.7149,0.0,0.851,0.149,44986252
-0.1441,0.08,0.849,0.071,44899182
-0.5513,0.156,0.779,0.065,44883436
0.5821,0.049,0.886,0.064,41595317
0.6369,0.0,0.192,0.808,41496386
0.7757,0.074,0.805,0.121,39451877
0.7319,0.052,0.752,0.196,39309408
-0.6369,0.194,0.684,0.122,39193631
-0.7101,0.246,0.682,0.071,38920981
0.631,0.122,0.637,0.242,37958596
-0.6173,0.172,0.729,0.098,36503809
0.1238,0.095,0.784,0.121,36232297
0.4491,0.032,0.905,0.063,35929971
-0.3624,0.118,0.768,0.113,35809386
-0.1036,0.09,0.814,0.096,35809044
-0.5106,0.124,0.799,0.077,35605871
0.9898,0.033,0.773,0.194,35601639
0.9213,0.121,0.723,0.156,35573288
0.5106,0.0,0.377,0.623,35526260
0.4759,0.0,0.946,0.054,35500015
0.9734,0.047,0.796,0.157,34979261
-0.8625,0.256,0.68,0.064,34822972
-0.7992,0.199,0.656,0.145,34220322
0.8983,0.048,0.724,0.228,34197010
-0.5719,0.217,0.783,0.0,33438339
0.6249,0.0,0.541,0.459,33063662
-0.9769,0.183,0.753,0.065,33020965
0.8717,0.046,0.862,0.092,32379999
0.5768,0.114,0.753,0.133,32192757
-0.7889,0.187,0.742,0.071,31570919
-0.2641,0.108,0.836,0.057,31405547
-0.7645,0.305,0.695,0.0,31377648
-0.8577,0.283,0.575,0.142,31263596
0.0094,0.161,0.676,0.163,31241150
-0.4001,0.15,0.739,0.112,31100082
0.9692,0.017,0.764,0.219,31053311
0.9493,0.036,0.809,0.156,31047817
0.0,0.0,1.0,0.0,31042796
-0.1027,0.142,0.739,0.119,30549279
0.7768,0.081,0.821,0.098,30397583
-0.7356,0.135,0.722,0.143,30132897
0.9957,0.024,0.785,0.191,30027802
0.8417,0.083,0.758,0.159,30021676
0.4997,0.144,0.519,0.337,29817355
-0.9941,0.16,0.777,0.064,29728099
-0.7324,0.186,0.708,0.106,29637441
-0.8689,0.223,0.722,0.055,29571361
0.9285,0.047,0.713,0.24,29512280
-0.7951,0.155,0.718,0.126,36336027
-0.8733,0.113,0.826,0.061,31340268
-0.685,0.13,0.728,0.142,30132075
-0.3197,0.252,0.581,0.167,29172412
-0.7111,0.107,0.847,0.046,28517256
-0.893,0.143,0.771,0.086,28413281
0.8066,0.035,0.808,0.156,28215696
0.9097,0.039,0.723,0.238,81116244
0.9485,0.0,0.786,0.214,72175670
-0.9931,0.177,0.705,0.119,25017847
-0.545,0.182,0.702,0.116,54309286
0.9957,0.094,0.629,0.277,26666338
0.2323,0.0,0.933,0.067,26664522
0.9945,0.123,0.661,0.217,39862756
-0.3241,0.162,0.838,0.0,61189489
0.4836,0.0,0.827,0.173,24879438
-0.296,1.0,0.0,0.0,22835488
0.1526,0.078,0.839,0.082,22351823
-0.296,0.091,0.909,0.0,43909055
0.9106,0.0,0.782,0.218,42851032
0.0,0.0,1.0,0.0,42473276
-0.7561,0.089,0.885,0.026,41244104
-0.2586,0.133,0.749,0.118,32334490
-0.5941,0.218,0.593,0.189,31354640
0.7322,0.038,0.865,0.097,29990308
0.3054,0.0,0.894,0.106,26425560
0.7306,0.148,0.622,0.23,25852271
0.8519,0.0,0.735,0.265,23491398
0.404,0.127,0.699,0.174,22915563
0.9357,0.03,0.767,0.202,22371072
0.7574,0.095,0.749,0.156,57420058
0.8706,0.058,0.841,0.1,49854206
0.6124,0.154,0.601,0.245,45851873
-0.2481,0.246,0.558,0.195,43223570
-0.1362,0.14,0.705,0.154,41829322
-0.4215,0.259,0.741,0.0,41691317
0.7591,0.113,0.76,0.127,28962716
0.7506,0.0,0.385,0.615,54663728
0.0,0.0,1.0,0.0,54588202
-0.5719,0.286,0.532,0.182,54448937
0.705,0.077,0.72,0.203,54435387
0.5106,0.0,0.0,1.0,54426422
0.5267,0.226,0.161,0.613,54381919
0.9785,0.0,0.692,0.308,54371149
0.4404,0.0,0.734,0.266,54312682
0.937,0.0,0.342,0.658,54311887
0.7579,0.0,0.381,0.619,54276257
-0.092,0.254,0.423,0.322,54070986
0.4019,0.0,0.828,0.172,54021242
0.7698,0.0,0.881,0.119,53785607
0.4404,0.0,0.58,0.42,51257229
-0.4243,0.125,0.76,0.115,51147668
0.2846,0.0,0.903,0.097,51093810
0.9682,0.06,0.582,0.358,51076440
0.8934,0.0,0.464,0.536,51064124
0.9979,0.074,0.711,0.215,51050528
-0.3182,0.078,0.846,0.076,51047404
0.7717,0.038,0.819,0.143,51035638
0.5904,0.098,0.668,0.233,51029082
0.9432,0.026,0.758,0.216,50997526
0.9805,0.033,0.777,0.19,50991841
0.9725,0.085,0.713,0.202,50988195
0.7841,0.0,0.653,0.347,50950809
0.5854,0.062,0.836,0.101,50934936
-0.2144,0.346,0.346,0.309,50888333
0.4215,0.0,0.588,0.412,50815308
-0.5859,0.25,0.644,0.106,50814049
0.902,0.0,0.476,0.524,50792921
0.0,0.0,1.0,0.0,50787960
-0.0772,1.0,0.0,0.0,50765024
0.9851,0.043,0.8,0.157,50755962
0.2379,0.126,0.71,0.164,50741684
0.8294,0.0,0.672,0.328,50740883
-0.654,0.172,0.729,0.098,50740853
0.9061,0.0,0.679,0.321,50740187
0.9855,0.035,0.773,0.193,50739827
0.0,0.0,1.0,0.0,50737350
0.8844,0.088,0.775,0.137,50736526
-0.1027,0.23,0.574,0.197,50730700
0.9954,0.038,0.753,0.209,50729485
-0.1054,0.145,0.702,0.153,50728511
0.0,0.0,1.0,0.0,50726209
0.9696,0.036,0.83,0.134,50723262
0.0,0.0,1.0,0.0,50721927
0.7089,0.0,0.604,0.396,50715595
0.9806,0.023,0.69,0.287,50713566
-0.765,0.151,0.798,0.051,50706626
0.9613,0.0,0.788,0.212,50705090
0.5106,0.0,0.0,1.0,50700298
0.6573,0.0,0.695,0.305,50694979
0.5165,0.124,0.698,0.178,50694862
0.6249,0.0,0.196,0.804,50693553
0.9914,0.13,0.659,0.211,50692639
0.9825,0.05,0.613,0.337,50691798
-0.2302,0.198,0.57,0.232,50689453
0.8919,0.04,0.802,0.159,50688057
0.3612,0.0,0.737,0.263,50687639
0.9274,0.082,0.452,0.466,50686489
0.2846,0.0,0.867,0.133,50685639
0.9973,0.063,0.636,0.301,50683793
0.9533,0.058,0.786,0.155,50683255
0.9836,0.035,0.76,0.205,50682476
0.4404,0.0,0.0,1.0,50681446
0.0,0.0,1.0,0.0,50674981
0.5563,0.135,0.713,0.152,49098247
-0.5423,0.123,0.877,0.0,46142459
0.8687,0.0,0.824,0.176,41483769
0.8362,0.046,0.787,0.167,39341524
-0.7906,0.163,0.837,0.0,72199838
0.624,0.084,0.781,0.135,71731133
0.9651,0.042,0.793,0.165,68309456
0.5186,0.119,0.731,0.15,65619424
0.128,0.079,0.752,0.168,61592519
-0.7428,0.177,0.823,0.0,56049172
0.3691,0.043,0.891,0.066,55190659
0.0429,0.137,0.721,0.142,55016372
-0.0772,0.121,0.761,0.118,51296679
-0.9482,0.206,0.723,0.071,51151644
-0.4102,0.117,0.792,0.091,49996588
0.9358,0.046,0.75,0.203,30153270
0.5321,0.058,0.765,0.177,30106139
0.1154,0.0,0.964,0.036,28992064
0.1918,0.123,0.686,0.191,28797902
-0.3182,0.315,0.685,0.0,28714549
0.9599,0.027,0.861,0.111,28648041
0.8785,0.08,0.79,0.13,28609622
0.8563,0.047,0.683,0.27,28462220
0.0924,0.081,0.836,0.084,26157954
0.6506,0.117,0.756,0.128,26117014
0.8455,0.03,0.886,0.085,26078357
0.8211,0.022,0.808,0.17,26072064
-0.5121,0.053,0.9,0.046,26068277
0.9962,0.11,0.642,0.248,26063282
0.2023,0.0,0.735,0.265,26053164
-0.5277,0.169,0.713,0.119,26027179
0.7031,0.064,0.789,0.147,26020450
0.7627,0.0,0.891,0.109,26013348
-0.9472,0.169,0.787,0.043,26008588
0.5025,0.062,0.775,0.163,26002051
0.9659,0.081,0.81,0.109,25993014
0.7627,0.097,0.799,0.105,22695245
0.2681,0.033,0.906,0.061,46479736
-0.6818,0.141,0.811,0.048,44008234
0.1393,0.09,0.839,0.07,110597560
0.9855,0.062,0.785,0.153,76150137
0.9897,0.095,0.756,0.148,73916961
-0.6371,0.079,0.851,0.07,60003011
0.9953,0.06,0.8,0.14,55036865
0.4359,0.093,0.804,0.103,54945089
-0.3765,0.197,0.628,0.175,54878004
-0.9304,0.143,0.793,0.064,121591476
0.2023,0.039,0.901,0.06,115372127
-0.4333,0.121,0.795,0.085,102458987
0.5574,0.0,0.735,0.265,68560188
0.9916,0.075,0.8,0.125,61061329
0.857,0.018,0.81,0.172,60466563
0.9459,0.037,0.676,0.287,59287990
0.9888,0.026,0.834,0.139,50654929
0.0,0.0,1.0,0.0,49492812
0.8459,0.063,0.794,0.143,48915594
0.4111,0.24,0.448,0.312,48761596
0.8381,0.028,0.867,0.104,48617478
0.3884,0.121,0.719,0.16,48035668
0.2382,0.0,0.849,0.151,48027100
-0.6113,0.222,0.778,0.0,45766050
0.991,0.051,0.767,0.183,43086367
0.1136,0.038,0.901,0.061,42802443
-0.5438,0.145,0.782,0.073,41839278
-0.5322,0.093,0.833,0.074,41316341
-0.4417,0.085,0.873,0.042,40995777
-0.4767,0.119,0.881,0.0,35055397
-0.8126,0.627,0.373,0.0,142107831
-0.9199,0.099,0.82,0.08,141626609
0.0,0.0,1.0,0.0,141039096
-0.9668,0.11,0.815,0.075,131430018
0.0,0.0,1.0,0.0,129637763
0.4364,0.0,0.676,0.324,129035529
0.914,0.052,0.777,0.171,118706338
0.919,0.082,0.681,0.237,118464351
-0.8172,0.294,0.584,0.122,114683282
0.7845,0.071,0.684,0.246,113821140
0.9309,0.032,0.841,0.127,113707316
0.9982,0.107,0.731,0.163,110445687
-0.8654,0.258,0.643,0.099,102440890
0.9328,0.061,0.669,0.27,100767784
0.6223,0.05,0.891,0.059,99028602
-0.8881,0.219,0.64,0.141,84919309
-0.4767,0.124,0.876,0.0,84909516
0.8126,0.07,0.693,0.237,84556701
0.9822,0.111,0.713,0.175,81769950
0.9704,0.094,0.696,0.21,77057028
0.1499,0.115,0.721,0.164,76364857
0.8484,0.067,0.766,0.167,76236050
0.8106,0.018,0.86,0.121,76035471
0.0,0.0,1.0,0.0,47448107
0.253,0.085,0.829,0.085,44913226
0.0,0.0,1.0,0.0,43546222
0.9017,0.085,0.727,0.188,42992790
0.1729,0.096,0.778,0.125,42842203
-0.0338,0.088,0.824,0.087,42798244
-0.5465,0.172,0.662,0.166,35261473
0.9833,0.078,0.78,0.141,34806303
-0.9563,0.174,0.735,0.091,35748884
0.9287,0.083,0.749,0.167,34046606
0.0,0.0,1.0,0.0,43198741
-0.3412,0.325,0.675,0.0,42870446
-0.6372,0.18,0.756,0.064,42834802
-0.3182,0.697,0.303,0.0,158020186
0.7964,0.0,0.704,0.296,157972364
0.34,0.0,0.769,0.231,157868501
-0.0424,0.083,0.838,0.079,157834288
0.9148,0.064,0.801,0.135,162197058
0.8415,0.09,0.738,0.172,162080821
-0.9295,0.14,0.74,0.12,162071667
0.6249,0.0,0.594,0.406,161920980
0.296,0.052,0.859,0.089,161893621
0.9989,0.028,0.775,0.197,161861366
0.9187,0.027,0.801,0.172,161781870
0.0847,0.071,0.847,0.082,161770358
0.7225,0.087,0.667,0.245,161538667
0.7351,0.0,0.326,0.674,161526031
0.9959,0.035,0.799,0.166,161480100
0.9231,0.0,0.546,0.454,161213582
0.9034,0.052,0.631,0.317,161104486
0.9811,0.026,0.677,0.297,161028965
-0.9318,0.115,0.828,0.057,160976983
0.8402,0.096,0.66,0.244,160936925
0.2263,0.0,0.894,0.106,160805934
0.8658,0.0,0.382,0.618,160724465
-0.486,0.14,0.775,0.085,160710669
0.7351,0.065,0.685,0.25,160698411
0.7548,0.0,0.383,0.617,160588972
0.9955,0.09,0.77,0.14,160532162
-0.2256,0.114,0.796,0.09,160446830
0.4019,0.091,0.717,0.192,160395125
0.7845,0.0,0.566,0.434,160380776
0.8225,0.077,0.51,0.413,160380683
-0.1531,0.15,0.726,0.124,160377056
-0.4215,0.286,0.714,0.0,160289066
0.4019,0.0,0.0,1.0,160181666
-0.8017,0.197,0.696,0.107,160023786
0.0,0.0,1.0,0.0,159968851
0.9561,0.082,0.763,0.155,159896531
0.8006,0.045,0.842,0.113,159893046
0.0,0.0,1.0,0.0,159888893
0.0,0.0,1.0,0.0,159888144
0.9052,0.0,0.855,0.145,159883913
0.1531,0.051,0.882,0.067,159815146
0.7866,0.038,0.859,0.103,159802639
0.4404,0.0,0.256,0.744,159784374
0.9562,0.057,0.61,0.334,159687698
0.0,0.0,1.0,0.0,159553948
0.4404,0.068,0.819,0.113,159491762
0.8553,0.0,0.516,0.484,159404314
0.4404,0.0,0.256,0.744,159393785
0.8439,0.0,0.856,0.144,159174715
0.2263,0.079,0.794,0.127,159136433
0.0,0.0,1.0,0.0,158685370
0.9022,0.0,0.427,0.573,158556732
-0.5106,0.123,0.825,0.053,158323155
0.9735,0.041,0.761,0.198,157796969
0.784,0.0,0.615,0.385,157703477
-0.765,0.136,0.745,0.119,157609360
0.9931,0.051,0.702,0.247,157605347
0.9219,0.0,0.779,0.221,157143300
0.9206,0.108,0.723,0.169,157058777
0.7345,0.0,0.834,0.166,156768317
0.0,0.0,1.0,0.0,156640592
0.8979,0.0,0.65,0.35,156592691
0.0,0.0,1.0,0.0,156569933
0.92,0.09,0.765,0.145,156332637
-0.6631,0.124,0.776,0.1,156290317
0.34,0.0,0.862,0.138,156164596
0.09,0.074,0.835,0.09,156113457
0.2382,0.0,0.928,0.072,156083715
-0.2144,0.257,0.553,0.19,156060574
0.545,0.0,0.82,0.18,155878688
0.9705,0.06,0.599,0.341,155848299
0.915,0.0,0.732,0.268,155706209
0.9321,0.131,0.712,0.158,155681658
-0.1531,0.147,0.717,0.136,155674667
-0.9768,0.197,0.669,0.133,155672633
0.9443,0.116,0.722,0.161,155528391
0.8654,0.0,0.78,0.22,154987335
0.9969,0.069,0.701,0.23,154904026
-0.7785,0.101,0.788,0.112,154870166
0.5984,0.0,0.844,0.156,154852792
0.8074,0.103,0.494,0.403,154707936
-0.1718,0.145,0.712,0.144,154653210
0.1798,0.14,0.722,0.138,154629966
0.9761,0.1,0.72,0.18,154605240
0.9745,0.013,0.737,0.25,154470806
0.9081,0.038,0.764,0.198,154403787
0.9913,0.009,0.744,0.247,154169217
0.9878,0.086,0.767,0.146,154144485
0.9472,0.0,0.741,0.259,154116119
0.2847,0.136,0.668,0.197,154079084
0.9231,0.0,0.601,0.399,154007002
-0.4497,0.287,0.591,0.122,153987001
0.9955,0.077,0.721,0.202,153909024
0.9078,0.017,0.871,0.112,153895715
0.4118,0.023,0.911,0.066,153880186
