compound,neg,neu,pos,recommendationid,length,readability_score
-0.9973,0.142,0.757,0.102,38112302,3.875986771428488,41.80418200409
0.3562,0.16,0.682,0.159,16487843,3.403292145158254,71.72274648380102
0.4108,0.133,0.728,0.139,18190228,3.420780619548565,67.89571895424838
-0.994,0.133,0.798,0.069,113166075,3.601190532615333,56.56703781209413
-0.76,0.134,0.768,0.098,39180455,2.7589118923979736,65.60001886792455
0.8298,0.058,0.836,0.106,70399860,3.168202746842631,63.629295229244136
-0.6628,0.142,0.767,0.091,50566781,2.6981005456233897,80.38847826086958
0.3716,0.0,0.917,0.083,50362882,2.1903316981702914,81.94120967741938
-0.5873,0.097,0.828,0.075,49531045,2.9030899869919438,88.88830920671685
-0.3612,0.031,0.969,0.0,156744075,2.624282095835668,73.94111111111113
0.7677,0.0,0.77,0.23,134581951,2.287801729930226,62.36090909090913
0.9061,0.119,0.641,0.239,123782934,2.634477270160731,87.40607142857144
-0.296,0.04,0.96,0.0,113853719,2.4409090820652173,49.13166666666666
-0.9036,0.14,0.745,0.115,100141585,3.335457900689384,68.16707386363638
0.8802,0.0,0.733,0.267,96054301,2.2095150145426303,87.18537634408602
0.8667,0.036,0.736,0.228,89152008,2.4232458739368075,76.10875
0.2003,0.124,0.763,0.113,87857127,2.5440680443502752,71.78756218905475
0.981,0.048,0.78,0.172,84638216,3.068556895072363,56.17148400473937
-0.5441,0.113,0.807,0.08,84228770,2.699837725867245,75.5784090909091
0.4939,0.05,0.833,0.117,83414839,2.403120521175817,55.16133720930236
0.8449,0.036,0.855,0.109,78439851,2.7291647896927698,82.92390222984564
0.0,0.0,1.0,0.0,50415256,1.230448921378274,100.0
0.0,0.0,1.0,0.0,50249835,1.230448921378274,100.0
0.4404,0.122,0.684,0.195,50145658,2.2380461031287955,79.68333333333337
0.9107,0.11,0.587,0.303,49652249,2.3654879848908994,35.2907142857143
0.0,0.0,1.0,0.0,49619517,2.117271295655764,87.40756410256414
-0.0772,0.131,0.704,0.165,48973903,2.726727209026572,50.68250000000003
-0.2732,0.077,0.923,0.0,47535475,2.1613680022349744,73.24769230769233
0.0,0.0,1.0,0.0,46880434,2.3138672203691533,72.72000000000003
0.9911,0.091,0.718,0.192,44360653,3.166133970305109,87.45012181616836
-0.5574,0.783,0.217,0.0,44305061,1.0,100.0
0.0,0.0,1.0,0.0,41510243,2.462397997898956,5.695000000000022
-0.615,0.1,0.864,0.036,17986650,2.658964842664435,92.47267070008644
0.34,0.0,0.876,0.124,147097793,2.206825876031849,77.64602564102567
0.9534,0.084,0.777,0.138,124293475,3.11092624226642,68.90467630853996
-0.8815,0.128,0.783,0.089,96742498,3.1994809148623555,60.31516903914593
-0.7651,0.221,0.747,0.032,95826642,2.214843848047698,70.35000000000002
-0.6808,0.452,0.548,0.0,51477246,1.7781512503836434,100.0
-0.9618,0.171,0.764,0.065,50313763,2.857935264719429,62.73227272727273
-0.9976,0.16,0.752,0.088,14145525,3.6639834546082666,68.74271023228464
-0.1031,0.122,0.759,0.12,51485850,2.9111576087399764,69.39952380952384
-0.4939,0.182,0.739,0.079,44829656,2.278753600952829,65.94343137254904
0.9485,0.0,0.772,0.228,44779341,2.5921767573958667,79.01928571428573
0.2394,0.127,0.648,0.225,44769264,1.944482672150169,100.0
0.4939,0.0,0.556,0.444,44452533,1.447158031342219,100.0
0.0,0.0,1.0,0.0,44064477,0.3010299956639811,100.0
0.0,0.0,1.0,0.0,43810511,0.9030899869919434,100.0
0.0,0.0,1.0,0.0,19855927,1.9138138523837167,100.0
-0.5917,0.119,0.847,0.033,19855509,2.332438459915605,52.57954545454548
0.34,0.0,0.893,0.107,18228142,1.968482948553935,100.0
-0.8699,0.259,0.683,0.058,17893508,2.2405492482825995,60.35441176470592
0.9744,0.049,0.761,0.19,18125299,2.951337518795917,70.08632911392407
-0.7383,0.271,0.581,0.148,157958675,2.14921911265538,50.13000000000002
0.9473,0.038,0.602,0.36,141298479,2.252853030979893,63.69500000000001
0.9795,0.0,0.827,0.173,139127477,2.926342446625655,66.09238398203595
0.204,0.134,0.669,0.197,135109015,2.110589710299249,57.23363636363638
0.1593,0.104,0.739,0.158,130920780,2.3483048630481607,71.76785714285715
0.6949,0.074,0.784,0.142,108838736,2.702430536445525,72.31516089108912
0.9213,0.067,0.793,0.141,97118678,2.9894498176666917,76.59330898152129
0.5343,0.127,0.739,0.134,79735958,3.164947372621841,68.75250648228176
-0.0516,0.056,0.901,0.043,75580974,2.675778341674085,62.64500000000002
0.5892,0.158,0.662,0.18,74040779,2.761175813155732,60.15821428571431
0.9894,0.024,0.742,0.234,72767034,2.931457870689005,73.67611111111111
0.3675,0.088,0.77,0.142,69965678,2.326335860928751,70.47628048780489
0.4053,0.143,0.712,0.145,66458087,3.101059354908115,72.0126957787482
0.9989,0.065,0.777,0.158,62996883,3.8470788620657146,62.4480436348162
0.9952,0.079,0.658,0.263,54328637,3.093421685162235,76.14461629746839
0.9907,0.057,0.688,0.255,51053971,2.844477175745681,85.74562500000002
-0.3818,0.353,0.467,0.18,46767498,1.863322860120456,100.0
-0.3864,0.148,0.726,0.125,44075399,2.5403294747908736,38.5758606557377
0.9443,0.068,0.836,0.097,40659131,3.4709981696608736,66.76666264697015
0.8176,0.09,0.535,0.375,38891801,2.033423755486949,68.69142857142859
0.2036,0.151,0.672,0.177,34342671,2.678518379040114,76.18997844827588
-0.5994,0.38,0.62,0.0,29489296,1.7993405494535817,100.0
0.6842,0.12,0.726,0.154,26405542,3.04296907339318,63.306538461538494
0.7158,0.099,0.724,0.177,25235339,2.6232492903979003,63.75464935064936
0.6982,0.176,0.629,0.195,24956696,3.010723865391773,68.549336996337
0.6369,0.0,0.656,0.344,22258883,1.7634279935629371,100.0
0.5027,0.102,0.647,0.252,14919946,1.9294189257142929,100.0
-0.5397,0.129,0.79,0.081,68093694,2.617000341120898,57.21145833333336
0.8689,0.085,0.719,0.196,83349174,2.4996870826184034,101.1558208955224
0.8354,0.099,0.711,0.19,67828410,2.635483746814912,80.33250000000004
0.9328,0.044,0.764,0.192,50359684,2.717670503002262,61.394545454545465
-0.092,0.079,0.866,0.055,43618326,2.421603926869831,43.42423076923079
0.0,0.0,1.0,0.0,15233901,1.7993405494535817,100.0
0.0283,0.076,0.82,0.103,18646585,2.9111576087399764,64.33045070422537
0.9929,0.055,0.776,0.169,18458749,3.29622628726116,45.77576086956523
0.9425,0.074,0.815,0.111,18457426,3.4281347940287885,68.89346153846157
0.5429,0.068,0.796,0.136,54979404,2.5198279937757184,80.87937500000001
0.9799,0.014,0.739,0.246,54833919,2.648360010980931,80.81006410256411
-0.1062,0.126,0.742,0.132,54510435,2.657055852857104,83.72893543956046
-0.5709,0.251,0.749,0.0,54496945,1.919078092376074,100.0
-0.296,0.386,0.361,0.253,54429486,1.6720978579357173,100.0
0.8146,0.081,0.769,0.149,54361570,2.753583058892906,73.71900917431194
0.0,0.0,1.0,0.0,54331934,1.3617278360175928,100.0
0.0772,0.125,0.745,0.13,51255026,2.3138672203691533,76.80319767441863
0.9603,0.082,0.782,0.135,50985113,3.2219355998280053,56.487775816416615
-0.26,0.029,0.954,0.017,50614319,2.6232492903979003,74.45866666666666
0.0258,0.115,0.766,0.119,50468160,2.1003705451175625,40.2858823529412
-0.3262,0.101,0.824,0.075,50419958,2.747411807886423,49.30465217391307
0.8857,0.023,0.81,0.167,50155013,2.621176281775035,81.86607594936709
0.0,0.0,1.0,0.0,50126291,2.1461280356782377,84.90000000000003
0.0,0.0,1.0,0.0,50002161,1.968482948553935,100.0
0.9705,0.031,0.682,0.287,49946390,2.605305046141109,71.77245945945948
-0.6652,0.191,0.719,0.09,49831889,2.340444114840118,80.38250000000002
-0.34,0.306,0.529,0.165,49597447,1.8129133566428552,100.0
-0.1306,0.102,0.831,0.067,48654985,2.322219294733919,85.26826923076925
-0.296,0.196,0.804,0.0,48614844,1.7075701760979365,100.0
0.9258,0.056,0.857,0.087,48585689,3.365675140455917,96.8195741758242
0.9981,0.045,0.791,0.164,48502672,3.526339277389843,65.33406250000002
0.8578,0.067,0.845,0.087,48497190,3.275771900164931,75.9630451488953
0.4334,0.099,0.767,0.134,48188101,2.7242758696007887,63.090750000000014
-0.1027,0.051,0.949,0.0,48169255,2.1367205671564067,94.3
0.9937,0.074,0.631,0.295,48128449,2.9138138523837163,64.58398795180725
0.0,0.0,1.0,0.0,48113103,1.8388490907372552,100.0
0.6259,0.071,0.673,0.256,47424281,1.9395192526186185,100.0
0.7172,0.073,0.806,0.121,47303306,2.86569605991607,61.43590909090912
0.1782,0.067,0.86,0.073,47248188,2.726727209026572,68.99389563106799
0.0772,0.101,0.791,0.108,47045140,2.394451680826216,79.29728260869568
-0.2732,0.141,0.722,0.137,46994123,2.0569048513364723,85.85950000000001
-0.128,0.149,0.73,0.121,45783059,1.8260748027008264,100.0
-0.8724,0.18,0.714,0.106,45610411,2.580924975675619,80.64375000000003
0.5714,0.091,0.725,0.184,45425441,2.214843848047698,101.26803571428574
-0.6752,0.07,0.892,0.038,45409448,2.9319661147281724,87.07298395445136
0.4051,0.129,0.673,0.198,45375559,2.3617278360175926,80.05948837209303
0.5423,0.046,0.807,0.147,45303404,2.255272505103306,57.379919354838734
0.1962,0.047,0.854,0.099,45252959,2.2405492482825995,90.5609090909091
0.0936,0.033,0.928,0.039,45252411,2.431363764158988,50.878813559322055
-0.9441,0.104,0.828,0.068,45220786,3.4206157706257647,64.4110840085288
-0.3182,0.697,0.303,0.0,45207601,1.1760912590556811,100.0
0.9795,0.058,0.761,0.182,45120138,2.938519725176492,54.38080487804881
0.0,0.0,1.0,0.0,45096111,1.9590413923210928,100.0
0.1356,0.057,0.862,0.081,39318083,2.6937269489236466,83.40500000000002
-0.9827,0.123,0.828,0.049,51025270,3.319522449065454,88.36827603177953
0.6796,0.0,0.646,0.354,161907395,1.9242792860618811,100.0
0.8971,0.091,0.788,0.121,161879634,3.182129214052998,75.10016937669378
0.7184,0.0,0.714,0.286,161470155,2.041392685158225,82.9014285714286
0.0,0.0,1.0,0.0,161330122,1.462397997898956,100.0
0.9255,0.088,0.704,0.208,160969834,2.727541257028556,75.73858490566039
0.5106,0.075,0.774,0.15,160949714,2.2922560713564755,77.70585585585587
0.8731,0.051,0.709,0.24,160892804,2.429752280002408,64.93333333333335
-0.4404,0.083,0.917,0.0,160732252,2.3096301674258983,77.41211382113822
-0.7569,0.153,0.847,0.0,160503123,2.318063334962761,80.77714285714288
0.0,0.0,1.0,0.0,160382558,1.0791812460476249,100.0
-0.1154,0.06,0.889,0.052,160052616,2.447158031342219,83.6678409090909
0.9196,0.049,0.709,0.242,159880289,2.513217600067939,74.805
-0.8988,0.116,0.848,0.035,159821106,2.8344207036815323,60.32284946236561
-0.0165,0.088,0.799,0.113,159819198,2.271841606536499,90.78852272727276
-0.7739,0.457,0.543,0.0,159818432,1.7781512503836434,100.0
-0.802,0.151,0.819,0.03,159776693,2.4345689040341987,86.43908018867927
0.0,0.0,1.0,0.0,159638123,1.7923916894982537,100.0
-0.9778,0.25,0.666,0.084,159503148,2.846955325019824,65.28868653935726
0.0,0.0,1.0,0.0,158997196,1.2041199826559246,100.0
-0.5849,0.387,0.613,0.0,158937643,1.447158031342219,100.0
0.9587,0.066,0.823,0.112,158808507,3.2968844755385467,61.41771739130438
0.431,0.0,0.856,0.144,158708373,1.968482948553935,100.0
0.7527,0.071,0.769,0.16,158070883,2.5526682161121927,20.32630136986303
0.7783,0.0,0.848,0.152,157950638,2.301029995663981,86.70500000000001
0.0258,0.081,0.823,0.096,157818969,2.558708570533166,67.37511764705883
0.0469,0.06,0.872,0.067,157763211,2.037426497940624,95.955
0.3775,0.105,0.766,0.128,156744611,2.705007959333336,68.87974489795918
0.7642,0.0,0.877,0.123,156461463,2.4099331233312946,34.516326530612275
0.4767,0.0,0.823,0.177,156396140,2.041392685158225,76.74857142857144
0.2247,0.15,0.63,0.22,156356420,1.785329835010767,100.0
-0.4019,0.202,0.694,0.104,155997692,1.9084850188786495,100.0
0.4417,0.044,0.89,0.066,154698065,2.9604707775342987,54.796641566265095
-0.4588,0.103,0.824,0.074,154280901,2.484299839346786,82.79124316939894
0.0,0.0,1.0,0.0,154016407,1.6812412373755872,100.0
0.0,0.0,1.0,0.0,153752810,1.6812412373755872,100.0
0.1877,0.123,0.665,0.212,153644348,2.0,100.0
-0.6557,0.238,0.63,0.132,153591001,2.123851640967086,73.84500000000001
-0.7906,0.298,0.645,0.056,153372611,2.037426497940624,68.69142857142859
-0.7111,0.15,0.744,0.106,153181351,2.870988813760575,52.37329770992369
0.9459,0.067,0.74,0.193,153178603,2.65991620006985,82.22909090909094
0.4667,0.095,0.782,0.123,153175633,2.678518379040114,77.64500000000001
0.1292,0.088,0.805,0.107,152961416,2.545307116465824,91.05619047619048
0.9121,0.0,0.732,0.268,152961337,2.41161970596323,75.61902173913046
-0.7646,0.383,0.617,0.0,152281532,1.8388490907372552,100.0
-0.5256,0.159,0.841,0.0,151985460,2.049218022670181,50.25565789473683
-0.4019,0.169,0.749,0.081,151311549,2.093421685162235,93.91525641025645
-0.8494,0.159,0.75,0.091,150445665,2.7118072290411908,85.08972727272729
0.0,0.0,1.0,0.0,150348912,1.9030899869919435,100.0
0.973,0.0,0.508,0.492,150253963,2.1789769472931693,75.42784482758621
0.7579,0.0,0.649,0.351,150200116,1.8808135922807911,100.0
0.2477,0.106,0.779,0.115,149962436,2.6946051989335684,72.00500000000001
-0.5236,0.197,0.682,0.121,149528650,2.2988530764097064,90.64644230769233
-0.1531,0.126,0.774,0.099,149337226,2.517195897949974,40.486136363636376
0.0,0.0,1.0,0.0,148977376,1.977723605288848,100.0
-0.8271,0.31,0.619,0.071,148947024,2.198657086954422,54.86910256410261
-0.9867,0.193,0.777,0.03,148698504,2.904715545278681,50.234779411764734
0.9182,0.035,0.867,0.098,148615563,3.024074987307426,62.541693717277525
0.4767,0.0,0.871,0.129,148112730,1.9344984512435677,100.0
-0.2411,0.079,0.921,0.0,147587718,2.1398790864012365,89.44
0.6705,0.0,0.686,0.314,147399878,1.8750612633917,100.0
-0.128,0.092,0.831,0.077,147083410,2.2329961103921536,76.98227272727276
0.83,0.124,0.626,0.249,147080154,2.469822015978163,75.63250000000004
-0.2584,0.289,0.711,0.0,146977587,1.556302500767287,100.0
0.8847,0.03,0.819,0.151,146960119,2.753583058892906,65.84666666666668
0.1779,0.137,0.683,0.18,146914984,1.8808135922807911,100.0
-0.3261,0.338,0.487,0.175,146669156,1.8808135922807911,100.0
-0.5859,0.425,0.411,0.164,146350573,1.6901960800285134,100.0
0.7518,0.072,0.787,0.141,146286977,2.761175813155732,30.27321428571432
-0.4934,0.102,0.838,0.059,146204733,2.526339277389844,25.188208955223885
-0.5759,0.069,0.905,0.025,146050937,2.741151598851785,72.60970588235296
-0.9823,0.201,0.701,0.098,145763604,3.016197353512439,44.21722560975613
-0.9169,0.155,0.822,0.022,145756610,2.7151673578484576,80.50122222222224
0.0,0.0,1.0,0.0,145618010,1.9912260756924949,100.0
0.0,0.0,1.0,0.0,145230076,1.5051499783199058,100.0
-0.7022,0.152,0.771,0.077,145097730,2.53655844257153,75.50972727272729
0.8404,0.111,0.73,0.159,144784503,2.8109042806687,78.43491250000002
0.4173,0.0,0.679,0.321,144779788,1.7993405494535817,100.0
-0.7741,0.166,0.796,0.038,144620632,2.447158031342219,75.76500000000001
-0.7351,0.22,0.78,0.0,144574885,2.2013971243204518,50.66500000000002
-0.8078,0.197,0.726,0.077,144551532,2.54282542695918,60.92541666666668
0.0,0.0,1.0,0.0,144479385,1.8976270912904407,100.0
0.8242,0.028,0.847,0.125,143083824,2.7520484478194382,69.14142857142859
0.2514,0.064,0.825,0.11,143037530,1.9912260756924949,100.0
-0.6233,0.135,0.782,0.083,143003896,2.57287160220048,77.57582608695652
-0.7199,0.193,0.641,0.167,142944157,2.7242758696007887,50.52434278350515
-0.4019,0.085,0.915,0.0,142652426,2.1583624920952493,92.345
-0.3818,0.066,0.934,0.0,142630215,2.392696953259666,57.09500000000003
0.9303,0.046,0.845,0.109,142547969,3.15044940946088,53.74800000000003
-0.7927,0.268,0.661,0.071,142486362,2.278753600952829,64.4693181818182
-0.3687,0.132,0.798,0.07,142191944,2.296665190261531,77.70585585585587
-0.1715,0.087,0.807,0.106,142157782,2.8208579894397,73.65400000000001
-0.4767,0.205,0.795,0.0,142154957,1.89209460269048,100.0
0.0,0.0,1.0,0.0,142074651,1.662757831681574,100.0
0.7526,0.0,0.789,0.211,142069341,2.14921911265538,78.34508620689657
0.0,0.0,1.0,0.0,141954952,2.123851640967086,64.80075757575761
0.0516,0.232,0.493,0.275,141952771,2.021189299069938,90.08833333333334
-0.6433,0.069,0.899,0.032,141952248,2.661812685537261,84.87642857142858
0.079,0.103,0.79,0.106,141882058,2.720985744153739,75.51052631578948
-0.2584,0.184,0.816,0.0,141608002,1.7708520116421442,100.0
0.9792,0.041,0.832,0.127,141585376,3.1696744340588063,66.5975961963733
-0.9069,0.099,0.868,0.033,141175817,2.925827574624742,80.14165789473684
-0.848,0.167,0.833,0.0,141109824,2.426511261364575,75.86431818181819
-0.1027,0.09,0.833,0.077,140932668,2.130333768495006,84.17956896551725
0.0,0.0,1.0,0.0,140925357,0.6989700043360187,100.0
0.8465,0.027,0.759,0.215,140653553,2.3541084391474008,96.49400000000004
0.8807,0.094,0.722,0.184,140409928,2.742725131304698,78.60551470588237
0.4404,0.081,0.772,0.147,140368849,2.064457989226918,79.94000000000001
0.4503,0.143,0.678,0.18,140356745,2.591064607026499,60.07285714285717
-0.821,0.167,0.779,0.054,140317646,2.591064607026499,61.07909090909095
-0.2732,0.207,0.651,0.142,140202088,1.9242792860618811,100.0
-0.2584,0.127,0.873,0.0,140132756,1.8750612633917,100.0
-0.7125,0.159,0.791,0.05,139921753,2.421603926869831,75.27063775510206
-0.0873,0.159,0.72,0.121,139920208,2.383815365980431,85.01433333333335
0.3182,0.0,0.859,0.141,139912872,1.9395192526186185,100.0
-0.1331,0.249,0.532,0.219,139838087,1.845098040014257,100.0
-0.3935,0.114,0.832,0.054,139419792,2.332438459915605,82.47500000000001
-0.7579,0.217,0.73,0.053,139191728,2.287801729930226,61.17708333333337
0.3472,0.092,0.783,0.126,138766130,2.311753861055754,75.71324324324326
0.0,0.0,1.0,0.0,138662585,1.2041199826559246,100.0
-0.7385,0.108,0.83,0.062,138656996,2.88024177589548,44.51727272727274
0.0,0.0,1.0,0.0,138649487,1.1760912590556811,100.0
0.4588,0.0,0.0,1.0,138621776,0.3010299956639811,100.0
-0.6093,0.262,0.738,0.0,138372135,1.89209460269048,100.0
0.0,0.0,1.0,0.0,138299005,2.2624510897304293,88.33754901960786
-0.5659,0.098,0.816,0.086,138251947,2.8241258339165487,78.97405813953489
-0.5854,0.136,0.724,0.14,138222026,3.2655253352190736,58.05032544378702
-0.1027,0.044,0.917,0.039,138184996,2.5763413502057926,72.94609090909093
-0.8049,0.116,0.884,0.0,138097553,2.5415792439465807,83.38026865671644
0.3252,0.11,0.741,0.148,137996893,2.1789769472931693,75.99000000000002
0.296,0.0,0.929,0.071,137974753,2.1205739312058496,98.76577586206898
0.8,0.089,0.743,0.168,137962453,2.673020907128896,48.58688144329899
-0.1511,0.137,0.863,0.0,137440395,1.785329835010767,100.0
0.886,0.0,0.706,0.294,137415571,2.143014800254095,66.62214285714289
0.8876,0.015,0.907,0.078,137393067,2.9698816437465,66.53716120745025
0.5499,0.101,0.781,0.118,137355492,2.631443769013172,44.66148734177217
0.6859,0.103,0.766,0.131,137354907,2.83695673705955,25.52127697841729
0.2023,0.052,0.862,0.086,137353502,2.387389826338729,85.38
-0.6261,0.09,0.879,0.031,137353089,2.635483746814912,76.385
0.5957,0.062,0.839,0.099,137351851,2.7745169657285493,80.06551120448182
-0.5848,0.116,0.884,0.0,137349466,2.204119982655925,73.17000000000003
-0.9132,0.162,0.752,0.086,137346615,2.748962861256161,86.44815160955349
-0.8644,0.231,0.726,0.043,137344880,2.387389826338729,75.73333333333335
0.5497,0.055,0.801,0.144,137254518,2.2600713879850747,83.70714285714288
0.8718,0.046,0.8,0.154,137232238,2.6424645202421213,61.4077777777778
-0.6458,0.249,0.68,0.071,137208665,2.301029995663981,37.50370689655173
0.2684,0.133,0.742,0.125,137188146,2.966141732739032,74.10244755244757
0.9904,0.068,0.752,0.18,137145512,3.2013971243204518,62.556369257950536
-0.7954,0.092,0.84,0.068,137092019,3.159266331093494,57.0511485079806
-0.2535,0.155,0.722,0.123,136977365,2.1846914308175984,79.74625000000002
0.3182,0.072,0.82,0.108,136841627,2.686636269262293,44.35500000000002
-0.3063,0.108,0.795,0.097,136766032,2.9951962915971797,66.29957028852057
-0.0258,0.267,0.476,0.257,136738788,1.6434526764861872,100.0
-0.8818,0.095,0.886,0.019,136717541,2.869818207979328,58.76642857142859
-0.5,0.171,0.757,0.073,136638544,2.1931245983544616,74.49919540229887
-0.6249,0.272,0.728,0.0,136499740,1.869231719730976,100.0
-0.594,0.144,0.856,0.0,136442882,2.110589710299249,69.99384615384618
0.0,0.0,1.0,0.0,136429453,1.7923916894982537,100.0
0.0,0.0,1.0,0.0,136428970,1.7993405494535817,100.0
0.4082,0.169,0.531,0.301,136382171,1.869231719730976,100.0
0.2112,0.118,0.734,0.148,136377151,2.436162647040756,78.70552941176472
0.0,0.0,1.0,0.0,136327639,1.6127838567197357,100.0
0.0772,0.0,0.902,0.098,136307339,1.6901960800285134,100.0
-0.9669,0.272,0.539,0.189,136305845,2.873901597864461,72.84798913043481
0.0,0.0,1.0,0.0,136304393,2.2430380486862944,98.7185945945946
-0.6333,0.168,0.776,0.056,136304192,2.27415784926368,86.65775000000001
0.0,0.0,1.0,0.0,136245365,2.0530784434834195,92.43000000000002
0.2263,0.082,0.812,0.105,136243444,2.611723308007342,82.19400000000003
-0.0191,0.107,0.893,0.0,136237229,1.6720978579357173,100.0
-0.1531,0.234,0.552,0.214,135995204,2.245512667814149,45.86583333333337
0.8095,0.0,0.696,0.304,135983520,2.2671717284030133,77.63988095238099
0.0,0.0,1.0,0.0,135951162,1.832508912706236,100.0
-0.1035,0.149,0.727,0.125,135434248,2.4996870826184034,67.75207692307694
0.296,0.0,0.0,1.0,134925719,0.4771212547196624,100.0
0.0,0.0,1.0,0.0,134923394,1.3424226808222062,100.0
-0.9704,0.367,0.633,0.0,134867609,2.4668676203541096,53.084166666666704
-0.6249,0.111,0.889,0.0,134856053,2.176091259055681,72.79558823529413
0.6249,0.059,0.851,0.09,134699930,3.013679697291192,57.09750000000001
0.0,0.0,1.0,0.0,134534213,1.7923916894982537,100.0
-0.6166,0.212,0.699,0.089,134499543,2.187520720836463,50.13000000000002
0.56,0.138,0.678,0.185,134213688,2.549003262025788,52.14334745762713
0.5777,0.067,0.821,0.111,134153891,2.851869600729766,82.21356514788171
-0.4885,0.143,0.857,0.0,134149550,2.130333768495006,76.03
0.8356,0.124,0.706,0.17,134111147,2.7299742856995555,82.03285714285715
0.0,0.0,1.0,0.0,133958589,1.2041199826559246,100.0
-0.296,0.355,0.645,0.0,133947338,1.2787536009528289,100.0
-0.211,0.066,0.893,0.04,133758798,2.537819095073274,74.92927238805973
-0.7805,0.198,0.751,0.051,133718140,2.3654879848908994,48.36000000000004
0.0,0.0,1.0,0.0,133625524,1.8808135922807911,100.0
-0.3291,0.039,0.944,0.018,133595585,2.5465426634781307,70.52487562189056
-0.2373,0.115,0.819,0.065,133582998,2.3304137733491905,71.49500000000003
-0.5423,0.333,0.667,0.0,133408193,1.7323937598229684,100.0
0.0816,0.094,0.797,0.11,133399249,1.9493900066449128,100.0
0.2117,0.053,0.855,0.093,133387727,2.021189299069938,74.01500000000001
-0.127,0.121,0.805,0.074,133183514,2.2013971243204518,78.34508620689657
-0.4214,0.182,0.734,0.084,133041697,2.173186268412274,75.50000000000003
-0.5574,0.31,0.69,0.0,133004992,1.6334684555795864,100.0
-0.701,0.137,0.784,0.079,133003793,2.6148972160331345,30.470000000000027
0.6901,0.0,0.749,0.251,132940534,1.944482672150169,100.0
-0.7685,0.289,0.647,0.064,132705584,2.198657086954422,81.89428571428574
0.0,0.0,1.0,0.0,132686388,1.5314789170422551,100.0
-0.296,0.268,0.732,0.0,132491661,1.6989700043360183,100.0
-0.5856,0.386,0.489,0.125,132354502,1.968482948553935,100.0
-0.4284,0.279,0.597,0.125,132340248,1.977723605288848,100.0
0.5158,0.069,0.816,0.115,132301633,2.4132997640812515,68.47507246376813
0.0,0.0,1.0,0.0,132228509,1.9637878273455551,100.0
-0.4767,0.124,0.876,0.0,132208002,2.071882007306125,88.49293478260873
-0.6794,0.14,0.772,0.088,131885370,2.4329692908744054,98.78681355932204
0.865,0.079,0.788,0.134,131621022,2.8627275283179743,83.75353754940714
0.9343,0.013,0.82,0.167,131376571,2.6848453616444123,70.64500000000001
-0.947,0.198,0.788,0.015,131321445,2.660865478003869,77.04895331325304
0.1655,0.097,0.754,0.149,131316366,2.1461280356782377,75.50000000000003
0.0644,0.031,0.934,0.035,131313024,2.513217600067939,88.82386363636364
-0.5859,0.039,0.961,0.0,131308674,2.6857417386022635,81.22942982456142
-0.3612,0.294,0.706,0.0,131114781,1.5314789170422551,100.0
-0.9112,0.343,0.657,0.0,131103827,2.1931245983544616,75.42500000000001
0.0258,0.029,0.938,0.032,131098132,2.3344537511509307,71.68949324324328
0.0,0.0,1.0,0.0,131090333,2.071882007306125,83.37750000000003
0.8396,0.051,0.816,0.133,131065270,2.696356388733332,71.32790948275863
-0.5283,0.11,0.831,0.059,130999212,2.5854607295085006,80.23516883116883
0.9481,0.054,0.803,0.144,130937787,2.966610986681934,78.53597615499258
-0.8271,0.214,0.734,0.052,130926595,2.2671717284030133,92.81567307692308
-0.128,0.149,0.711,0.14,130913819,2.403120521175817,88.905
-0.1025,0.063,0.886,0.051,130802521,2.133538908370217,95.165
-0.3391,0.122,0.765,0.114,130737562,2.305351369446624,76.80319767441863
-0.319,0.073,0.84,0.086,130690027,2.8463371121298047,64.28666666666669
0.743,0.121,0.596,0.283,130612110,2.318063334962761,50.2388235294118
-0.3917,0.115,0.775,0.11,130494221,2.82865989653532,75.15509615384616
-0.7964,0.1,0.874,0.025,130316663,2.7143297597452327,-3.8863636363635976
-0.913,0.213,0.637,0.15,130268404,2.747411807886423,68.92027305825243
-0.0191,0.082,0.918,0.0,130245295,1.832508912706236,100.0
-0.6757,0.107,0.807,0.086,130237567,3.030194785356751,64.8065384615385
-0.5423,0.123,0.877,0.0,129967211,2.206825876031849,45.4721428571429
-0.1779,0.104,0.829,0.067,129938075,1.9912260756924949,100.0
0.0,0.0,1.0,0.0,129726343,1.944482672150169,100.0
-0.6249,0.111,0.889,0.0,129703228,2.255272505103306,82.5858823529412
-0.2584,0.088,0.912,0.0,129564739,1.9867717342662448,100.0
0.4099,0.048,0.87,0.082,129552993,2.6893088591236203,72.27933252427187
0.2382,0.069,0.814,0.116,129533168,2.318063334962761,69.90403846153849
-0.5475,0.258,0.565,0.178,129284192,2.404833716619938,58.18246951219516
-0.296,0.044,0.956,0.0,129191209,2.3692158574101425,91.84442176870752
-0.7882,0.21,0.734,0.056,129134579,2.2988530764097064,84.9996756756757
0.4578,0.047,0.882,0.071,129059318,2.625312450961674,70.8587594936709
-0.8436,0.138,0.794,0.068,128992758,2.868056361823041,52.88029676258997
0.4445,0.146,0.634,0.22,128971163,2.2380461031287955,49.83451612903227
-0.3632,0.076,0.888,0.037,128944544,2.658011396657112,79.0558823529412
0.9434,0.034,0.87,0.095,128939273,3.102433705681336,80.05960843373495
0.2406,0.0,0.951,0.049,128935592,2.513217600067939,64.66285714285716
-0.3883,0.092,0.863,0.045,128817578,2.437750562820388,81.89916666666669
