compound,neg,neu,pos,recommendationid,length,readability_score
-0.7926,0.112,0.78,0.107,116440824,3.5113485154902127,58.73752212389383
-0.6249,0.24,0.76,0.0,115870155,1.8808135922807911,100.0
0.6369,0.0,0.792,0.208,115743386,1.9542425094393248,100.0
-0.8686,0.137,0.766,0.098,113544790,3.1085650237328344,72.6570430672269
-0.5897,0.173,0.827,0.0,113532292,2.110589710299249,63.02000000000002
-0.4215,0.083,0.917,0.0,112422094,2.214843848047698,92.965
-0.5267,0.298,0.702,0.0,108661192,1.8750612633917,100.0
-0.6402,0.367,0.633,0.0,102748815,1.7708520116421442,100.0
0.9593,0.031,0.757,0.212,102157828,2.683947130751512,44.26220588235296
0.9515,0.106,0.693,0.201,102064615,2.9344984512435675,77.84117439293598
0.9904,0.058,0.755,0.187,101904029,3.121887985103681,69.78005403687224
-0.5574,0.783,0.217,0.0,101546870,0.9542425094393248,100.0
0.6235,0.152,0.633,0.215,100112947,2.332438459915605,72.07326923076926
-0.2922,0.142,0.717,0.141,99801275,2.787460474518415,33.67591463414638
-0.8581,0.253,0.747,0.0,63840205,2.2253092817258624,85.47417647058826
-0.2755,0.26,0.74,0.0,59411603,1.4771212547196624,100.0
-0.6908,0.54,0.46,0.0,57309652,1.380211241711606,100.0
0.9644,0.06,0.795,0.145,56989463,3.030194785356751,61.14757621951222
0.3818,0.0,0.794,0.206,55476373,1.8061799739838869,100.0
-0.3503,0.13,0.761,0.109,55453371,2.4668676203541096,96.00383870967744
-0.5859,0.167,0.678,0.156,55448526,2.4941545940184424,62.15290983606559
0.0,0.0,1.0,0.0,55413081,1.5314789170422551,100.0
0.6124,0.05,0.788,0.162,55408490,2.3384564936046046,80.9298076923077
0.9901,0.009,0.877,0.113,55336527,3.3673559210260184,71.96110255752289
0.9833,0.052,0.692,0.256,55326323,2.902546779313991,55.81935433070866
-0.2755,0.075,0.925,0.0,110789961,2.2121876044039577,62.11708333333337
-0.4134,0.07,0.87,0.06,55288506,2.5932860670204567,70.99357142857143
0.9045,0.112,0.57,0.318,79687824,2.326335860928751,78.58096153846155
-0.5692,0.335,0.56,0.106,67564044,1.8129133566428552,100.0
0.7555,0.058,0.798,0.144,52204895,2.814913181275074,74.41025210084035
0.9448,0.048,0.762,0.189,51293580,2.7379873263334304,85.81178217821783
0.9589,0.042,0.562,0.395,51084118,2.320146286111054,54.45000000000002
0.0,0.0,1.0,0.0,50725651,1.3424226808222062,100.0
0.9926,0.026,0.794,0.179,50648963,3.148910993109356,67.90331060606064
0.2984,0.026,0.911,0.063,50554865,2.4969296480732144,64.6875287356322
0.9925,0.109,0.736,0.155,54862878,3.6554265877459184,73.55404545454546
0.8421,0.054,0.825,0.121,54754066,2.8796692056320534,77.25975000000001
0.34,0.0,0.897,0.103,54543750,2.012837224705172,91.43464285714288
0.9353,0.057,0.828,0.115,54507477,3.131618664349125,77.9054808959157
0.5355,0.174,0.53,0.296,84197012,2.02530586526477,63.86500000000004
-0.3947,0.148,0.772,0.08,153898651,2.296665190261531,67.48818181818186
0.8942,0.064,0.795,0.141,144550965,2.8615344108590377,61.68606965174132
0.4939,0.161,0.612,0.227,140051039,2.342422680822206,67.32894736842107
-0.7351,1.0,0.0,0.0,137191690,1.1139433523068367,100.0
-0.3359,0.132,0.819,0.048,134672258,2.296665190261531,84.56531531531532
0.9641,0.076,0.768,0.156,134182133,3.1293675957229854,56.97411931818184
0.3941,0.151,0.687,0.162,133546087,3.0119931146592567,87.24581613508444
0.7706,0.029,0.914,0.057,132773986,3.130333768495006,98.4741314163498
-0.8625,0.242,0.758,0.0,132616936,2.2227164711475837,63.10363636363638
0.2058,0.149,0.674,0.177,132197708,2.0681858617461617,88.49293478260873
0.7227,0.111,0.633,0.256,133297672,2.187520720836463,68.93950000000002
0.9867,0.029,0.742,0.228,119554212,2.885926339801431,74.26094827586209
0.0,0.0,1.0,0.0,116825133,1.7558748556724912,100.0
-0.7419,0.128,0.841,0.031,101684737,2.674861140737811,72.95894194756555
-0.431,0.174,0.65,0.176,101516102,2.403120521175817,92.30875
0.2382,0.058,0.864,0.078,101503423,2.418301291319745,69.45625000000003
0.9952,0.051,0.742,0.207,95754192,3.258158193340794,76.01842197035747
-0.2755,0.105,0.895,0.0,95294819,2.012837224705172,80.18561403508772
0.4005,0.028,0.901,0.072,95202831,2.8014037100173548,68.34440983606561
0.0,0.0,1.0,0.0,94255106,2.1931245983544616,57.793103448275886
0.9072,0.061,0.802,0.137,93891431,2.771587480881255,60.29496495327104
-0.9891,0.182,0.689,0.129,93853977,3.410945858687774,55.56829515877151
0.2755,0.096,0.792,0.112,91962408,2.577491799837225,57.79738709677423
0.8834,0.0,0.767,0.233,91656712,2.3096301674258983,78.54895270270272
0.9477,0.089,0.615,0.296,91084173,2.447158031342219,72.3793103448276
-0.0721,0.138,0.728,0.134,91054305,2.4409090820652173,78.12846153846156
0.8028,0.085,0.804,0.112,90988795,3.096910013008056,60.494336917562734
-0.875,0.097,0.813,0.09,90897167,3.7522789854601184,69.08523319908281
0.8604,0.061,0.767,0.172,89456891,2.4563660331290427,83.65526315789475
0.4588,0.078,0.804,0.118,79609717,2.363611979892144,48.36000000000004
0.9942,0.024,0.799,0.178,79215099,3.2617385473525373,59.80728892187793
-0.9956,0.125,0.784,0.091,79080518,3.887167020894774,70.5584397224134
0.9478,0.133,0.713,0.154,76380786,3.658393026279124,68.5093674803255
0.973,0.047,0.547,0.406,75602047,2.3096301674258983,80.83543918918923
0.8887,0.015,0.882,0.103,74567051,2.808885867359812,-32.139687499999965
-0.8261,0.11,0.848,0.042,74551939,2.736396502276642,76.46126947040501
0.6555,0.092,0.799,0.109,71383533,3.314499227973151,76.21492644655117
0.9353,0.121,0.654,0.226,69892201,2.6095944092252195,81.37694444444446
0.9984,0.074,0.646,0.28,69012764,3.2491983573911125,60.51250273822566
0.989,0.069,0.763,0.168,67631662,3.1547282074401557,73.50036682179032
0.5983,0.0,0.648,0.352,67139599,1.7781512503836434,100.0
0.4926,0.0,0.738,0.262,66617649,1.6989700043360183,100.0
0.4282,0.055,0.789,0.156,63578441,2.3483048630481607,72.72000000000003
0.3071,0.089,0.769,0.142,63131968,2.4800069429571505,67.59012578616354
0.9021,0.091,0.756,0.154,56241846,2.893206753059848,52.4327591240876
0.6808,0.0,0.663,0.337,55976407,1.7634279935629371,100.0
0.7776,0.046,0.833,0.12,55796045,2.4913616938342726,76.8864655172414
-0.9019,0.08,0.852,0.068,55794896,3.5217916496391237,55.21287878787879
0.7263,0.0,0.663,0.337,55791211,1.89209460269048,100.0
0.9403,0.044,0.828,0.128,55790420,2.9951962915971797,56.97668539325845
0.0,0.0,1.0,0.0,55786140,1.8388490907372552,100.0
-0.9132,0.197,0.768,0.035,55782680,2.6532125137753435,79.48250000000003
0.9343,0.0,0.456,0.544,55781743,1.845098040014257,100.0
0.9843,0.07,0.797,0.133,55778072,3.3161800988934527,73.66671511627908
0.9932,0.09,0.759,0.151,55776446,3.531351164583059,69.7975064935065
0.2668,0.136,0.757,0.107,55765298,2.4668676203541096,79.32142857142858
0.996,0.073,0.771,0.156,55754301,3.5927317663939617,63.46395348837211
0.6543,0.141,0.653,0.205,55752078,2.173186268412274,84.17956896551725
0.975,0.103,0.665,0.232,55741884,2.877946951629188,63.50309523809524
0.0,0.0,1.0,0.0,55741598,1.1461280356782375,100.0
0.9067,0.083,0.746,0.172,55737231,2.806858029518817,66.7338768115942
-0.8003,0.208,0.666,0.126,55723719,2.705863712283919,-15.218673469387724
-0.2817,0.188,0.727,0.085,55710460,1.9590413923210928,100.0
0.6114,0.026,0.898,0.076,55661501,2.6901960800285134,85.52677551020409
0.8342,0.039,0.818,0.143,55661490,2.700703717145019,51.89259708737866
0.7964,0.076,0.786,0.138,55659085,2.7972675408307164,71.81414285714287
-0.9834,0.189,0.702,0.109,55657467,3.1625644065230185,74.69151079136692
-0.6154,0.116,0.779,0.105,55651421,2.9552065375419416,74.81799598393577
0.8422,0.087,0.712,0.201,55650049,2.60422605308447,67.54
-0.9712,0.244,0.628,0.128,55646978,2.831229693867063,85.06930769230772
0.8497,0.103,0.746,0.15,55646905,2.7032913781186614,71.72818840579711
0.4482,0.088,0.761,0.151,55643971,2.5403294747908736,88.25758695652175
-0.47,0.176,0.824,0.0,55640081,2.049218022670181,83.37750000000003
-0.9193,0.067,0.881,0.052,55636927,3.5344068991378768,58.25710657580443
-0.25,0.118,0.882,0.0,55635728,1.8864907251724816,100.0
0.5967,0.044,0.859,0.097,55634911,2.880813592280792,80.27355403348557
0.9947,0.039,0.598,0.363,55634903,2.77232170672292,68.86435828877009
-0.6825,0.214,0.786,0.0,55634732,1.9084850188786495,100.0
-0.4215,0.149,0.851,0.0,55634621,1.9731278535996983,100.0
0.7264,0.0,0.736,0.264,55631065,2.021189299069938,76.97144736842105
-0.7474,0.135,0.792,0.074,55631029,2.686636269262293,73.71252747252748
0.6275,0.066,0.746,0.189,109429510,2.173186268412274,57.55785714285717
0.7951,0.055,0.808,0.137,72765424,2.518513939877887,23.26500000000001
-0.9953,0.213,0.68,0.107,50245636,3.373279893277496,64.42335051546394
0.0,0.0,1.0,0.0,52505245,1.8864907251724816,100.0
0.8248,0.038,0.792,0.17,51005880,2.559906625036112,63.69500000000001
0.8695,0.122,0.741,0.137,49246118,3.5848963441374497,60.459210526315815
0.9028,0.092,0.743,0.164,61657292,2.9014583213961123,75.24158536585367
0.9638,0.06,0.67,0.27,61477737,2.626340367375042,60.14250000000003
0.978,0.114,0.676,0.21,60013523,3.1344958558346736,33.33000000000001
0.6189,0.086,0.79,0.124,49271671,2.7937903846908183,71.72000000000004
0.4983,0.132,0.717,0.151,92158177,2.45178643552429,89.64909090909092
0.8916,0.136,0.682,0.182,50983626,2.853698211776174,67.72091603053437
-0.6943,0.135,0.725,0.14,86431211,3.75158700508231,67.52495918517431
0.9938,0.063,0.749,0.188,49494978,3.29622628726116,61.345978595513856
0.6407,0.03,0.909,0.061,115580078,2.745074791582057,69.78633333333336
0.692,0.047,0.865,0.088,114735873,2.763427993562937,78.78111111111113
-0.2755,0.1,0.9,0.0,107164316,2.045322978786657,82.47500000000001
0.5459,0.038,0.874,0.089,100084790,2.657055852857104,67.15882352941179
-0.3145,0.272,0.552,0.175,96622086,1.9956351945975497,100.0
-0.8406,0.137,0.815,0.047,95667166,2.697229342759717,69.40640449438203
0.0,0.0,1.0,0.0,94410015,1.322219294733919,100.0
0.9413,0.0,0.85,0.15,93576317,2.748962861256161,73.98318181818185
-0.9153,0.301,0.699,0.0,92739223,2.3502480183341623,29.80432432432434
0.0,0.0,1.0,0.0,92363556,1.8260748027008264,100.0
-0.8316,0.404,0.596,0.0,91991647,1.9493900066449128,100.0
0.1511,0.296,0.341,0.363,78159346,1.4913616938342726,100.0
0.9747,0.076,0.725,0.2,78109821,2.959518376972998,65.56627371273716
-0.9456,0.183,0.737,0.08,77352637,2.808885867359812,69.45788340336135
0.9987,0.084,0.693,0.223,76738700,3.45117215751254,76.14539654574862
0.4433,0.052,0.889,0.058,76738114,3.185542154854375,61.50815397350995
0.9717,0.088,0.766,0.146,76689151,3.2245330626060857,68.84935897435899
0.9163,0.087,0.812,0.101,76683595,3.700963178159549,71.6802884615385
-0.4754,0.115,0.82,0.066,76682024,2.5921767573958667,71.93261363636367
-0.9713,0.158,0.807,0.035,76666487,2.952792443044092,73.31698977505114
-0.0772,0.196,0.629,0.175,76649913,1.7075701760979365,100.0
0.9133,0.042,0.809,0.149,76638183,2.7888751157754164,79.10065517241381
0.8027,0.053,0.854,0.093,76631804,3.081707270097349,63.86500000000004
-0.3709,0.06,0.908,0.032,76628440,2.780317312140151,90.32543988269796
-0.5018,0.098,0.861,0.041,76620207,2.6946051989335684,64.71785714285716
0.9512,0.056,0.857,0.087,76616740,3.495683067616915,67.39387200040332
0.5634,0.079,0.833,0.088,76599031,3.468642668391511,50.659375000000026
-0.6705,0.2,0.8,0.0,76595200,2.133538908370217,64.22999999999999
-0.9941,0.165,0.72,0.115,76592962,3.6772418459466536,75.4154605263158
-0.1263,0.276,0.488,0.236,76591413,1.7075701760979365,100.0
0.98,0.134,0.692,0.174,76583011,3.513617073787874,67.66040437487459
-0.2337,0.098,0.828,0.074,76582858,2.8129133566428552,50.14136363636368
-0.7917,0.077,0.883,0.041,76580792,2.981818607170664,59.41519553072625
-0.5423,0.179,0.821,0.0,76565305,1.977723605288848,100.0
0.8502,0.0,0.85,0.15,76563290,2.624282095835668,83.06771002710029
-0.2792,0.127,0.759,0.115,76550590,3.371621927176021,59.39605512596658
-0.8158,0.132,0.828,0.04,49295500,2.673020907128896,65.38452811244981
-0.8386,0.125,0.875,0.0,72411502,2.518513939877887,79.85113636363639
0.0305,0.131,0.751,0.118,77533832,2.5301996982030817,75.85681693989073
-0.6913,0.181,0.694,0.125,75509099,2.843232778098009,72.43928571428572
0.9795,0.103,0.756,0.141,69537752,3.5735677730392177,60.28937179487184
0.8803,0.102,0.688,0.21,67507859,2.6414741105040997,78.88479518072293
0.88,0.114,0.741,0.144,65953884,3.039017321997412,67.7370488807675
0.9604,0.062,0.769,0.169,64782197,2.950851458888546,57.23000000000002
0.9076,0.037,0.819,0.144,61837780,2.770115294787101,73.07404761904763
0.6124,0.037,0.872,0.09,60952307,2.656098202012832,62.65939393939395
0.7878,0.083,0.796,0.121,49426734,2.9350031514536545,73.52305555555556
-0.1602,0.112,0.799,0.088,125596434,2.521138083704036,65.68069915254239
0.6122,0.073,0.813,0.114,125554471,2.7355988996981795,74.77314465408806
-0.978,0.197,0.734,0.07,125288527,2.8733206018153985,78.50209090909092
-0.0927,0.236,0.596,0.168,125132969,1.8573324964312683,100.0
0.9309,0.038,0.847,0.116,124912084,2.940516484932567,76.1147012987013
-0.4588,0.375,0.625,0.0,124533324,1.591064607026499,100.0
0.9485,0.054,0.781,0.165,124148470,2.7767011839884104,68.52000000000004
-0.9223,0.194,0.788,0.019,124036913,2.60422605308447,60.82034722222224
0.68,0.074,0.703,0.223,123953622,2.332438459915605,78.48750000000003
0.7365,0.106,0.691,0.203,123702070,2.397940008672037,57.66785714285714
-0.395,0.134,0.779,0.087,123631882,2.4132997640812515,74.57911564625854
0.784,0.211,0.314,0.475,123442020,1.7993405494535817,100.0
-0.3291,0.048,0.952,0.0,123438279,2.3384564936046046,82.01250000000003
0.9595,0.0,0.664,0.336,123257821,2.3463529744506384,60.15920731707318
-0.34,0.18,0.711,0.109,123022931,1.9030899869919435,100.0
-0.2091,0.067,0.886,0.047,122948489,2.665580991017953,87.01134920634922
0.5106,0.0,0.377,0.623,122521378,1.230448921378274,100.0
-0.1531,0.151,0.849,0.0,122399791,1.7481880270062005,100.0
-0.7213,0.227,0.773,0.0,122331895,2.227886704613673,70.14470588235295
0.3716,0.0,0.756,0.244,122230689,1.832508912706236,100.0
0.0,0.0,1.0,0.0,122152428,1.2552725051033058,100.0
0.6105,0.059,0.835,0.106,122118094,2.633468455579586,54.22166666666668
-0.6853,0.128,0.798,0.074,121840126,2.6541765418779604,51.63630434782611
0.8735,0.0,0.446,0.554,121826348,1.7323937598229684,100.0
-0.4019,0.231,0.649,0.12,121705822,1.8388490907372552,100.0
0.9711,0.047,0.779,0.174,121644051,2.8561244442423,46.60091127098323
-0.9088,0.194,0.703,0.103,121624616,2.730782275666389,62.55696428571433
0.9807,0.076,0.802,0.123,121619432,3.4084095784684294,60.591481553210045
-0.092,0.066,0.874,0.061,121616029,2.5682017240669945,83.07928571428573
0.5574,0.067,0.814,0.119,121553654,2.628388930050312,63.63685126582281
0.7404,0.0,0.916,0.084,121483499,2.551449997972875,69.5459523809524
0.7524,0.058,0.845,0.097,121300564,3.0425755124401905,22.241940298507476
0.4651,0.056,0.823,0.12,121286611,2.332438459915605,68.69142857142859
-0.1869,0.135,0.752,0.113,120943196,2.716003343634799,71.15428571428575
0.5193,0.067,0.831,0.102,120907276,2.812244696800369,55.98100000000001
0.9307,0.028,0.794,0.177,120511919,2.651278013998144,80.59650735294117
0.9931,0.046,0.81,0.143,120240407,3.39375064034808,80.27104756742109
0.0,0.0,1.0,0.0,120043424,0.6989700043360187,100.0
0.8834,0.047,0.648,0.304,119838723,2.1846914308175984,60.750645161290336
0.7225,0.098,0.763,0.14,119821830,2.720159303405957,66.45179455445546
0.8674,0.0,0.48,0.52,119647921,1.845098040014257,100.0
0.6808,0.0,0.725,0.275,119561872,2.0899051114393976,103.005
-0.5106,0.235,0.765,0.0,119410697,2.021189299069938,55.952500000000015
-0.705,0.255,0.668,0.077,119218584,2.173186268412274,73.24769230769233
0.0,0.0,1.0,0.0,119190821,0.6989700043360187,100.0
0.9361,0.043,0.807,0.15,118990008,2.7993405494535817,66.85500000000003
0.9842,0.099,0.75,0.15,118918983,3.405004665050369,79.08534610347085
0.9336,0.016,0.838,0.146,118637210,2.678518379040114,75.50688659793816
0.6705,0.0,0.756,0.244,118612665,1.9395192526186185,100.0
0.9931,0.049,0.662,0.289,118527238,2.870403905279027,72.57602941176474
0.6249,0.105,0.576,0.319,118480503,1.89209460269048,100.0
0.0,0.0,1.0,0.0,118472276,0.0,100.0
0.9347,0.0,0.275,0.725,118378255,1.1760912590556811,100.0
0.9422,0.0,0.806,0.194,118302438,2.608526033577194,73.41226315789477
0.0,0.0,1.0,0.0,118298820,1.0,100.0
0.9736,0.017,0.658,0.325,118264112,2.3891660843645326,89.9372955974843
0.6249,0.0,0.494,0.506,118217796,1.57978359661681,100.0
0.9852,0.039,0.688,0.273,118099278,2.7839035792727347,57.21154761904765
0.9421,0.0,0.43,0.57,118011529,1.89209460269048,100.0
0.7397,0.0,0.242,0.758,117943413,1.2041199826559246,100.0
-0.9561,0.2,0.708,0.092,117942534,2.9122220565324155,61.12304093567255
0.6597,0.056,0.797,0.148,117908882,2.3483048630481607,32.99000000000004
0.9809,0.04,0.732,0.227,117907324,2.7520484478194382,73.63212121212125
0.9097,0.103,0.61,0.287,117886165,2.4149733479708178,62.62500000000003
0.6438,0.057,0.854,0.089,117818715,2.7151673578484576,70.54311403508774
0.6249,0.0,0.196,0.804,117735732,1.041392685158225,100.0
0.7165,0.0,0.401,0.599,117730331,1.3979400086720375,100.0
0.9906,0.033,0.876,0.091,117687591,3.4938761108528227,68.86177474688313
0.6708,0.035,0.891,0.073,117463446,2.787460474518415,58.60136363636366
0.7801,0.0,0.584,0.416,117427120,1.851258348719075,100.0
0.8638,0.047,0.819,0.134,117245920,2.796574333210429,62.875756097561
0.8564,0.109,0.619,0.272,117245833,2.2988530764097064,82.66254385964915
0.0,0.0,1.0,0.0,117168344,1.1139433523068367,100.0
0.976,0.0,0.568,0.432,117163204,2.3617278360175926,75.36461538461539
0.9649,0.01,0.88,0.111,117097108,3.075181854618691,48.66132352941179
0.2732,0.293,0.267,0.44,117096090,1.3979400086720375,100.0
0.3612,0.0,0.95,0.05,117090457,2.383815365980431,36.242857142857176
-0.8599,0.09,0.847,0.063,117077417,3.2949069106051923,78.79095060190951
0.8807,0.0,0.588,0.412,117070468,2.0293837776852093,74.01500000000001
0.9866,0.024,0.842,0.134,117044539,3.131939295210424,81.91060344827588
0.4404,0.0,0.256,0.744,117042048,0.9542425094393248,100.0
0.5112,0.0,0.93,0.07,117038170,2.487138375477186,74.41054237288137
0.0,0.0,1.0,0.0,117031864,1.5185139398778873,100.0
0.0,0.0,1.0,0.0,117009881,1.8129133566428552,100.0
0.7906,0.069,0.639,0.292,116996966,2.181843587944772,79.5259523809524
0.9433,0.037,0.724,0.239,116975640,2.5705429398818973,80.20000000000003
-0.3641,0.131,0.795,0.074,116952460,2.318063334962761,67.32894736842107
0.9753,0.015,0.671,0.314,116948913,2.602059991327962,57.86321428571432
0.7351,0.0,0.244,0.756,116872351,1.301029995663981,100.0
-0.2162,0.178,0.67,0.153,116869481,2.143014800254095,80.33250000000004
0.8619,0.0,0.576,0.424,116852576,1.8573324964312683,100.0
