compound,neg,neu,pos,recommendationid,length,readability_score,reviewerid,appid,review_count,game_count,playtime_forever,playtime_at_review,playtime_last_two_week,voted_up,votes_up,votes_funny,comment_count,steam_purchase,received_for_free,written_during_early_access
0.5362,0.09,0.676,0.234,45226124,2.14921911265538,65.55550000000002,76561198044635521,812040,15,143,620,600,0,1,1,0,0,1,0,1
0.5106,0.0,0.548,0.452,45228624,1.230448921378274,100.0,76561198071871283,359320,3,160,64213,56780,0,1,2,0,0,1,0,0
-0.6808,0.096,0.904,0.0,45228906,2.460897842756548,84.02388157894738,76561198259035648,244850,26,144,29487,11850,0,0,2,0,0,1,0,1
0.9944,0.027,0.726,0.247,45232329,3.017450729510536,72.61366666666669,76561198342476957,812040,7,114,127,66,0,1,4,0,0,1,0,1
0.9883,0.015,0.785,0.2,45233436,2.985875357308393,67.66543913713406,76561197981736706,330460,20,573,1541,1409,0,1,2,0,0,1,0,1
0.6239,0.03,0.885,0.085,45233772,2.617000341120898,89.03746511627908,76561198128517500,821610,5,0,1190,1190,0,0,40,0,0,0,0,0
0.9591,0.135,0.693,0.172,45236003,3.339848783037637,60.55432126696834,76561197962714021,812040,3,431,110,110,0,0,5,0,0,1,0,1
-0.5994,0.189,0.811,0.0,45237980,2.1553360374650614,53.72461538461542,76561198447303021,865090,15,0,47,31,0,1,1,1,0,1,0,0
0.8833,0.041,0.746,0.213,45240053,2.431363764158988,86.45909090909092,76561198019011470,913710,34,0,29,29,0,1,0,1,0,0,0,1
-0.2845,0.192,0.585,0.223,45242503,2.0293837776852093,73.16833333333334,76561198844112714,921780,1,0,65,65,0,0,2,4,0,1,0,0
0.9412,0.07,0.808,0.122,45247302,3.1405080430381798,78.02470216606498,76561198031445199,812040,90,0,1328,1304,0,1,0,0,3,1,0,1
-0.128,0.156,0.676,0.168,45250543,2.2430380486862944,70.14470588235295,76561198069033822,251950,13,183,44,44,0,0,6,1,0,0,0,1
0.0936,0.033,0.928,0.039,45252411,2.431363764158988,50.878813559322055,76561198055422561,352720,3,218,848,65,0,0,1,0,0,1,0,1
0.8202,0.101,0.633,0.266,45252440,2.27415784926368,80.46500000000002,76561198046369969,332950,21,0,135,65,0,1,0,0,1,0,1,0
-0.0762,0.117,0.811,0.072,45252482,2.1522883443830563,71.13833333333336,76561198088823273,884660,3,0,11,11,0,0,2,1,0,0,0,1
0.1962,0.047,0.854,0.099,45252959,2.2405492482825995,90.5609090909091,76561198011880144,352720,12,173,40,40,0,0,3,0,0,1,0,1
0.6382,0.124,0.739,0.138,45253123,3.3673559210260184,70.96178473700216,76561197970401556,921780,72,793,477,44,0,0,5,2,0,1,0,0
0.1027,0.058,0.862,0.08,45253913,2.4941545940184424,72.51060344827589,76561198142780680,383840,1,0,89,47,0,0,1,1,0,1,0,1
0.4526,0.041,0.897,0.062,45254413,3.0546130545568877,70.37612500000002,76561197972499798,230190,219,502,245,245,0,0,1,1,0,1,0,0
0.5719,0.057,0.816,0.127,45255589,2.4132997640812515,73.56731884057973,76561198091748446,429790,4,187,86,86,0,0,3,0,0,0,0,1
0.6486,0.0,0.782,0.218,45257538,1.982271233039568,100.0,76561198271396497,429790,6,0,14,14,0,1,0,2,0,0,0,1
-0.8047,0.179,0.668,0.153,45258045,3.048053173115609,21.97842022116906,76561197983605193,812040,37,567,546,109,0,1,5,0,0,1,0,1
0.6114,0.178,0.323,0.5,45258306,1.556302500767287,100.0,76561198171490611,821610,1,0,32801,89,0,1,0,0,0,0,0,0
0.9945,0.086,0.793,0.122,45258538,3.901894031973821,34.812687116979134,76561198129669941,887530,33,0,881,881,0,0,180,6,24,0,1,0
0.9078,0.018,0.907,0.075,45258959,3.0704073217401198,70.92903383611907,76561198037799869,428660,74,1622,602,281,0,1,24,0,0,1,0,0
0.7351,0.0,0.492,0.508,45259240,1.5682017240669948,100.0,76561198156321042,867420,21,0,1422,1422,0,1,0,0,0,1,0,1
0.9438,0.044,0.812,0.145,45260402,2.86391737695786,57.78459302325584,76561197997875220,812040,55,0,1863,1841,0,1,1,0,0,1,0,1
-0.743,0.45,0.409,0.14,45260759,1.6989700043360183,100.0,76561198272503204,429790,3,21,15,15,0,0,0,0,0,0,0,1
-0.4215,0.189,0.811,0.0,45260887,1.7708520116421442,100.0,76561198146407965,429790,6,64,20,20,0,0,0,0,0,0,0,1
0.775,0.025,0.904,0.072,45261093,2.9754318085092626,64.67397790055249,76561197962150121,812040,153,914,15060,2137,0,1,5,0,0,1,0,1
0.9878,0.013,0.687,0.3,45263046,2.6541765418779604,77.54606060606064,76561197996933626,738520,10,2051,1536,140,0,1,0,0,0,1,0,1
0.0,0.0,1.0,0.0,45264993,1.7558748556724912,100.0,76561198021031534,244850,79,0,385,354,0,0,3,0,1,1,0,1
0.1511,0.061,0.866,0.073,45265332,2.3304137733491905,80.43015151515155,76561198018352491,884660,5,307,242,241,0,0,2,0,2,0,0,1
0.9196,0.0,0.745,0.255,45266894,2.385606273598312,75.05000000000003,76561197971341886,812040,54,0,1538,630,0,1,1,0,0,0,0,1
0.7778,0.0,0.837,0.163,45268033,2.340444114840118,61.70045045045046,76561197983198842,812040,3,203,1586,1312,0,1,1,0,0,1,0,1
-0.6597,0.205,0.795,0.0,45268099,2.064457989226918,84.8146739130435,76561197974979757,922590,121,0,242,242,0,0,1,0,0,1,0,0
0.9022,0.0,0.716,0.284,45268810,2.176091259055681,60.750645161290336,76561198141387621,812040,13,171,18730,458,259,1,1,0,0,1,0,1
0.9817,0.048,0.692,0.26,45270386,2.8055008581584,71.98063218390807,76561197969108269,330460,11,0,1323,705,0,1,5,0,0,1,0,1
0.4404,0.0,0.755,0.245,45270711,1.832508912706236,100.0,76561198402676915,608800,39,134,94,94,0,1,0,0,0,0,1,0
-0.823,0.268,0.663,0.069,45271105,2.093421685162235,85.85950000000001,76561197969470540,812040,34,0,3521,3008,0,1,0,0,0,1,0,0
-0.9947,0.225,0.683,0.092,45272504,3.229425847920695,81.30414746543781,76561198155989101,812040,59,213,28589,1819,0,1,4,2,1,1,0,1
0.5452,0.115,0.711,0.173,45272849,2.1903316981702914,87.55250000000002,76561198283977979,812040,31,374,5328,525,0,1,1,0,0,1,0,1
-0.6322,0.087,0.839,0.075,45272975,3.310480891462675,67.9563501621121,76561198042154359,812040,9,561,2001,1945,0,0,36,1,7,1,0,1
-0.4767,0.608,0.392,0.0,45274384,1.3979400086720375,100.0,76561198084782800,244850,42,61,83501,30964,0,0,3,0,1,0,0,0
0.7506,0.09,0.636,0.275,45275265,2.0755469613925306,88.56333333333333,76561198059945223,227000,22,535,489,489,0,1,1,0,0,1,0,0
0.9249,0.127,0.695,0.179,45275720,2.951337518795917,79.92867415730339,76561198053364258,490930,1,0,7035,1530,0,0,0,0,0,1,0,0
0.9926,0.073,0.753,0.174,45276974,3.214578953570499,68.98000000000002,76561197995647228,646910,16,0,3018,738,0,1,4,0,0,1,0,0
0.9571,0.0,0.729,0.271,45278644,2.481442628502305,67.2843632075472,76561198024247429,812040,22,0,114,114,0,1,1,0,1,1,0,1
0.9952,0.028,0.745,0.228,45279237,3.074816440645175,72.60178139400924,76561198039645450,704040,17,0,5004,3054,0,1,1,0,0,0,0,0
0.0,0.0,1.0,0.0,45280344,1.447158031342219,100.0,76561197989198270,773520,33,336,39,39,0,0,4,0,0,0,0,1
0.7571,0.159,0.574,0.267,45280409,2.245512667814149,87.515,76561198137009125,332950,1,0,22,22,0,0,3,3,1,0,0,0
0.7717,0.0,0.765,0.235,45280470,2.0569048513364723,96.85666666666668,76561198314241633,251950,247,108,273,273,0,0,0,0,0,0,0,0
0.6808,0.09,0.735,0.175,45280908,2.537819095073274,54.03066901408452,76561198341268021,429790,14,0,76,46,0,0,0,0,0,0,0,1
0.9055,0.032,0.762,0.207,45282459,2.460897842756548,84.92090909090912,76561198062848056,228280,23,325,628,271,0,1,2,0,2,0,1,0
0.0,0.0,1.0,0.0,45283292,1.8388490907372552,100.0,76561198847042949,884660,2,51,18,18,0,0,1,0,0,0,0,1
0.8591,0.0,0.345,0.655,45284889,1.6812412373755872,100.0,76561198361338873,867420,2,0,1239,1239,0,1,1,1,0,1,0,1
0.6297,0.085,0.688,0.227,45285437,2.2253092817258624,60.84163793103451,76561198187372973,773520,13,0,1496,395,0,1,3,0,0,0,0,1
-0.7762,0.391,0.609,0.0,45287718,1.6720978579357173,100.0,76561198107234275,799960,2,0,26386,1631,0,1,0,2,3,0,0,0
-0.8462,0.27,0.73,0.0,45287955,2.0530784434834195,95.955,76561197981438658,375530,68,285,196,196,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,45288182,2.1003705451175625,67.2632142857143,76561198007331629,419480,2,50,135,135,0,0,2,0,0,1,0,0
0.8402,0.0,0.73,0.27,45289135,2.2304489213782737,78.99827956989247,76561198040402376,808160,10,0,25,24,0,1,0,0,8,1,0,1
0.8176,0.0,0.638,0.362,45289650,1.9912260756924949,100.0,76561198073004035,244850,62,285,4620,1926,572,1,0,0,0,1,0,1
0.6181,0.059,0.867,0.074,45289755,2.978180516937414,59.11681818181819,76561198083748092,332950,138,347,243,90,0,0,2,0,0,0,0,0
0.34,0.276,0.306,0.418,45290193,1.414973347970818,100.0,76561198062348625,429790,3,62,179,179,0,0,0,1,0,0,0,1
0.0,0.0,1.0,0.0,45290906,0.9542425094393248,100.0,76561198854475363,429790,4,0,9550,2793,0,1,1,0,0,0,0,1
0.0,0.0,1.0,0.0,45291377,1.322219294733919,100.0,76561198264307564,429790,6,50,48,48,0,1,0,0,0,0,0,1
0.2732,0.105,0.663,0.232,45291736,1.832508912706236,100.0,76561198420722382,773520,1,1,66,66,0,1,1,0,0,0,0,1
0.8712,0.039,0.805,0.156,45293548,2.670245853074124,81.51399812734083,76561198022115815,490930,12,0,935,935,0,0,2,0,0,1,0,0
-0.0168,0.084,0.8,0.116,45294129,2.646403726223069,78.44382113821139,76561198094288481,383840,15,0,28818,6931,0,0,1,0,0,1,0,1
-0.9006,0.093,0.862,0.045,45295284,3.1192558892779365,63.47965517241383,76561198051297945,858360,140,0,13,13,0,0,8,0,1,1,0,0
0.7184,0.0,0.76,0.24,45300399,2.0681858617461617,75.32035714285716,76561197996787144,464360,38,0,633,633,0,1,1,0,0,1,0,0
0.9295,0.046,0.624,0.33,45300500,2.2355284469075487,64.4693181818182,76561198161113132,334940,15,193,524,524,0,1,0,0,0,1,0,0
-0.9323,0.157,0.74,0.103,45300523,2.9831750720378127,81.05400966183576,76561198128210830,244850,5,0,248,217,0,0,5,0,0,0,0,1
0.5423,0.046,0.807,0.147,45303404,2.255272505103306,57.379919354838734,76561198063452683,352720,4,0,114,114,0,0,2,0,0,1,0,1
0.8834,0.0,0.576,0.424,45306551,1.944482672150169,100.0,76561198203472248,429790,14,0,34150,3627,0,1,0,0,0,0,0,1
0.0,0.0,1.0,0.0,45307299,1.414973347970818,100.0,76561198028272094,244850,10,243,64758,54210,0,1,0,0,0,1,0,0
-0.7399,0.183,0.698,0.119,45309394,2.8109042806687,35.130193548387126,76561198052264520,244850,4,115,131036,121840,0,0,54,5,6,1,0,0
0.9426,0.0,0.703,0.297,45310071,2.320146286111054,81.63200000000002,76561198125147162,244850,12,286,57687,27111,0,1,0,0,0,1,0,1
0.9712,0.098,0.774,0.128,45310138,3.537315273112009,74.92065217391306,76561198030464515,800270,15,0,66986,13754,0,0,147,2,10,1,0,0
0.2709,0.109,0.736,0.155,45310942,2.492760389026837,78.81000000000003,76561198304058394,800270,4,0,21949,735,0,0,18,1,6,1,0,0
0.9878,0.094,0.767,0.139,45312180,3.473486970064568,66.48175433871934,76561198299695278,800270,2,0,3101,648,0,0,99,2,11,1,0,0
0.8701,0.0,0.89,0.11,45314463,2.705007959333336,70.27326086956523,76561197977382142,800270,2,188,1447,455,0,1,1,0,0,1,0,0
0.0516,0.079,0.833,0.088,45316935,2.206825876031849,53.38818181818184,76561198017001037,773520,1,133,146,46,0,1,7,0,0,0,0,1
0.6124,0.0,0.853,0.147,45317275,2.2121876044039577,84.9784090909091,76561198297167532,799960,60,208,238,29,0,1,1,2,0,0,0,0
0.9897,0.024,0.759,0.217,45317333,2.8870543780509568,86.34780542986427,76561198035189311,244850,22,238,46749,25681,0,1,0,0,0,0,0,0
-0.3291,0.069,0.879,0.051,45317956,2.487138375477186,92.5388235294118,76561198237203860,428660,1,340,559,183,0,0,6,0,0,1,0,0
0.9273,0.046,0.815,0.139,45318213,2.851869600729766,80.16920863309355,76561198082446078,244850,6,161,13984,5308,0,0,8,0,0,1,0,1
0.9306,0.044,0.855,0.101,45318873,3.106870544478654,81.33740384615385,76561197983125736,812040,14,0,1187,635,0,0,2,0,0,1,0,1
0.539,0.0,0.801,0.199,45319157,1.9395192526186185,100.0,76561198329972532,799960,8,42,12,8,0,1,0,1,0,0,0,0
0.8171,0.078,0.717,0.205,45319798,2.380211241711606,76.72500000000002,76561198797466803,646910,8,122,12355,2395,0,1,0,0,0,1,0,0
0.0,0.0,1.0,0.0,45321536,1.3979400086720375,100.0,76561197981332057,244850,3,0,92873,72455,0,1,0,0,0,1,0,0
-0.4019,1.0,0.0,0.0,45325194,0.6020599913279623,100.0,76561197962214787,503770,14,292,50,50,0,0,2,0,0,1,0,1
0.7964,0.072,0.661,0.267,45327958,2.1613680022349744,72.3793103448276,76561198006722821,812040,15,0,15257,2245,0,1,1,0,0,1,0,1
0.5854,0.096,0.72,0.184,45329702,2.465382851448418,65.08620689655173,76561198080887817,429790,74,334,84,81,0,0,3,1,0,0,0,1
0.9956,0.048,0.785,0.167,45329738,3.363047594521093,73.37954545454546,76561198031777870,812040,201,0,1208,1009,0,1,0,0,0,1,0,1
-0.5454,0.119,0.763,0.118,45330822,3.304921161900891,22.38550371402046,76561198032079235,812040,31,105,9898,2827,0,1,3,0,0,1,0,1
0.9799,0.0,0.569,0.431,45332645,2.2988530764097064,92.81567307692308,76561198068644376,738520,15,508,199,172,0,1,0,0,0,1,0,1
0.5418,0.089,0.804,0.107,45334837,2.927370363039023,42.3118181818182,76561198009474997,870120,1072,2217,146,120,0,0,3,0,2,0,0,0
0.4019,0.0,0.906,0.094,45336166,2.1903316981702914,78.63333333333335,76561198039222238,788870,8,211,11,11,0,0,1,0,0,1,0,1
-0.5423,0.467,0.533,0.0,45338578,1.4313637641589871,100.0,76561198044053079,374510,165,1186,110,68,0,1,2,0,0,1,0,0
-0.3865,0.208,0.792,0.0,45339203,1.6532125137753435,100.0,76561198260775770,563360,7,64,37,37,0,0,0,0,0,1,0,1
0.9253,0.102,0.786,0.111,45343031,3.898121575541107,65.99092483166143,76561197993475888,858170,53,875,588,533,0,0,27,1,0,0,0,0
0.8847,0.081,0.721,0.197,45343310,2.646403726223069,78.41418181818183,76561198155348247,773520,35,730,655,565,0,1,14,0,0,0,0,1
0.9932,0.102,0.729,0.169,45343630,3.491781775584165,65.76478972852405,76561197990267662,254200,6,0,2948,2755,0,0,11,0,0,1,0,0
0.7333,0.101,0.774,0.125,45344587,3.075181854618691,73.80140417457305,76561198045607560,375530,4,0,7489,1279,0,1,0,0,0,1,0,0
-0.9623,0.202,0.773,0.025,45346707,2.657055852857104,63.46049698795183,76561198031391718,228280,2,0,3350,2684,0,0,3,0,0,1,0,0
0.9722,0.034,0.876,0.09,45347029,3.3789426986134368,66.33528138528138,76561197986756755,738520,183,0,104,104,0,0,13,2,0,1,0,1
0.3612,0.0,0.615,0.385,45349593,1.380211241711606,100.0,76561198117379747,383840,15,0,15,15,0,0,0,1,0,1,0,1
0.6369,0.0,0.417,0.583,45350017,1.2041199826559246,100.0,76561198095943353,773520,15,266,345,265,0,1,2,0,0,0,0,1
0.2814,0.031,0.904,0.065,45350621,2.52244423350632,73.75411290322583,76561198084507636,812040,23,0,8766,3317,0,1,0,0,0,1,0,1
0.5928,0.072,0.782,0.146,45355920,2.804820678721162,70.11257002801122,76561198167961105,725780,1,0,295,209,0,1,1,0,0,1,0,0
0.0,0.0,1.0,0.0,45358278,2.204119982655925,82.20125,76561197967130383,738520,2,0,2418,566,0,0,2,0,0,1,0,1
0.7965,0.061,0.822,0.116,45358577,3.0141003215196203,64.13421823204422,76561198056769587,47410,12,0,110,65,0,0,1,0,0,0,0,0
0.1901,0.0,0.873,0.127,45363243,1.8129133566428552,100.0,76561197975272114,332950,2,0,152,151,0,1,0,0,0,0,0,0
-0.611,0.125,0.875,0.0,45364055,2.14921911265538,60.71034482758621,76561198320331777,429790,7,97,2633,1099,0,1,0,0,0,0,0,1
-0.9978,0.172,0.773,0.055,45365078,3.478710755512759,55.76684169764562,76561197980327565,312200,41,0,419,419,0,0,76,4,3,1,0,0
-0.6486,0.227,0.773,0.0,45365589,2.004321373782642,78.24500000000002,76561197960412986,530630,8,767,73,73,0,0,1,0,0,0,0,0
-0.2732,0.353,0.301,0.346,45367285,1.5185139398778873,100.0,76561198150738819,429790,1,0,35763,3030,0,1,0,0,0,0,0,1
0.754,0.038,0.875,0.087,45368167,2.850033257689769,72.32500000000003,76561198164041493,47410,15,0,47,47,0,0,1,0,0,0,0,0
0.431,0.0,0.26,0.74,45368279,0.9030899869919434,100.0,76561198052635564,375530,8,0,10927,5083,0,1,0,0,0,1,0,0
0.4102,0.0,0.879,0.121,45368930,2.093421685162235,57.09500000000003,76561198039875956,812040,10,0,8156,1717,0,1,0,0,0,1,0,1
0.6584,0.059,0.823,0.118,45371712,2.804820678721162,57.19900000000003,76561198087915493,738520,26,236,1173,260,0,0,0,0,0,1,0,1
-0.6759,0.193,0.807,0.0,45372907,2.060697840353612,69.78500000000001,76561198031304100,530630,3,0,137,137,0,0,1,0,0,0,0,0
-0.8464,0.183,0.647,0.17,45373452,3.3163897510731952,61.99767786561267,76561198000248322,921780,155,1226,502,502,0,0,11,1,0,1,0,0
-0.2755,0.174,0.826,0.0,45374335,1.851258348719075,100.0,76561198116947611,428660,1,74,422,293,0,0,0,0,0,1,0,0
0.4051,0.129,0.673,0.198,45375559,2.3617278360175926,80.05948837209303,76561198830701329,352720,6,0,567,346,0,0,1,2,0,1,0,1
0.5719,0.058,0.853,0.089,45376841,2.866877814337499,64.29305970149254,76561198032387971,812040,5,0,18728,5242,0,1,3,0,0,1,0,1
-0.929,0.22,0.746,0.034,45380147,2.442479769064448,89.71700000000001,76561198146690279,773520,32,596,42,42,0,0,2,1,0,0,0,1
0.8316,0.0,0.185,0.815,45381029,1.322219294733919,100.0,76561198151311451,884660,6,65,80,59,0,1,0,1,0,0,0,1
0.5916,0.0,0.839,0.161,45382538,2.037426497940624,79.34892857142859,76561198005021462,812040,1,0,113,79,0,1,5,0,0,0,0,1
-0.5423,0.368,0.632,0.0,45383227,1.5185139398778873,100.0,76561197985363051,227000,16,0,448,448,0,1,1,0,0,1,0,0
0.7073,0.084,0.673,0.242,45384905,2.173186268412274,92.00264367816094,76561198821086902,366090,3,164,6233,5294,0,1,0,0,2,1,0,1
-0.8126,0.425,0.575,0.0,45386422,1.832508912706236,100.0,76561198120863188,646910,5,245,1167,1167,0,0,1,1,0,1,0,0
-0.2617,0.108,0.892,0.0,45389399,1.9731278535996983,100.0,76561198140140514,684200,14,0,13,13,0,0,1,0,0,0,0,1
0.4939,0.0,0.686,0.314,45391179,1.591064607026499,100.0,76561198168837410,646910,51,0,2323,2201,0,0,36,9,0,1,0,0
0.0899,0.125,0.764,0.112,45396044,2.3521825181113623,84.59647696476966,76561198050390371,332950,23,597,475,73,0,1,1,0,0,0,0,0
0.4588,0.067,0.838,0.095,45396965,2.8129133566428552,-35.869285714285695,76561198083929161,773951,136,0,522,520,0,0,0,0,0,1,0,1
0.7906,0.0,0.841,0.159,45397941,2.3617278360175926,47.11093023255815,76561198040164920,946700,43,0,251,83,0,1,15,0,0,1,0,1
0.25,0.0,0.333,0.667,45398321,1.0791812460476249,100.0,76561198131444665,244850,73,396,23425,1095,0,1,0,0,0,1,0,1
-0.8429,0.274,0.726,0.0,45398374,2.1398790864012365,60.750645161290336,76561198111054759,383840,94,0,92,92,0,0,3,0,0,1,0,1
0.9379,0.03,0.727,0.242,45400631,2.5301996982030817,76.83500000000001,76561198031721571,227000,60,0,739,694,0,1,1,0,0,1,0,0
0.7992,0.079,0.764,0.158,45401751,2.6989700043360183,70.23611111111113,76561197999430933,800270,8,0,11575,2520,0,1,0,0,1,1,0,0
-0.9655,0.157,0.759,0.085,45407292,3.1351326513767748,67.19784638554218,76561197995688069,786580,78,0,5820,5314,0,1,5,1,1,1,0,0
0.7236,0.0,0.904,0.096,45407783,2.5198279937757184,69.99160714285715,76561198039978081,254200,12,0,1604,1604,0,0,7,0,0,1,0,0
0.7897,0.068,0.769,0.162,45409416,2.4409090820652173,83.07300000000004,76561197990478496,383840,5,0,287,287,0,0,6,1,0,1,0,1
-0.6752,0.07,0.892,0.038,45409448,2.9319661147281724,87.07298395445136,76561197990525659,352720,6,0,10023,598,0,0,2,0,0,1,0,1
0.9817,0.027,0.754,0.22,45411189,2.877946951629188,31.962033613445385,76561198203106913,738520,21,99,325,1,0,1,1,0,0,1,0,1
-0.2901,0.078,0.866,0.056,45411721,2.725094521081469,63.766842105263166,76561198025328050,230190,26,0,3211,3211,0,0,5,2,0,1,0,0
0.8213,0.0,0.675,0.325,45411746,2.187520720836463,74.6504166666667,76561198072843721,428660,3,0,837,375,0,1,0,0,0,1,0,0
0.9636,0.0,0.367,0.633,45416628,1.9867717342662448,100.0,76561198044653235,227000,24,0,309,309,0,1,1,0,0,1,0,0
0.9008,0.07,0.693,0.236,45425269,2.357934847000453,91.895,76561198389480875,530630,12,0,291,291,0,0,5,2,0,0,0,0
0.5714,0.091,0.725,0.184,45425441,2.214843848047698,101.26803571428574,76561197981255414,352720,196,708,967,753,0,0,2,3,0,0,0,1
0.8804,0.0,0.782,0.218,45426997,2.3242824552976926,54.79904761904763,76561197998641307,428660,31,0,587,213,0,1,1,0,0,1,0,0
0.9549,0.031,0.729,0.24,45427014,2.5831987739686224,79.62352272727276,76561198165926215,429790,3,1273,402,222,0,1,0,0,0,0,0,1
0.8004,0.0,0.645,0.355,45427612,1.8864907251724816,100.0,76561198110143644,332950,18,949,167,39,0,1,0,0,0,0,0,0
0.2382,0.088,0.771,0.14,45436828,1.8388490907372552,100.0,76561198250958238,383840,1,0,142,142,0,0,1,0,0,1,0,1
0.9844,0.078,0.722,0.2,45437800,2.959041392321093,79.19052173913046,76561198016378528,921780,62,734,572,572,0,0,1,2,0,1,0,0
-0.5106,0.589,0.411,0.0,45437921,1.2787536009528289,100.0,76561198127303031,332950,19,76,418,181,0,0,0,1,0,0,0,0
0.8005,0.102,0.746,0.152,45440955,2.9100905455940675,77.57475806451615,76561198011870273,115200,5,0,734,430,0,1,1,0,0,1,0,0
-0.2868,0.131,0.749,0.12,45441794,2.94299959336604,70.27977272727274,76561198138326576,225600,31,247,598,357,0,0,1,1,7,1,0,0
-0.3947,0.242,0.648,0.109,45441841,1.9590413923210928,100.0,76561198129160210,503770,46,0,21,21,0,0,2,0,0,1,0,1
-0.0258,0.159,0.722,0.119,45441879,2.049218022670181,62.10739130434784,76561197968503888,778840,11,3375,1287,1179,0,0,0,0,0,0,0,1
0.7351,0.066,0.767,0.167,45443584,2.4756711883244296,84.45000000000003,76561198007508958,428660,21,735,208,208,0,0,6,0,0,1,0,0
0.933,0.069,0.723,0.208,45444709,2.778874472002739,55.32988349514565,76561198000786851,332950,24,466,32,32,0,1,0,0,0,0,0,0
-0.6647,0.125,0.813,0.062,45456951,2.3463529744506384,76.44661764705884,76561198077514508,332950,6,0,11,11,0,0,0,1,0,0,0,0
0.8369,0.044,0.779,0.177,45457480,2.6665179805548807,58.36411144578314,76561198070693158,230190,2,0,2677,2675,0,1,1,0,0,0,0,0
0.9847,0.049,0.784,0.167,45457712,3.117271295655764,72.04857142857145,76561197973546375,359320,16,262,133372,60374,0,1,4,0,0,1,0,0
0.7961,0.137,0.676,0.187,45466039,2.8162412999917827,70.84653846153849,76561198116459239,530630,9,182,193,193,0,0,3,1,0,0,0,0
0.0,0.0,1.0,0.0,45467022,1.6812412373755872,100.0,76561198093165154,884660,29,71,876,644,0,0,0,0,0,0,0,1
-0.5423,0.636,0.364,0.0,45473619,1.1461280356782375,100.0,76561198053922730,429790,1,0,871,357,0,0,0,0,0,0,0,1
0.5755,0.077,0.832,0.091,45476935,3.132259689531044,79.5681090909091,76561198231809984,383840,11,0,338,326,0,0,34,2,0,1,0,1
0.6249,0.0,0.785,0.215,45479844,1.8573324964312683,100.0,76561198420429200,359320,3,0,4729,2080,0,1,2,0,0,1,0,0
0.6225,0.102,0.735,0.164,45479985,2.549003262025788,72.63294117647061,76561198133528429,488550,7,0,11,11,0,0,3,5,0,1,0,0
-0.3425,0.126,0.753,0.122,45482334,3.178689239775589,76.69804409672834,76561198007569160,672140,3,0,25,25,0,0,24,2,0,1,0,0
-0.359,0.226,0.594,0.18,45483263,2.14921911265538,57.18000000000001,76561197963423232,386180,64,0,2262,1873,0,1,0,0,0,0,0,0
0.7906,0.0,0.417,0.583,45489238,1.57978359661681,100.0,76561198178923082,773520,2,0,941,738,0,1,0,0,0,0,0,1
0.9781,0.105,0.759,0.136,45489781,3.654657754649525,58.703870967741935,76561197970314107,725780,917,2304,86,86,0,0,48,3,0,0,1,0
-0.5216,0.183,0.817,0.0,45490918,2.204119982655925,50.2388235294118,76561198258865299,844090,4,0,6,6,0,0,6,1,0,1,0,1
0.3352,0.118,0.753,0.128,45491193,3.0762762554042173,71.54701143016449,76561197990946910,672140,20,0,302,300,0,1,75,0,0,1,0,0
0.6357,0.094,0.785,0.121,45495018,3.086359830674748,65.45820696232717,76561198033290913,225600,47,0,96,96,0,0,21,0,0,1,0,0
0.8918,0.03,0.829,0.142,45496791,2.716837723299524,61.328250000000025,76561198154823009,738520,21,0,930,326,0,0,5,3,0,1,0,1
0.0,0.0,1.0,0.0,45497796,1.9912260756924949,100.0,76561197983519583,359320,5,0,49129,39923,0,0,2,1,0,0,0,0
0.9839,0.0,0.775,0.225,45500190,2.705007959333336,74.86233333333335,76561198085277318,808160,34,313,36,36,0,1,1,0,0,1,0,1
0.5945,0.0,0.564,0.436,45505730,1.6720978579357173,100.0,76561198163926816,227000,3,58,2084,2023,0,1,1,0,0,1,0,0
0.0,0.0,1.0,0.0,45505847,1.4771212547196624,100.0,76561198362001023,230190,27,341,11,11,0,0,6,4,0,1,0,0
0.9986,0.045,0.72,0.235,45508243,3.372175286115064,65.25549342105265,76561198003223581,635200,72,0,431,194,0,1,2,1,0,1,0,0
-0.9597,0.227,0.607,0.166,45508316,2.967547976218862,70.25714285714287,76561197963078063,869550,11,448,14,14,0,1,13,0,0,1,0,1
0.9866,0.064,0.773,0.162,45508817,3.219060332448861,57.9864100185529,76561198010492777,227000,81,373,245,245,0,0,3,0,0,1,0,0
0.9924,0.028,0.769,0.203,45509846,3.1267805770120085,60.14250000000003,76561198140801074,227000,6,0,505,505,0,1,1,0,0,1,0,0
0.9329,0.054,0.812,0.133,45510484,2.895422546039408,70.88857218683654,76561198324491426,429790,1,63,1342,1241,0,0,7,0,0,0,0,1
-0.5352,0.083,0.917,0.0,45512703,2.4132997640812515,91.6164705882353,76561198006011948,660180,2,0,34,34,0,0,7,4,0,1,0,0
0.0,0.0,1.0,0.0,45517045,1.9542425094393248,100.0,76561198036246561,745090,61,388,120,90,0,1,0,2,0,1,0,0
0.9906,0.021,0.795,0.184,45518352,3.094121595840561,71.95317647058826,76561197982051089,330460,10,0,896,895,0,1,2,0,0,1,0,1
0.9973,0.057,0.815,0.128,45519941,3.683227206041434,75.63735449735452,76561198031507977,269210,44,455,285,271,0,0,10,1,0,1,0,0
0.5531,0.163,0.543,0.294,45521128,2.14921911265538,42.71600000000004,76561198165259869,773520,7,0,13212,65,0,1,0,0,0,0,0,1
