recommendationid,length,similarity_between,similarity_inner
142169,1.57978359661681,0.7453169923365,0.7675582101209929
4238109,1.7323937598229684,0.4009524821676146,0.8486559239611055
7344117,0.8450980400142567,0.5771851322052066,0.6568943570456425
7666823,2.257678574869185,0.5828562506268021,0.6632411832961387
7719621,3.1792644643390253,0.914303616709423,0.8591410775108692
7797158,2.9556877503135057,0.832284835231703,0.8221080089879084
7852521,2.133538908370217,0.6688656619591061,0.8290033442243757
7972749,2.7671558660821804,0.3778550005522086,0.4965211303629578
7992558,1.89209460269048,0.7554037663082177,0.7586890145697311
8004685,2.117271295655764,0.7578695774577001,0.8135373700286265
8012013,3.011570443597278,0.946089137235028,0.6362488661721408
8048001,2.697229342759717,0.7846043275227714,0.8172057639166751
8051084,2.505149978319906,0.6827032755531033,0.8535105300165093
8073859,2.699837725867245,0.4924624064030562,0.4612992066566233
8188385,2.9216864754836016,0.879966062629707,0.8775949130193901
8244046,2.648360010980931,0.7190382646502934,0.8647774244524234
8286461,2.605305046141109,0.8289188778969122,0.8446520153271629
8583944,2.133538908370217,0.8115180918608192,0.8354397473555767
8649838,2.852479993636856,0.4645266365906177,0.8242112491437557
8723558,2.133538908370217,0.8098685299333014,0.8316295247283821
8800344,2.133538908370217,0.7417999988709828,0.8325878894838096
8803308,2.123851640967086,0.8041639639879644,0.8396839779361036
8806587,0.8450980400142567,0.455835556567611,0.6455356730926601
8857536,2.0791812460476247,0.5891078706810551,0.747517179767443
8905292,2.632457292184724,0.7142939651470095,0.7582281868077547
8934745,2.981365509078544,0.7665875482867226,0.820001181932267
8971791,3.006037954997317,0.8430389566778198,0.8865497036550758
8975089,2.911690158753861,0.8221454644393913,0.8702446366466046
9092208,3.277609214304091,0.847601875505029,0.7908819955508274
9101234,3.0,0.8162934132897235,0.7931821698916716
9159837,3.0199466816788423,0.7138913979229974,0.7950268753593881
9164450,3.2464985807958007,0.8668893954590501,0.8279538158095954
9201012,2.004321373782642,0.8192244540872116,0.8528703231149818
9218125,2.52244423350632,0.6902491674592321,0.7568236055996401
9221209,2.4578818967339924,0.8558017970505595,0.8324896585061977
9234160,2.9206450014067875,0.8136384112743602,0.863742588642335
9265666,2.0755469613925306,0.8886394819937743,0.851549582654996
9271020,2.133538908370217,0.6650048201745946,0.8368034755749706
9339710,2.822168079368017,0.8316280865001805,0.8227659686522487
9344220,2.8796692056320534,0.8136564017804716,0.8844696515110286
9484530,2.919601023784111,0.7913523681925678,0.8735828094345425
9607608,2.378397900948137,0.7081270616870988,0.8487754768868052
9669189,2.285557309007773,0.6255074966671713,0.8270472302219616
9701098,2.9375178920173464,0.787323389101252,0.8826679544715053
9924404,2.938519725176492,0.7715036512104937,0.858808068207453
9938292,2.133538908370217,0.8005704400391884,0.8369772492182844
9967126,2.252853030979893,0.7642401172887807,0.8861274735241672
9974866,2.133538908370217,0.7735249084334801,0.8325688278755787
9986782,3.1007150865730817,0.1114758754821382,0.7905340828288749
10081459,1.785329835010767,0.7976507076510877,0.8000102917424627
10108751,2.745074791582057,0.1569742146596867,0.1970720793095203
10148535,2.133538908370217,0.6645100669169605,0.8257796839679061
10214156,2.133538908370217,0.7259914823548608,0.8252627453892972
10293527,3.2935835134961167,0.9705789149845144,0.8870886643774011
10422555,1.785329835010767,0.6753676397328979,0.8116225855301135
10432046,2.1398790864012365,0.6930999482324055,0.7697631007514785
10567288,2.133538908370217,0.7354470238764567,0.8340568559086152
10737683,2.133538908370217,0.6759524743055939,0.833874322400545
10992329,2.133538908370217,0.6778946272568985,0.8350704819933877
11008925,2.133538908370217,0.747512909467804,0.8421829814577254
11093800,2.919601023784111,0.8429040039571853,0.876896163319974
11188492,1.851258348719075,0.7706468710740364,0.8651956057225237
11229085,2.382017042574868,0.7088061014238727,0.7857205688242099
11337609,2.133538908370217,0.8793977517526972,0.8393904904812639
11368129,2.363611979892144,0.8244894633660079,0.8423931578101691
11936101,2.867467487859051,0.8134342376620057,0.7938991395741375
11945088,2.060697840353612,0.5614920015917089,0.8491301417400805
11958675,2.133538908370217,0.8718732652781102,0.8406185444618676
12203508,2.133538908370217,0.8462114652400756,0.841003248837368
12211816,2.198657086954422,0.7355722611213195,0.7669255416875758
12265348,2.830588668685144,0.5907920386324421,0.8530261541670727
12269744,3.4504030861553656,0.9127102127310688,0.8724735218640545
12278105,1.3617278360175928,0.7779223426301268,0.8155983610142613
12287147,2.133538908370217,0.6846643101367208,0.835868103939699
12464895,2.421603926869831,0.5849264627103545,0.5674937024579013
12503608,2.133538908370217,0.832946746818724,0.8312837339407624
12603778,2.44870631990508,0.6240174914412864,0.8543538482615185
12605160,2.401400540781544,0.7307840764573275,0.7815487451994069
12612528,2.578639209968072,0.0,0.8486052740485145
12616118,2.133538908370217,0.6747684990812902,0.8218674296476242
12619815,2.771587480881255,0.7878927579140532,0.8270106092499928
12620704,2.41161970596323,0.7910843450537004,0.7907865572929008
12641821,2.503790683057181,0.0939765275582168,0.8056912755195917
12646755,2.507855871695831,0.7610522842516959,0.8573886729404512
12649899,2.741151598851785,0.909970943907146,0.8219966847312671
12681720,2.4996870826184034,0.7892875462417543,0.8207681316550774
12702534,2.874481817699466,0.8306869132807888,0.8392726514035392
12708708,2.133538908370217,0.8589395939357222,0.8456185194460814
12715500,2.4132997640812515,0.7352301974700425,0.7396609194863689
12715757,1.9867717342662448,0.8698429759422082,0.8571612302002652
12719819,2.383815365980431,0.7725792763017516,0.8241427468106055
12722294,2.484299839346786,0.7499266899831462,0.8244196879655115
12724359,2.5682017240669945,0.8589179357603743,0.8449630725165953
12731317,2.465382851448418,0.8564364780852982,0.7830370714459292
12732283,2.728353782021228,0.7504519393684544,0.5257453369658416
12760281,2.7032913781186614,0.7559411912830215,0.8092368070757574
12809372,1.9867717342662448,0.8887365457498649,0.8622284662375002
12831953,2.133538908370217,0.714261153534545,0.834386026100384
12915828,2.3729120029701067,0.8187128317034439,0.8333283733259818
12916688,1.863322860120456,0.7117713356337941,0.8405831869657306
13009864,2.7109631189952754,0.8282967951474302,0.8666116365603606
13011333,2.9216864754836016,0.8540274671671819,0.8853258924029994
13047532,1.9542425094393248,0.9208066455234551,0.8809183659025477
13050809,2.7993405494535817,0.7876735209174883,0.80974406485654
13132592,3.3521825181113623,0.7459599789843394,0.6552042700976374
13137562,3.1102529173534026,0.7036276265721847,0.7941867118873338
13182689,3.414304688128331,0.7781513416071069,0.8127837273630268
13186819,3.400537989391946,0.3500817398379747,0.6631650106169458
13200392,2.287801729930226,0.8319688225819263,0.7798431808832698
13301154,2.093421685162235,0.7619313348048747,0.843811133921604
13378815,2.89707700320942,0.8465917122668059,0.8131225553766867
13445368,2.383815365980431,0.6009140021023706,0.8333526596239205
13524774,2.397940008672037,0.6733376570671712,0.7496752052195305
13534939,2.133538908370217,0.7536814976329989,0.830343068554018
13602422,3.023252459633712,0.7218820629256368,0.6948144942817224
13732881,2.757396028793024,0.8213504766479027,0.7409213319511534
13737263,2.757396028793024,0.791017214094781,0.7534036231362715
13743380,2.757396028793024,0.7277921738267784,0.7527669603677225
13779806,3.008600171761917,0.9036489110142462,0.8271047594391066
13821243,2.757396028793024,0.8250750030472016,0.7424419309143255
13838105,2.3502480183341623,0.6136409253539167,0.805567316209394
13851746,3.124178055474675,0.7392594653537609,0.7902607135946801
13875987,2.6273658565927325,0.8776251436926537,0.8707430170192546
13892914,2.985426474083001,0.749427985951655,0.6387164524444375
13926839,2.1003705451175625,0.9176262604712884,0.8614244304845764
13940959,1.5440680443502754,0.6033784537661959,0.8225089259786023
14038904,2.133538908370217,0.6921619974842215,0.8400621372739353
14102367,3.017450729510536,0.6415271674832825,0.6814477784074918
14145525,2.217483944213906,0.7935703371323788,0.7708870403535144
14163595,2.893206753059848,0.7708359318595922,0.7734870540835993
14181307,2.2695129442179165,0.6670742268258132,0.7723416272216268
14246343,2.252853030979893,0.372390675929702,0.5933761778711975
14251171,2.1271047983648077,0.7878661421899843,0.8798500042297758
14316726,2.1553360374650614,0.734539661209883,0.7283060244099617
14354462,1.5440680443502754,0.801496298269184,0.8424336815572941
14367898,2.890421018800914,0.8644678851475904,0.8717299190459802
14497512,2.3283796034387376,0.4444564873321923,0.6370720914954119
14557503,2.613841821876069,0.2623404601104866,0.6955026559686943
14603215,2.287801729930226,0.7710541762786454,0.7718701291588672
14639952,3.075911761482777,0.7600473432580217,0.8427359520097387
14654243,2.599883072073688,0.5159718342478747,0.7076581164929242
14658536,2.778874472002739,0.7348095823326621,0.854245854460494
14868941,2.8864907251724814,0.7797363187886969,0.8757085074708781
14870428,2.133538908370217,0.8514097375062045,0.8323203813862109
14891097,2.792391689498254,0.7398721606107271,0.7850828744129756
14919946,1.8388490907372552,0.8869022487451642,0.8227490579204322
14974267,2.896526217489555,0.6074104855415329,0.8324495508141391
14996467,2.133538908370217,0.7492177963116476,0.8338591902206902
14998671,2.8909795969896885,0.7378970532863381,0.8573692425755876
15036248,2.387389826338729,0.7393464793443035,0.8229999131166638
15163528,2.887617300335736,0.8791279328901194,0.8548688172519019
15166005,2.93801909747621,0.5982793817048428,0.8606882578138496
15169932,2.7291647896927698,0.5815526705167888,0.689123793855611
15173714,3.313023110323237,0.9092204070554896,0.8773319669779132
15174511,2.976349979003273,0.797529017069038,0.8724472208591224
15174716,2.909020854211156,0.5730810518641745,0.842574266229106
15175047,2.905256048748451,0.7167618530633558,0.8699025989671746
15175134,2.904715545278681,0.7895592912831432,0.8733291526062555
15177544,2.966610986681934,0.7264654497892455,0.8385046466420158
15177616,2.966610986681934,0.5821939665730257,0.8447178131295545
15177788,2.7767011839884104,0.5006417587115846,0.7066473939008929
15178673,3.488127496247458,0.9059923697796552,0.8992748159255727
15178973,2.963315511386111,0.749932512095956,0.8371159753810096
15179946,2.90687353472207,0.9019787964298892,0.8761022614469839
15180681,2.907411360774585,0.8784023004269111,0.8584078790904905
15181634,2.967547976218862,0.7064836445197934,0.8312006555207442
15181771,2.9680157139936414,0.7240240106465756,0.8163110165266864
15182283,2.9642596301968487,0.4661215985007054,0.8354157326577056
15182372,2.8948696567452523,0.7682859622953879,0.8537203188555635
