recommendationid,brevity
50775388,344
162348530,36
38774369,5
39576555,165
26122121,18
28192955,30
94511776,7
71293195,299
37514005,57
26121145,25
45290906,2
122048501,9
26491387,324
116564626,17
39833221,9
26269591,56
39928641,45
62511410,41
121210500,2
40457580,108
144594098,8
78667213,2
28090698,2
139110130,56
126378788,121
47953403,37
26122214,7
26681967,15
39504554,12
132558900,67
50169222,31
26513299,5
32850178,10
113397594,225
49261697,37
54744294,12
26167753,56
61016858,32
38766206,81
64477416,255
127215163,5
52917635,44
103314648,44
26208300,203
121855692,9
26155343,6
124578247,5
49542972,17
147765078,39
146140824,9
118377409,8
26417124,30
33396460,160
124128025,2
35714091,41
26121397,3
32070166,122
28155521,344
26278669,8
128073379,50
145037155,3
26121530,4
126326588,3
137970505,43
137472315,300
128616890,18
95631136,49
75961506,5
99895177,13
36938133,128
26287719,143
160133343,9
92306274,15
26162820,61
27916219,13
42213011,22
26146282,43
102909426,27
49292042,14
26136801,108
30438148,7
50127360,45
126125066,13
61820698,147
120347875,16
86604168,37
80796499,1
100758450,52
26168105,6
54773328,41
26123108,27
151465968,26
42027397,41
143322379,24
26422158,45
130760894,19
120046952,38
32559322,29
118983218,5
127016803,1
26121583,147
97255469,13
86711038,36
66666901,3
26418206,33
130284715,32
62017354,18
69865355,20
142518089,1
66971396,3
116017436,30
30223179,12
30350808,6
61419732,12
38140074,116
79127378,12
120537039,3
75823690,10
27789574,66
39644290,3
65751667,20
26121453,27
48807657,112
132088336,337
116434407,1
49029691,6
39958381,22
32092017,39
128221860,19
50806022,89
95941764,54
36601126,3
99800237,1
115134791,12
26133858,30
68953761,2
114893096,57
32069556,13
133413709,13
126167776,1
41328037,18
64934270,22
78514803,25
117730528,18
90648508,40
116426219,581
66133005,132
87588678,47
155781931,68
62758973,15
26814739,3
160990737,10
128129267,73
30458479,105
93635363,2
156076453,30
144328778,12
126966755,55
126062264,89
126391518,2
70259747,88
31152402,155
128523272,90
161446005,48
91487758,67
26122954,1
145573700,5
91448306,21
29311498,1
124661354,76
73212221,69
63983619,1
73751541,11
110125537,36
160460255,1
149983041,10
41765512,38
49707926,6
90871885,16
36384938,37
53059894,16
34801720,8
112279571,250
96949184,6
47239928,2
124783078,22
26161517,154
113224694,110
88406563,11
126082734,8
117950331,4
52062256,10
128754048,133
131072796,73
50828391,40
65450479,2
147963134,19
78475440,24
124561957,42
124653723,2
26286489,2
130577219,59
150529823,51
131518514,38
57582702,5
124561335,11
117745823,73
62710909,1
39913778,230
117366455,1
45427014,62
74536688,93
125387305,15
38891479,42
139348230,2
26123465,140
68673714,217
125195104,14
40525412,142
47760118,30
30380399,46
26154314,33
115322145,31
125889448,4
127508593,13
95100185,77
43495518,141
142533420,1
38158002,1
45260759,11
124603059,36
60479002,100
65347260,3
114921182,434
63332661,151
26122306,23
133192717,34
136030437,149
93213429,25
75217688,5
161642980,6
124597328,1
146522380,1
131574661,44
155515924,8
26230635,23
115377827,3
90293187,5
62550626,1
97669961,17
74760765,10
76690806,11
26200219,8
58365642,18
122554795,32
44660033,42
37413079,19
59095837,5
77423125,4
137812624,3
115894467,2
26308687,12
78454655,21
130696971,12
148554339,5
74901964,10
110960818,166
56534121,12
57760052,52
26128899,187
26186282,179
71155286,4
45190672,325
124447940,48
117119245,4
47717867,58
137089130,1
121545615,2
107498498,115
152860535,25
124566437,4
68037862,1
66938092,87
130671532,2
98024483,3
32329172,14
54455920,45
26235930,37
50153374,19
29108273,87
124671739,11
79053543,28
66402331,9
159587403,7
50304926,20
122186765,7
54750676,54
52585302,9
45149651,99
44611622,41
45167695,38
44573450,43
69877896,117
151571018,1
111034044,9
160425836,186
90545092,70
139260090,9
118519275,50
129171424,37
131795114,28
133183162,191
71717236,87
109644399,85
76986021,38
69862104,86
87850570,68
104790437,138
102330924,13
91994938,14
140697013,65
69818946,2
69885722,10
138746421,116
69917146,136
89353925,77
47614277,547
47240234,107
47662067,40
136536767,18
75297096,97
54921360,4
47327658,17
107282897,172
63073324,16
47367619,66
62002352,131
47910490,160
72270468,22
54690345,93
48065876,40
109327617,62
47257129,139
152530668,10
54029580,47
80753176,84
148045052,1
96166733,31
58898555,11
63414047,240
119111353,140
62346471,21
72170598,56
63117378,10
47274527,77
57669750,9
41841937,223
31984143,31
28088206,38
24635260,291
48745971,73
55131037,72
50896954,77
43452844,34
45154305,12
40288282,341
156253950,58
43413954,6
34533967,152
74276181,107
55189005,56
32490927,11
66399764,22
66338631,22
44477748,7
69852012,9
95493074,115
114022669,13
138428530,18
48905045,200
54976285,86
83746547,125
34137318,12
28463297,72
64715362,57
64680305,121
33536144,65
63072808,38
22714493,194
23309960,133
26439036,34
22451887,117
22731498,183
23442826,64
34051188,65
22927949,235
22694275,48
23998917,143
33771753,4
24547156,33
29482629,123
25485607,50
125091469,50
48267561,41
26511565,66
54092192,341
63416470,472
24962194,109
22685184,121
22497319,130
33148023,39
22448139,180
26095268,43
39963449,103
156998233,13
123873125,8
92258070,9
24595525,121
30070432,40
32556850,47
22732105,6
48733286,51
25098901,187
22569648,107
26506622,45
23260656,42
23658681,85
48031056,290
22479155,12
50676513,193
24762496,130
35614881,170
43636301,284
38940180,150
38203708,235
22511462,426
23148772,53
141767275,10
31902357,52
113736646,6
22515418,32
32734504,30
23883414,72
22500322,124
22506399,75
36386424,25
22789895,32
85995321,21
34894287,24
139558666,26
135404860,5
31830536,19
54249306,69
148903409,42
51807581,75
90663113,100
109095681,37
28465701,46
33549951,99
141884364,45
85812512,150
90700754,61
40643262,72
31921406,48
63004227,33
91393012,52
94033962,72
50653580,21
69273506,33
90328486,24
136472176,89
92866332,40
30368119,17
31910387,52
60703426,92
90609079,12
31922352,35
98508904,87
59976814,101
37677923,21
31837743,46
28401556,68
29658574,46
55607317,19
36291578,41
90929575,218
96685002,27
59922245,21
91032368,49
43421340,111
38565983,53
161418555,25
39577801,310
91187307,12
31832264,217
31879936,34
45708954,99
36511803,33
79541684,9
135430867,8
124545794,10
33424573,172
31863206,79
91051749,31
72402770,119
31591173,29
93434118,57
55643553,82
134072435,24
153707529,18
25587167,81
28344592,39
109773994,151
90848574,27
35352357,87
32224318,20
92433652,89
43152090,593
90894123,44
90384418,62
47946862,37
31840749,37
61577984,86
91372660,81
30120644,105
92286900,49
90279904,3
92467417,26
92704171,21
104931463,60
28344607,28
92866892,4
130245924,18
32683145,47
92325762,21
31821944,31
28402814,98
109566649,32
89856250,32
68522968,29
98492647,253
91677914,30
29278089,103
108768977,87
96254604,64
68574965,12
25426985,43
53185480,144
45894251,89
29412681,6
45796203,17
32667481,46
145033913,41
121378460,67
42529077,81
28344579,33
29412827,65
26045803,79
43074766,3
56961019,102
29348694,117
153543318,57
50097703,66
148362277,6
45528392,145
55783296,75
26609324,11
25291343,110
26475462,130
35949386,91
53110164,33
80008382,93
90697880,23
133680013,84
69163690,120
128766987,18
58747812,57
93012025,35
142529831,5
114924905,23
28270365,21
92551626,17
102601554,73
48378526,116
80638431,79
45675443,166
71309964,40
31893904,68
45550789,29
31848596,19
39025654,100
31832858,46
90009470,28
31851825,170
29350974,91
91119370,205
34903414,146
37648191,38
47640585,36
62324317,56
92298999,18
63557819,13
35834842,279
47936766,48
38678461,17
90415129,35
59471331,56
55890742,122
90122149,6
59909858,2
98314630,18
128510821,21
28362523,61
61906845,69
43987400,31
140304117,27
90550435,68
90089590,177
61599861,12
25280555,5
90404053,127
50731352,33
61663271,101
91677695,98
39609749,77
60165312,13
53852054,27
90610560,147
32304871,438
90107393,87
54186661,111
90860743,47
90704677,65
114105267,76
31938840,116
40137755,49
36647226,119
60970375,144
45755336,145
120136638,62
40924266,13
68225309,65
32063916,33
31888873,16
31885397,6
50727361,50
51517989,91
37916920,32
68486445,207
28897071,69
129117571,96
68363529,61
31940450,51
112623621,33
142742135,99
92361217,34
93387664,93
93826088,1
113183120,38
31841589,114
28269005,29
31984638,85
115500153,26
22702877,62
22269056,428
22449357,2
35605871,52
30021676,70
60874020,197
29817355,8
40050284,25
44883436,40
41496386,2
34822972,37
35526260,3
32192757,60
33020965,125
97226956,122
84533171,32
37958596,27
97690299,20
34979261,157
39451877,118
31100082,33
29512280,51
31241150,16
81735257,253
50934054,10
34066497,4
34220322,48
52165010,27
124745919,53
30949352,130
31047817,94
98002290,18
29728099,223
33542961,13
42227063,23
37735500,16
31053311,77
31042796,10
96560055,11
33671535,85
35660100,23
35929971,110
83823378,40
31405547,49
47912026,28
33063662,8
30132897,249
31570919,37
35573288,152
63684379,59
32379999,151
30027802,194
36503809,32
40779459,9
35587148,7
44899182,39
42341331,112
31208222,8
32769173,76
31377648,17
38969120,243
62387209,19
35809386,70
41595317,207
87345287,37
31870431,197
61072610,52
39309408,36
35555762,18
48784063,49
44986252,29
34257535,26
57793415,9
35601639,127
35809044,147
62707025,145
35500015,53
38920981,27
35632804,49
55767788,58
30726284,63
36232297,67
29637441,62
36559174,83
86936740,72
79531725,86
31263596,58
29571361,39
92740910,92
88101819,22
48938809,7
38203835,241
34197010,58
122372515,31
58985855,18
36528637,44
33438339,19
98284324,58
39193631,27
30397583,149
70568366,12
90907303,17
30549279,18
30499878,58
53982730,48
29172412,11
30132075,98
28517256,102
28231792,79
28216789,57
32163055,48
29850177,46
28413281,106
31340268,135
28246396,194
36336027,213
28215696,36
81116244,50
50017015,62
25523913,75
35437476,42
25017847,299
72175670,53
54309286,30
86656576,245
26666338,145
28305289,48
26664522,31
29238962,57
29496183,52
39862756,236
61189489,14
22692649,35
24879438,14
35370242,288
22528611,9
22835488,1
22804757,13
22351823,92
42851032,39
48319624,86
42691744,68
43909055,24
42452232,149
42473276,17
25852271,53
22318305,93
41244104,99
31354640,69
50873061,16
71907688,11
63718423,34
149178344,46
24045568,49
25544855,48
29990308,76
22371072,63
30048618,17
23491398,25
24568677,61
26425560,23
32334490,46
22915563,44
41829322,74
41691317,10
49854206,193
57420058,72
72972855,18
47937891,342
40629278,454
60214825,5
78115905,13
43223570,28
40189899,135
45851873,42
29286101,90
28962716,232
50852636,16
63337523,6
50765024,2
51257229,6
50726209,1
50705090,66
54276257,7
50693553,2
50701041,40
51047404,85
50755962,186
55449919,64
50741684,20
51702300,3
52715978,2
50816058,111
50888333,14
50689453,27
50688057,85
57530589,51
50991841,110
54311887,11
57251074,11
50780856,4
54588202,2
50792921,16
51029082,28
54771475,15
55936145,9
54448937,24
50730700,9
51341964,8
53107660,19
54021242,17
50694979,14
50950809,15
50683255,132
57530472,36
147238792,99
50706626,48
51147668,62
51035638,48
56003054,64
54754249,2
55758069,1
50739827,123
50740853,51
51050528,253
56472615,62
51093810,26
50694862,59
50691798,69
50713311,152
116707313,55
57614057,9
50729485,181
58147604,14
59599105,38
50793170,144
53071256,32
51360233,12
53853940,1
54663728,6
50728511,115
57701447,18
50683793,124
71973966,13
79428119,62
107253107,48
101003237,11
56200754,6
52891146,6
63523132,10
54371149,56
55627023,30
53363036,4
54381919,3
55577010,3
55568597,16
50736526,113
51176782,1
67180740,22
54070986,8
50740883,28
54312682,9
59843044,5
50682476,111
50740187,28
50685639,16
50787960,14
50692639,217
50715595,14
63672308,2
113825219,30
52426770,1
55545917,102
51248750,72
58693203,14
50819292,76
50681446,2
57648509,134
51076440,45
51393012,111
55347324,13
50686489,20
51824368,7
50988195,100
50721927,13
59370934,10
68169535,12
51064124,18
51432617,1
50713566,69
50814049,22
52184460,9
50723262,136
50934936,114
54435387,37
53133969,2
50997526,56
50815308,5
50687639,9
67109459,20
55603682,9
54426422,1
58178125,16
50841654,29
160340922,1
50674981,13
50700298,2
55824558,4
52920143,2
50737350,12
53785607,51
41483769,53
40841150,72
49098247,60
46142459,25
143430499,9
85964601,41
74872791,65
39341524,63
26072064,37
68964221,2
26021739,47
152834444,18
56049172,37
28155774,39
49996588,130
61592519,36
28053177,11
65227243,9
26020450,65
30106139,27
26068277,117
43971997,79
68309456,86
25993014,269
28609622,119
26106389,103
42265779,125
26027179,96
106278105,41
65619424,59
71731133,59
28648041,159
67522494,3
61726563,9
28640106,26
51296679,67
149838616,47
33323964,20
26446969,5
26063282,191
26078357,101
26054181,245
72199838,40
26053164,7
26002051,30
43213599,97
29489241,5
26117014,124
35727487,18
26008588,88
159465353,95
42685241,81
55016372,28
26013348,61
26074439,49
28797902,35
159361588,111
26157954,89
30478937,260
28462220,36
79000870,10
64794409,45
34953773,59
26125257,26
28992064,34
125645528,17
30153270,64
42558056,163
28714549,6
55190659,72
61628065,2
51151644,84
22695245,233
50974991,13
44008234,49
46479736,30
114339591,4
32483499,15
54878004,47
88822686,19
148520462,2
76150137,194
73916961,280
55274984,69
54945089,119
146869275,12
110597560,51
60003011,148
153811683,18
153816401,45
83051905,87
55036865,328
60466563,57
115372127,64
45300399,22
48617478,104
64595617,11
43086367,151
35055397,26
61061329,382
66379209,219
48702826,6
35111422,15
68560188,12
45766050,17
45644431,15
48761596,17
102458987,57
121591476,103
48915594,83
68321099,10
48200600,91
130795993,52
45886725,20
40995777,96
40442983,54
57506102,15
49492812,6
36203549,188
41316341,124
43707151,39
50654929,192
63615777,176
46868243,238
96307620,71
48035668,46
35163129,113
42802443,55
22783457,175
59287990,43
70260259,20
54474507,37
41839278,40
48027100,14
32980790,8
122137308,13
26636048,37
142107831,8
113821140,27
52271219,9
77918696,33
138959846,10
57323895,13
68018816,6
110445687,611
53464385,4
27484798,80
118706338,82
118464351,69
30171044,13
84909516,23
84556701,35
40178891,24
47118637,38
113707316,93
37596661,4
100767784,47
50077826,39
84919309,67
77057028,112
102299736,44
114683282,31
119112829,21
102440890,31
129035529,7
76035471,79
45553382,50
47448107,8
129637763,5
76236050,59
78597227,4
31985027,36
99028602,388
81769950,224
99100490,1
131430018,303
139138141,15
56589361,3
141626609,179
52669099,25
141039096,7
76364857,37
34806303,207
44913226,109
42798244,99
42992790,71
34825415,79
39900925,386
35261473,292
35941606,60
29256983,29
43546222,13
25738624,20
42842203,58
28335716,69
39770358,123
42887035,67
48279120,46
35748884,112
34046606,142
159144388,8
161551964,4
160629425,4
157972364,30
157834288,35
159381395,15
157868501,12
158020186,3
55335309,24
77408830,236
25040445,30
30297505,122
25121438,10
89050485,5
101953075,4
26608338,18
31289508,40
25016078,105
33457516,52
25096916,44
54205128,8
25216749,99
25079999,104
30900213,156
23089307,51
59390691,53
44718096,28
41818663,112
31333472,101
98955835,10
71894882,185
26061780,2
139218528,44
32932788,86
39821291,18
84765787,2
148906740,14
29673157,135
134538948,1
29663115,110
95991644,88
154311330,32
43821715,58
40838338,46
60109929,80
72328121,71
70005949,68
60526441,5
50079604,11
55801839,22
42781813,222
93244154,15
101827199,13
114231647,2
94025196,2
96473219,17
44918482,73
41545480,37
72444239,55
42724155,1
114102297,24
70110300,52
28888461,25
57013775,9
45479985,55
29182405,33
97115803,15
47337730,18
29931970,86
41542802,9
69920863,1
136312333,2
90962741,17
25646149,82
90044648,1
111655893,14
100699560,1
38138212,36
62544392,70
33739672,313
54951581,1
50011396,190
104920585,47
30211137,21
90150166,1
78474818,9
121648515,10
47495898,124
55009947,1
43058547,184
48181406,158
32406322,62
69622373,45
49573839,10
134421270,103
55002725,2
55343864,45
34363298,116
80783924,1
41678495,67
33891625,107
43709677,33
45984139,99
25985934,57
42263563,109
40574750,161
54834991,1
43978435,125
48429178,55
49205696,10
26637505,222
26172560,39
87913834,11
43863220,11
43600108,27
51388744,38
43841956,36
50863556,83
91944035,42
43991857,33
30174254,88
43802323,14
44022245,85
43933722,46
116829183,55
43010634,11
76723226,164
48162535,36
40215812,15
55543948,12
45921505,120
119607712,17
119647319,36
49967649,50
133876833,62
66601864,57
39878428,119
70120957,19
119266799,33
62053936,89
71128888,2
56391036,32
59760963,47
78201339,49
38108190,33
149614197,31
90699136,16
119161879,34
68331660,115
117250193,140
127816865,9
135517262,36
42164228,22
121733230,114
117363167,65
117397156,183
72587036,14
143331537,5
86676390,32
86869962,14
121926003,46
119829979,32
84757295,74
60113211,93
119177354,141
119481668,3
89275293,80
119222190,67
136553914,19
38126108,4
119386211,10
142156441,381
89411868,26
120359685,62
38110470,76
86367776,146
86610848,11
119183383,70
119292236,208
83003124,50
152469255,26
120455013,56
120577425,29
55737079,98
120659084,3
89801996,13
147312639,9
116780832,1
117236490,18
38112419,308
86343003,90
94848946,40
108764774,8
67942016,4
152484733,28
119260524,95
39752323,102
119354965,5
119182306,217
120058927,25
69047437,91
60654970,71
47760605,55
65822333,59
39459305,130
133878183,283
145301921,14
119563259,18
119432807,215
124890520,286
70255908,32
119464944,86
89408845,47
61371246,78
69153480,318
51298764,10
120070525,52
86571219,61
98472056,7
72700686,69
61509564,38
70900790,174
44464577,50
44982105,59
46696997,46
44848206,99
47834041,25
71092804,51
44505151,76
91017897,22
44503684,125
69523854,38
44435260,372
47636075,22
54584453,15
44433545,195
44453855,107
51875986,12
45275720,113
44642202,13
44432376,52
44431224,68
44765010,79
44557007,20
94790209,471
45293548,67
44650581,14
44451382,269
68577129,12
53999312,37
44642543,92
74719838,40
32294363,37
30701923,229
35881635,15
47574488,95
35973504,51
50965317,54
76241144,107
50101020,40
29637539,95
30271522,50
47025981,9
36565222,28
36654225,193
40668239,111
28481514,200
28697616,145
28454759,112
31090699,255
30300754,99
28877055,199
110802144,80
28919315,454
29053078,169
137988100,2
28756176,28
40920697,24
29064106,34
28498577,331
66259419,10
63700900,19
37160904,127
41830094,166
29368952,65
28709683,27
28964250,44
28527501,58
28499462,190
63359039,45
49635825,29
29380499,73
31979799,153
28519252,65
112253108,7
55015230,44
36637226,65
81884574,36
24381991,8
30171754,31
42814042,27
24418251,287
55296980,10
66114044,26
121130096,28
26492656,40
83306919,23
54258280,26
74839748,336
82735559,3
29132868,6
62128513,170
55278718,1
31737275,26
41628973,36
47911007,52
68834093,42
28490390,47
37475729,46
86111944,423
33032365,26
45325194,1
83284602,27
55342987,17
121808988,9
52576772,39
79444519,47
28133328,33
25460069,174
145038757,4
25495027,93
105487453,77
38818610,82
49494286,54
44886233,88
79636468,39
57542553,21
37560911,26
42562761,152
47858713,17
42702703,55
50148939,14
81078191,64
60728613,57
53243060,92
106347121,19
55692649,85
82283916,157
44786053,218
122292808,95
139017469,7
149406549,13
38201054,26
50736101,16
25506515,77
87411742,1
48617583,2
78623313,9
25471448,38
55285529,18
38545713,31
48377879,37
66917798,4
52477895,17
123379691,95
31465746,102
56669021,31
76342548,89
131671221,14
48081318,51
65617278,28
28479094,53
43079487,154
81903197,7
39241941,66
25465671,28
26513958,28
31967524,62
29953234,230
107305329,43
29045454,68
40585935,56
48658807,3
54719224,93
57314956,6
42913810,79
83640481,148
97640914,269
54328959,1
25467443,100
42545186,30
37744676,18
62533956,111
54963698,111
44668111,40
55404660,29
25456806,17
76244231,47
29859097,27
33866436,57
45441841,19
73876159,1
30164593,6
25455629,95
34565822,75
100638151,41
40534340,24
54590933,46
74574194,42
94669022,31
117693678,70
48182298,71
47808043,65
78663082,39
82945592,349
66760653,21
45986543,17
60618651,3
30514899,105
62476808,17
32847259,93
54105678,12
25516068,157
132521787,19
34878535,105
139277001,12
57743323,70
31174408,66
73804055,58
98459358,30
84122931,21
99029381,67
119549664,7
75489371,33
25482515,24
119375225,13
33360161,244
30226270,109
33588321,6
38153202,81
28963337,212
25937292,48
25414606,69
26667468,38
33603107,237
36423020,41
64614302,7
33476071,93
153460787,48
34361454,111
34631734,73
68979372,90
40289980,10
33512416,13
33909014,493
42599770,61
40939073,83
25581034,296
25801030,241
51224992,125
69970283,59
55194955,145
49045702,103
57412382,7
44550418,141
44858709,6
67657881,18
103307179,27
56891024,9
130389781,46
51258671,36
51300247,259
148555473,137
127879905,14
69621209,99
141934356,7
92830907,67
57853127,14
127224577,187
142929903,4
86517087,30
125608139,20
84723174,31
102661424,180
61935722,42
24983234,121
26359598,63
26428199,106
28221503,8
25822161,89
161758883,20
156647975,65
151494344,83
153976707,5
156186073,10
153691834,7
157251981,8
157149518,49
153758526,82
156739190,14
161203516,211
156445824,149
159298165,10
151420830,44
159138816,10
153880781,25
158398497,23
154773122,1
150963878,18
161923621,54
154239218,104
153596297,1
154998243,46
154579797,46
161465965,3
155024102,36
155283807,26
158967716,64
154677215,5
158271576,79
153889695,19
155364083,21
160657880,1
161748549,26
156992704,57
154150613,5
161046494,50
154394864,3
158578402,8
154773056,15
157887889,72
157298826,1
156489518,5
151682376,26
154199359,38
153889556,647
153578404,149
153641817,16
157874029,12
156977240,212
155034866,323
155596713,8
157315003,113
157636904,296
156873138,4
153631193,28
156261310,214
161859512,28
161395932,89
153641020,32
155597652,1
157408543,167
152875087,6
155364850,90
155989445,64
150654806,4
155721364,47
156624342,40
160264025,4
158213840,34
156878577,8
156732063,99
154003576,8
154072596,37
154316010,1
162030748,35
150478381,47
152773802,2
154030721,62
161557372,1
155666591,205
154740141,120
159569291,37
153750090,82
154622229,39
150766951,6
160502421,11
155616386,156
162054682,25
160659312,1
156043318,14
154466633,10
151953501,11
156139895,1
161108477,129
153575034,79
155549694,173
160959941,6
153588428,3
155498469,32
153089859,136
155249836,20
149867689,17
156493979,3
156245306,156
152911447,22
152933901,24
161195072,16
161448877,3
160771055,446
152120395,9
161278825,62
153846134,54
153810923,187
153997371,19
154286379,45
153790483,101
161405553,5
157071586,2
156982532,1
154786015,113
158103810,96
153734232,1
159347301,30
158104795,6
157299747,2
158176464,40
155651876,7
155234233,141
162331002,1
156779661,185
156901735,69
156804410,7
154367934,2
153383599,3
151461913,33
150140076,1
162195671,7
155290863,204
151987289,4
153346020,36
155505777,41
156245958,128
156421984,11
156978105,64
153289589,73
157260093,6
155139225,1
157303223,44
157519060,1
156994182,39
154284757,2
156773274,43
157115461,265
151496805,78
154043752,14
153844401,196
160601405,14
154799738,62
157335033,6
156396875,12
157621971,98
150191525,24
154031595,49
152883485,111
151035573,1
160694137,3
157278303,5
156389836,11
153661530,180
159127232,1
153534723,87
153376568,43
153844603,122
157114606,55
161131205,86
161519977,40
155312570,4
160368949,10
157185892,3
154704417,46
155309058,65
154131925,9
161182454,60
157582867,76
152091901,1
154970836,40
155343265,3
151717700,55
153607041,54
160540361,32
155640200,358
161220321,4
153776911,221
160821152,13
152019164,6
156806637,2
153614965,250
156975039,6
153825625,70
160809306,119
161999312,5
152769389,11
157688892,164
154082791,95
151471418,17
150692568,1
158704957,59
154918955,1
155083426,11
152597752,35
159143295,4
152293346,21
155532072,70
157948801,95
154891249,20
161468493,12
160094780,41
155244348,12
161443775,101
159494703,29
157005418,2
153241161,45
158600553,54
160641872,268
155087707,1
153981876,18
153379011,38
154614636,98
153676236,91
162160413,38
160619990,1
150276634,137
156887261,2
153624568,11
157266575,9
156725705,199
161684056,64
157340253,108
152903752,28
157015339,30
162039521,97
151150761,6
156076111,32
151008078,74
160914670,140
155939964,11
156232456,3
153699259,43
154344713,65
160405335,21
150549188,20
155469584,1
162230814,9
154503536,89
155933272,22
159487587,40
154684894,59
157869665,55
157725653,75
157631855,9
153974374,1
158264453,39
149877221,38
152331958,11
160224508,2
153987950,40
153178680,2
157524157,16
150907832,1
154963543,18
155643229,123
154734449,7
155419073,77
158998615,18
151064547,5
153874857,56
156940942,172
161444955,24
161018377,78
152547679,16
155568363,52
158833683,24
156923255,238
153992110,80
153664214,1
151067127,1
155920067,307
153438727,11
153656327,18
153013263,3
152383656,11
150027789,97
156606263,2
162070383,8
153276144,164
155781632,3
158456489,47
151463120,14
158448057,12
159526252,100
157297831,12
152054884,23
154321318,29
159639828,148
156802829,1
161051835,1
155193864,14
156415198,55
151589361,2
158056860,15
159058573,62
162343762,2
159170052,160
159457542,6
154657600,3
154724970,146
153889375,67
151475029,73
159022535,110
157719330,33
150297229,3
161822269,1
156809178,188
153250523,1
153710382,50
153797420,16
154068993,52
161621253,9
152990432,1
156261194,53
159374829,7
154994140,65
155966122,9
151161793,27
154825234,69
155305193,155
160315494,71
154799401,18
154308407,2
152658721,4
158864653,15
157905331,2
158878181,12
158661220,41
157372171,56
154465228,3
153724566,15
151957400,66
160549245,8
151725105,55
160680489,12
152755696,12
157153628,27
158571001,5
158754803,2
154224340,12
154070670,52
153896129,43
155848290,8
157628090,40
156384553,62
157745665,50
154061302,11
160082089,53
153932620,113
156727319,87
159119049,93
153403002,5
153830385,145
162204325,5
155048134,6
159928609,2
153532956,6
157857889,5
159035516,53
154325540,6
157014134,63
152626531,64
153737142,4
154111912,10
162197089,31
153697514,91
157279709,14
160328652,130
157312320,143
160267824,91
153652774,28
161386713,88
154590980,2
158627918,16
153874469,2
156393647,13
156764146,4
154684879,101
154958758,39
153582290,15
151495867,19
155519512,5
159356060,77
157165378,33
153839093,282
154955710,41
154269303,2
158292661,285
154530128,42
161357746,10
153871317,1
153973759,83
153587797,6
153601666,26
154737339,136
154020746,10
156268840,1
156187335,2
161874916,40
154826803,25
157607257,49
156813153,4
155856273,4
156813738,119
157065662,91
161862659,8
154021938,25
153727618,2
157728966,79
153632520,17
154060384,33
155474168,31
158683142,59
154238595,27
158113874,3
153971938,50
159193425,103
157661126,37
160810103,26
152949836,120
156867823,1
155113910,8
156502297,8
154537563,45
154861222,1
153542833,27
152509086,64
151547263,7
153969004,62
153961508,120
160309323,49
153257772,1
154418570,226
157733926,32
156826927,8
153499884,48
153825471,274
152996391,54
153653519,2
154280938,42
152919162,15
153584584,16
157838418,77
157343682,40
155719060,35
153618639,25
152684710,11
154591414,4
156844557,16
151715618,15
150486556,6
155285611,4
152946736,11
162097584,242
152755937,9
155772807,37
160598267,581
155272411,131
155675005,11
153672843,11
153550838,1
155340192,1
160881565,3
162062150,161
160216451,8
154966850,67
154078431,5
153384752,4
156562507,12
160471903,7
155591124,32
156256144,113
160086263,2
156161374,28
159328582,30
160110966,31
160094363,89
160745125,29
154308382,147
150475392,10
153332541,12
155070790,18
152079403,2
153540677,16
159981009,43
154389421,158
155218693,64
157688187,190
152474559,9
155745984,49
155501919,161
155260606,89
161592582,5
156158543,2
154647428,9
154985744,4
158529864,40
153538604,1
158920123,41
153678014,7
154260274,335
161294123,14
157234177,92
154241894,65
152373581,81
153960453,8
154243422,6
154465283,3
151200867,4
159229003,21
157462974,1
155720715,80
157255494,12
153078218,64
155711480,7
159594032,27
158653744,8
153870808,123
156798563,62
161140402,35
150964999,230
157198173,19
155377980,55
152866816,3
154193994,7
156108777,1
157540225,67
153266056,138
156873359,58
160586539,3
152850959,7
151778369,4
157851969,41
160525351,1
153416961,6
151257463,50
152461725,2
155437269,1
160282617,2
151853803,2
161524297,19
161712746,1
161289433,24
156450803,236
154345993,8
160542797,21
154184195,31
155015077,31
155717498,4
155974530,55
159691406,9
155683112,30
161420322,42
156393036,20
160944138,1
153429261,17
153535924,50
156153179,4
156343452,154
153471401,77
154481703,2
150446873,11
156606723,11
161499286,12
150080057,78
155467734,172
158934304,5
158616141,7
153228183,37
150113927,15
156989470,4
150570329,2
157605255,2
162079338,10
153968093,41
157206758,102
157798361,66
157654747,26
152527810,126
152355182,1
155924839,191
157470632,1
154349410,12
153499335,3
157771900,1
150502125,272
155170613,2
156855970,77
161583031,53
152546407,151
153624784,72
152712220,1
153353214,12
158799678,1
154175933,29
157716847,4
156370972,23
160807726,295
154328932,72
156581412,95
155732754,1
153561394,75
161766968,23
161663804,6
154478769,77
160479884,27
159072771,2
157976239,8
155363292,15
159558675,39
161137327,22
152918876,23
152919777,43
155287186,6
153984640,109
149992793,52
155151458,75
154332558,37
159154166,16
150811521,57
153499109,2
156082397,1
154744117,49
157728390,30
160478179,109
161451969,4
154006016,4
159173386,11
155932117,113
155951443,1
153644561,70
159734338,1
157361808,34
153901778,233
153083275,17
155835968,17
154412429,22
156544324,15
162136520,88
159480116,7
151818859,68
153348067,30
162147952,9
155074625,86
156101598,14
154238651,76
162323085,29
160918335,100
159130260,2
150516945,21
