recommendationid,length
50389697,2.6839471307515117
49289090,2.5024271199844326
49817269,2.5390760987927767
50372448,2.5105450102066116
49300731,2.5327543789924976
49215473,2.558708570533166
51084257,2.5998830720736876
49188442,2.655138434811382
51233621,2.382017042574868
50074400,2.396199347095736
50038930,2.873901597864461
49723235,2.5611013836490555
50233577,2.5611013836490555
49619266,2.6541765418779604
47474687,2.747411807886423
50087220,2.8721562727482928
47689451,2.5440680443502752
55109756,2.5024271199844326
49469948,2.376576957056512
45660576,2.8597385661971466
49301515,2.559906625036112
49332600,2.5092025223311025
50276629,2.511883360978874
43920218,2.4132997640812515
43748097,2.7315887651867388
49510916,2.4828735836087534
50803970,2.5415792439465807
49342126,2.3856062735983117
50255908,2.716003343634799
50099912,2.1335389083702174
49784016,2.7126497016272113
49730278,2.629409599102719
50759657,3.053078443483419
50934977,2.6570558528571038
55148157,2.376576957056512
47630835,2.7323937598229686
43879707,2.789580712164425
47664018,2.359835482339888
43379472,2.948412965778601
47915542,2.408239965311849
45655617,2.602059991327962
49338325,2.503790683057181
48263020,2.6981005456233897
50123632,2.7143297597452327
49581897,2.3856062735983117
49080426,2.371067862271736
49346436,2.6821450763738315
49376994,2.397940008672037
46947864,2.671172842715083
46882050,2.392696953259666
49293588,2.3891660843645326
47851849,2.784617292632875
50536515,2.390935107103379
48163440,2.6766936096248664
49288635,2.5622928644564746
41297934,2.757396028793024
49550129,2.311753861055754
49811763,2.3996737214810375
50068560,2.397940008672037
48083595,2.5415792439465807
43882389,2.8796692056320534
50094702,2.1461280356782377
48058908,2.5763413502057926
49061489,2.437750562820388
55140554,2.59659709562646
51331409,2.383815365980431
41080484,3.1986570869544226
49304741,2.397940008672037
49292737,2.5563025007672873
49291681,2.5622928644564746
48677562,2.5440680443502752
48091517,2.748962861256161
49568026,2.383815365980431
51057165,2.3617278360175926
51116959,2.3856062735983117
49667393,2.6170003411208986
49343942,2.5622928644564746
46175515,2.748962861256161
49315177,2.56702636615906
49359899,2.5403294747908736
51075402,2.376576957056512
45576441,2.8020892578817325
41089492,3.132579847659737
48306241,2.5646660642520893
48568841,2.555094448578319
50533622,2.716003343634799
50711140,2.7649229846498886
50043157,2.869818207979328
44894578,2.487138375477186
49325161,2.492760389026837
49299753,2.53529412004277
51085054,2.59659709562646
45674453,2.7951845896824237
43161517,3.0982975364946976
51231100,2.507855871695831
49028358,2.559906625036112
49293057,2.397940008672037
