recommendationid,length
113544790,3.1085650237328344
113532292,2.110589710299249
112422094,2.214843848047698
108661192,1.8750612633916997
102748815,1.7708520116421442
102157828,2.6839471307515117
102064615,2.9344984512435675
101904029,3.121887985103681
101546870,0.9542425094393249
100112947,2.332438459915605
99801275,2.787460474518415
63840205,2.2253092817258624
59411603,1.4771212547196624
57309652,1.380211241711606
56989463,3.030194785356751
55476373,1.8061799739838869
55453371,2.4668676203541096
55448526,2.4941545940184424
55413081,1.5314789170422551
55408490,2.3384564936046046
55336527,3.3673559210260184
55326323,2.902546779313991
110789961,2.2121876044039577
55288506,2.5932860670204567
79687824,2.326335860928751
67564044,1.8129133566428552
52204895,2.814913181275074
51293580,2.7379873263334304
51084118,2.320146286111054
50725651,1.3424226808222062
50648963,3.148910993109356
50554865,2.4969296480732144
54862878,3.6554265877459184
54754066,2.8796692056320534
54543750,2.012837224705172
54507477,3.131618664349125
84197012,2.02530586526477
153898651,2.296665190261531
144550965,2.8615344108590377
140051039,2.342422680822206
137191690,1.1139433523068367
134672258,2.296665190261531
134182133,3.1293675957229854
133546087,3.0119931146592567
132773986,3.130333768495006
132616936,2.2227164711475833
132197708,2.0681858617461617
133297672,2.187520720836463
119554212,2.885926339801431
116825133,1.7558748556724912
101684737,2.674861140737811
101516102,2.4031205211758175
101503423,2.4183012913197452
95754192,3.258158193340794
95294819,2.012837224705172
95202831,2.8014037100173548
94255106,2.1931245983544616
93891431,2.771587480881255
93853977,3.410945858687774
91962408,2.577491799837225
91656712,2.3096301674258983
91084173,2.447158031342219
91054305,2.4409090820652173
90988795,3.096910013008056
90897167,3.7522789854601184
89456891,2.4563660331290427
79609717,2.363611979892144
79215099,3.2617385473525373
79080518,3.887167020894774
76380786,3.658393026279124
75602047,2.3096301674258983
74567051,2.808885867359812
74551939,2.736396502276642
71383533,3.314499227973151
69892201,2.6095944092252195
69012764,3.2491983573911125
67631662,3.1547282074401553
67139599,1.7781512503836434
66617649,1.6989700043360185
63578441,2.3483048630481607
63131968,2.4800069429571505
56241846,2.893206753059848
55976407,1.7634279935629371
55796045,2.4913616938342726
55794896,3.5217916496391233
55791211,1.8920946026904801
55790420,2.9951962915971793
55786140,1.8388490907372552
55782680,2.6532125137753435
55781743,1.845098040014257
55778072,3.3161800988934527
55776446,3.531351164583059
55765298,2.4668676203541096
55754301,3.5927317663939617
55752078,2.173186268412274
55741884,2.877946951629188
55741598,1.1461280356782377
55737231,2.8068580295188172
55723719,2.705863712283919
55710460,1.9590413923210932
55661501,2.6901960800285134
55661490,2.700703717145019
55659085,2.7972675408307164
55657467,3.1625644065230185
55651421,2.9552065375419416
55650049,2.60422605308447
55646978,2.831229693867063
55646905,2.7032913781186614
55643971,2.5403294747908736
55640081,2.049218022670181
55636927,3.5344068991378768
55635728,1.8864907251724818
55634911,2.8808135922807914
55634903,2.7723217067229196
55634732,1.9084850188786497
55634621,1.9731278535996983
55631065,2.021189299069938
55631029,2.686636269262293
109429510,2.173186268412274
72765424,2.518513939877887
50245636,3.3732798932774957
52505245,1.8864907251724818
51005880,2.559906625036112
49246118,3.5848963441374497
61657292,2.9014583213961123
61477737,2.626340367375042
60013523,3.1344958558346736
49271671,2.7937903846908183
92158177,2.45178643552429
50983626,2.853698211776174
86431211,3.75158700508231
49494978,3.29622628726116
115580078,2.745074791582057
114735873,2.763427993562937
107164316,2.045322978786657
100084790,2.6570558528571038
96622086,1.9956351945975497
95667166,2.697229342759717
94410015,1.322219294733919
93576317,2.748962861256161
92739223,2.3502480183341623
92363556,1.8260748027008262
91991647,1.9493900066449126
78159346,1.4913616938342726
78109821,2.959518376972998
77352637,2.808885867359812
76738700,3.4511721575125396
76738114,3.185542154854375
76689151,3.2245330626060857
76683595,3.700963178159549
76682024,2.5921767573958667
76666487,2.9527924430440917
76649913,1.7075701760979363
76638183,2.7888751157754164
76631804,3.081707270097349
76628440,2.780317312140151
76620207,2.6946051989335684
76616740,3.495683067616915
76599031,3.468642668391511
76595200,2.1335389083702174
76592962,3.6772418459466536
76591413,1.7075701760979363
76583011,3.513617073787874
76582858,2.8129133566428552
76580792,2.9818186071706636
76565305,1.9777236052888476
76563290,2.624282095835668
76550590,3.371621927176021
49295500,2.6730209071288957
72411502,2.518513939877887
77533832,2.5301996982030817
75509099,2.843232778098009
69537752,3.5735677730392177
67507859,2.6414741105040993
65953884,3.0390173219974117
64782197,2.950851458888546
61837780,2.7701152947871015
60952307,2.656098202012832
49426734,2.9350031514536545
125596434,2.521138083704036
125554471,2.7355988996981795
125288527,2.8733206018153985
125132969,1.8573324964312683
124912084,2.940516484932567
124533324,1.591064607026499
124148470,2.7767011839884104
124036913,2.60422605308447
123953622,2.332438459915605
123702070,2.397940008672037
123631882,2.4132997640812515
123442020,1.7993405494535815
123438279,2.3384564936046046
123257821,2.3463529744506384
123022931,1.9030899869919433
122948489,2.665580991017953
122521378,1.2304489213782739
122399791,1.7481880270062005
122331895,2.2278867046136734
122230689,1.8325089127062362
122152428,1.2552725051033058
122118094,2.633468455579586
121840126,2.6541765418779604
121826348,1.7323937598229684
121705822,1.8388490907372552
121644051,2.8561244442423
121624616,2.730782275666389
121619432,3.4084095784684294
121616029,2.5682017240669945
121553654,2.6283889300503116
121483499,2.551449997972875
121300564,3.0425755124401905
121286611,2.332438459915605
120943196,2.716003343634799
120907276,2.812244696800369
120511919,2.6512780139981436
120240407,3.39375064034808
120043424,0.6989700043360187
119838723,2.1846914308175984
119821830,2.7201593034059566
119647921,1.845098040014257
119561872,2.0899051114393976
119410697,2.021189299069938
119218584,2.173186268412274
119190821,0.6989700043360187
118990008,2.7993405494535817
118918983,3.405004665050369
118637210,2.678518379040114
118612665,1.9395192526186182
118527238,2.870403905279027
118480503,1.8920946026904801
118472276,0.0
118378255,1.1760912590556811
118302438,2.608526033577194
118298820,1.0
118264112,2.3891660843645326
118217796,1.57978359661681
118099278,2.7839035792727347
118011529,1.8920946026904801
117943413,1.2041199826559246
117942534,2.9122220565324155
117908882,2.3483048630481607
117907324,2.7520484478194382
117886165,2.4149733479708178
117818715,2.7151673578484576
117735732,1.041392685158225
117730331,1.3979400086720375
117687591,3.4938761108528227
117463446,2.787460474518415
117427120,1.851258348719075
117245920,2.796574333210429
117245833,2.2988530764097064
117168344,1.1139433523068367
117163204,2.3617278360175926
117097108,3.075181854618691
117096090,1.3979400086720375
117090457,2.383815365980431
117077417,3.2949069106051923
117070468,2.0293837776852093
117044539,3.131939295210424
117042048,0.9542425094393249
117038170,2.487138375477186
117031864,1.5185139398778873
117009881,1.8129133566428552
116996966,2.181843587944772
116975640,2.5705429398818973
116952460,2.3180633349627615
116948913,2.602059991327962
116872351,1.301029995663981
116869481,2.143014800254095
116852576,1.8573324964312683
116791131,2.02530586526477
116772095,2.2855573090077734
116753676,3.301247088636211
116752853,2.3521825181113623
116747983,1.7403626894942439
116739965,2.1673173347481756
116680970,2.656098202012832
116675462,3.6802448370426073
116614772,0.6989700043360187
116592365,2.2695129442179165
116589483,2.902002891350729
116563772,1.7708520116421442
116475920,1.8692317197309762
116436722,1.0791812460476247
116426926,2.294466226161593
116392634,2.5921767573958667
116391470,2.4393326938302624
116316486,2.730782275666389
116278360,2.8555191556677997
116275118,2.5877109650189114
116248934,1.1461280356782377
116209137,3.0599418880619544
116199289,2.416640507338281
116171322,2.656098202012832
116087525,0.8450980400142567
116055925,2.852479993636856
116021816,2.1492191126553797
115831030,2.6794278966121188
115805224,1.9138138523837167
115732026,2.8061799739838866
115727753,3.481585936367622
115715513,2.0293837776852093
115686735,2.0791812460476247
115686010,1.9138138523837167
115674676,2.287801729930226
115664979,2.4345689040341987
115626789,2.4756711883244296
115589081,2.1522883443830563
115584634,2.301029995663981
115577609,1.6020599913279623
115573849,2.672097857935717
115569330,1.2304489213782739
115460250,2.5250448070368448
115453459,0.47712125471966244
115451365,2.771587480881255
115413858,2.0334237554869494
115411117,2.605305046141109
115406861,3.1354506993455136
115358737,2.5888317255942073
115349316,2.985875357308393
115310599,2.987666264926274
115303497,2.4132997640812515
115283522,2.56702636615906
115280158,1.5051499783199058
115277553,1.9493900066449126
115266491,1.0791812460476247
115244581,2.1958996524092336
115230643,2.843232778098009
115220901,3.2543063323312853
115215466,2.5301996982030817
115205347,2.1139433523068365
115200027,2.59659709562646
115200019,1.0791812460476247
115168487,2.909556029241175
115167065,2.6928469192772297
115162527,2.4065401804339546
115117341,2.631443769013172
115106834,2.9434945159061026
115096986,2.392696953259666
115094109,2.8129133566428552
115091732,1.2787536009528289
115076189,2.380211241711606
115069856,2.9604707775342987
115039533,2.1986570869544226
115039450,2.3729120029701067
115031631,3.8508911841359232
115022860,2.874481817699466
115019816,1.6812412373755872
115015904,3.257198426139344
115011587,2.6522463410033232
114998827,2.1139433523068365
114998147,3.116275587580544
114993896,2.3856062735983117
114991799,2.4183012913197452
114986424,2.9454685851318194
114979780,1.5440680443502754
114977790,2.3180633349627615
114968781,2.9982593384236984
114968330,3.058046230395281
114964245,2.932980821923198
114959153,1.447158031342219
114951602,2.7193312869837265
114951285,1.6532125137753435
114946845,2.683047038238849
114946510,2.8603380065709936
114945034,3.172894697752176
114942876,3.356025857193122
114942843,1.7708520116421442
114941945,1.2787536009528289
114941834,2.8603380065709936
114934676,2.839478047374198
114934037,2.602059991327962
114930367,2.290034611362518
114929669,2.2355284469075487
114923971,2.8305886686851442
114923523,2.871572935545878
114921460,0.47712125471966244
114921317,3.3447851226326604
114917927,2.885926339801431
114917608,3.186391215695493
114917554,2.2922560713564755
114916777,0.7781512503836435
114912186,3.498861688992884
114909290,2.4099331233312946
114907269,2.7234556720351857
114906134,2.6532125137753435
114905718,1.8129133566428552
114902649,1.919078092376074
114896387,2.5854607295085006
114893860,3.2671717284030133
114893845,1.724275869600789
114891732,2.5526682161121927
114891141,2.940516484932567
114891019,2.8419848045901137
97265768,3.06781451116184
49804142,2.875639937004168
49657738,2.4983105537896004
122014415,2.683047038238849
109647332,2.728353782021228
98106288,2.8208579894396997
97443035,3.0449315461491597
50201374,1.7558748556724912
50036689,1.2552725051033058
54798943,3.07809415040641
50844816,2.9030899869919433
112898404,3.1492191126553797
49947533,2.3673559210260184
49624637,2.1673173347481756
49602711,2.394451680826216
49592135,2.5105450102066116
49548966,2.5263392773898437
54588885,1.041392685158225
78490132,1.9294189257142926
64437655,3.616895426400759
58797969,2.76417613239033
54081134,3.7884512070234555
53853701,2.7218106152125463
49959528,2.7435097647284294
103174260,1.9030899869919433
100095904,3.012837224705172
99911400,1.8129133566428552
97588926,2.9867717342662448
97574670,2.0374264979406234
97263581,2.1958996524092336
97211218,3.6178387477170033
83513395,1.322219294733919
83175606,2.53655844257153
81559083,2.505149978319906
81114796,2.823474229170301
77185248,2.6512780139981436
76981046,3.5410797677766284
76302827,2.7151673578484576
74902079,2.5276299008713385
74744643,3.459090789600586
74622317,2.34439227368511
74537098,2.8790958795000723
74515282,2.2329961103921536
74391790,2.7435097647284294
74284106,2.0530784434834195
74278682,3.8181598863971846
92688625,3.0265332645232963
92678567,3.134177107576766
92623242,2.803457115648414
122545628,3.5951654147902294
82977755,1.57978359661681
96639065,1.6627578316815739
92076947,2.6730209071288957
90749723,2.0530784434834195
90330393,1.9493900066449126
81513421,2.932473764677153
115703538,2.9206450014067875
106138953,2.2227164711475833
99136243,1.7634279935629371
91504140,1.8573324964312683
90174534,3.8510748052288863
90161322,2.8597385661971466
89043934,2.8375884382355108
87837944,2.086359830674748
87349722,3.15956719323362
86939355,2.718501688867274
75231733,2.7993405494535817
74484846,2.762678563727436
73012366,2.5646660642520893
66062571,2.7355988996981795
65503275,2.4031205211758175
54044189,2.6232492903979003
51091016,2.5865873046717547
51055537,2.5888317255942073
51054762,3.3836358683618797
51053858,3.014940349792936
55067992,1.7481880270062005
122389932,2.7218106152125463
109271879,2.012837224705172
106473653,2.1846914308175984
69206644,1.8573324964312683
67527175,2.902546779313991
65845942,3.2027606873931997
133897168,2.380211241711606
114763582,2.4668676203541096
114636430,2.7323937598229686
114630048,1.845098040014257
114971159,2.170261715394957
55712136,2.5865873046717547
159039635,2.8401060944567575
155923134,2.9890046156985366
154039281,2.5263392773898437
142564417,3.646403726223069
140748249,3.3155505344219045
140157706,3.466274321789292
137724851,3.2296818423176754
131710504,2.649334858712142
130931161,2.4533183400470375
128923299,3.1696744340588063
127479908,3.5225746326911764
120693022,3.061452479087193
120130208,2.896526217489555
118922260,3.0696680969115957
117866289,2.9689496809813423
117327582,2.7379873263334304
117325595,2.7528164311882715
116439588,1.9956351945975497
116268228,1.8633228601204557
116046723,2.7355988996981795
115583457,2.9464522650130727
115561565,2.5477747053878224
115269362,3.466125870418199
114953739,1.5440680443502754
114801793,1.7075701760979363
114370404,3.33665982345442
113723507,3.4945719842301983
113641829,3.107549129744686
113351097,2.488550716500444
113252866,3.038620161949703
113234139,2.8162412999917827
113226940,1.9493900066449126
113217185,3.4474681309497552
113197020,2.7481880270062002
113192354,2.8061799739838866
113139980,1.8388490907372552
113138130,2.9912260756924947
113120436,3.128399268717806
113010220,2.5622928644564746
111609596,2.4099331233312946
111607329,2.8488047010518036
106881628,2.870403905279027
106425372,1.9444826721501687
106147167,2.517195897949974
102139605,2.867467487859051
100803889,2.9912260756924947
97510658,2.7986506454452686
96239046,2.176091259055681
89918237,2.3138672203691533
86925762,2.9063350418050904
85837979,2.947923619831726
85612625,2.963315511386111
85485829,3.0640834359635956
84127682,2.4913616938342726
82889856,2.6404814369704215
82717321,3.258637282724076
82397315,2.9726655922661105
79758041,2.745074791582057
78752935,2.390935107103379
78734076,3.424391554410277
76447520,1.0
75888164,1.785329835010767
74688707,2.4563660331290427
71689270,3.2817149700272954
70555747,3.1652443261253107
70196781,2.8959747323590643
69439807,2.3521825181113623
68216163,2.503790683057181
65786998,3.117271295655764
64801543,2.648360010980931
64635313,2.6766936096248664
63414294,2.966610986681934
62976482,2.6424645202421213
62422348,3.2702128548962426
61989770,3.1880843737149376
60475718,2.9604707775342987
60054519,2.705863712283919
55491542,3.2895889525425965
55159021,2.8680563618230415
54988648,3.3186892699477455
54889918,2.173186268412274
54584121,2.5899496013257073
54397980,3.4273237863572468
54371603,3.088844562727004
54316632,1.6627578316815739
54257053,3.8884041677370464
54222658,2.796574333210429
54220392,2.2095150145426303
54204511,2.6803355134145628
54203576,3.3809344633307017
54202415,3.436480695009495
54198221,2.5820633629117085
54185906,1.414973347970818
54179630,3.3228392726863207
54177045,2.8162412999917827
54172006,2.6901960800285134
54170914,2.1139433523068365
54163818,2.1398790864012365
54163714,2.931457870689005
54157356,3.0652061280543115
54157171,2.3541084391474008
54156914,1.5440680443502754
54155684,3.2164298308762507
54153544,3.3151303171836015
54150388,2.3304137733491905
54141255,2.4578818967339924
54140928,3.0178677189635055
54136894,3.356790460351716
54136871,2.704150516839799
54136131,3.1690863574870223
54134537,2.741151598851785
116803963,3.421110129793434
157142788,1.447158031342219
153525646,2.710117365111816
136936619,2.4031205211758175
134180583,2.777426822389311
131896402,2.296665190261531
131896399,2.2671717284030133
130125529,1.9344984512435675
117099007,2.4345689040341987
116924368,1.9731278535996983
116008936,2.8208579894396997
114593367,2.1003705451175625
108297723,3.132579847659737
106927329,2.2741578492636796
105717737,3.3514097519254387
101463244,2.8228216453031045
99286116,2.782472624166286
98495407,1.724275869600789
98279144,2.0969100130080562
98207776,2.8621313793130367
98151925,1.6812412373755872
93988690,1.8195439355418683
65196319,3.2159018132040313
64989614,3.043362278021129
64984337,2.874481817699466
64930317,2.6928469192772297
57247115,2.5705429398818973
51434858,1.6989700043360185
50902196,3.3402457615679313
50783897,1.5314789170422551
50337799,2.4393326938302624
50195092,2.3304137733491905
87008359,0.6020599913279623
75621139,2.7701152947871015
80810081,1.9084850188786497
80779600,3.4377505628203875
72103678,2.477121254719662
70684003,1.6532125137753435
67597284,1.968482948553935
63362301,2.5899496013257073
62760531,2.02530586526477
62105965,1.7923916894982537
61939881,3.333648756514701
61929860,2.9420080530223127
61784023,2.442479769064448
61748195,2.4014005407815437
61730136,2.96189547366785
61639871,2.064457989226918
148627109,2.7201593034059566
158094837,2.3692158574101425
95119777,2.450249108319361
92469253,2.8948696567452523
92359392,3.379668034033654
87334713,2.4608978427565478
87120278,2.2304489213782737
86570996,2.632457292184724
85602046,2.2068258760318495
84797354,2.902002891350729
84368336,3.043755126968679
83245077,3.044147620878723
81315502,2.093421685162235
78028709,2.996511672154178
73947185,2.993876914941211
64309702,1.7634279935629371
64250157,3.5988998870638826
98863238,2.086359830674748
98102153,2.1461280356782377
97615752,1.8808135922807911
97205680,2.421603926869831
75192550,2.450249108319361
75178915,1.8920946026904801
75156836,2.662757831681574
75142469,1.8195439355418683
75134357,3.126131407261984
75130781,2.1271047983648073
75130108,2.7937903846908183
75128603,2.75815462196739
75124063,0.9030899869919434
75105169,1.4771212547196624
75035812,2.2329961103921536
75016556,2.591064607026499
75003716,1.322219294733919
75002267,2.1986570869544226
74927723,2.999130541287371
74549497,1.301029995663981
74546773,1.0
74488713,3.343999069057161
74250398,1.8808135922807911
74233315,2.6074550232146683
73997974,2.287801729930226
73926606,2.8488047010518036
73926031,1.4771212547196624
73688950,2.518513939877887
73675207,2.3463529744506384
73673544,2.2455126678141495
73661632,2.4329692908744054
73582491,1.041392685158225
73552085,2.6839471307515117
73543866,1.462397997898956
73522934,2.9956351945975497
73443544,2.9556877503135057
73433630,2.4756711883244296
73398255,3.1835545336188615
73391678,1.785329835010767
73301734,1.5314789170422551
73280063,2.290034611362518
73263558,2.0043213737826426
73228507,2.0293837776852093
73183148,2.442479769064448
73166004,2.0374264979406234
73158124,1.785329835010767
73128478,3.114277296561586
73125960,1.8325089127062362
73108948,1.7403626894942439
73099331,1.9294189257142926
73098867,2.57978359661681
73098354,2.8970770032094197
73086669,1.4771212547196624
73083489,2.173186268412274
73083301,1.1760912590556811
73044226,1.7708520116421442
73043391,2.0374264979406234
72984336,1.8976270912904412
72982731,2.4742162640762553
72979805,2.603144372620182
72975110,2.705007959333336
72972383,2.907948521612272
72968504,2.981365509078544
72962905,2.925312091499649
72945488,2.045322978786657
72937978,2.559906625036112
72932748,0.9030899869919434
72923520,1.8864907251724818
72923259,3.828724327138791
72916608,1.8325089127062362
72915510,1.041392685158225
72915144,2.0530784434834195
72912528,0.8450980400142567
72909626,2.296665190261531
72906825,2.963315511386111
72903156,3.101747073946366
72896071,2.2695129442179165
72890097,2.3483048630481607
72885845,2.746634198937578
72879448,2.8853612200315117
72879351,2.2227164711475833
72878768,1.9084850188786497
72873438,2.4329692908744054
72869282,1.380211241711606
72867512,2.2121876044039577
72867124,2.681241237375587
72865730,1.9777236052888476
72859185,3.0986437258170567
72858098,2.117271295655764
72857773,1.7923916894982537
72854630,2.1613680022349744
72849314,3.0378247505883413
72846704,2.7937903846908183
72827994,2.683047038238849
72826993,1.8633228601204557
72826919,1.9956351945975497
72823537,1.6434526764861872
72820977,3.111934276332681
72817608,2.3502480183341623
72814804,3.010723865391773
72814076,2.503790683057181
72810701,2.537819095073274
72803087,3.3836358683618797
72802130,2.6063813651106047
72800594,2.187520720836463
72799810,3.4391747398434678
72799802,1.8129133566428552
72799275,2.91487181754005
72799144,2.1643528557844367
72797959,2.744292983122676
72797905,2.7528164311882715
72796902,1.4313637641589871
72794974,2.5646660642520893
72793584,2.064457989226918
72791681,2.760422483423212
72791631,2.170261715394957
72788069,2.718501688867274
72787134,1.8692317197309762
72784888,1.7403626894942439
72780726,2.842609239610562
72780505,3.0182843084265305
72777626,2.450249108319361
72774276,2.5440680443502752
72773271,2.1553360374650614
72771305,2.7299742856995555
72771014,2.383815365980431
72766025,1.0791812460476247
72765723,2.81690383937566
72764839,3.34439227368511
72764618,2.9652017010259115
72763668,2.823474229170301
72763494,1.6720978579357173
72762073,2.320146286111054
72761102,2.2600713879850747
72760886,2.598790506763115
72759304,3.0813473078041325
72757533,1.724275869600789
72757095,1.57978359661681
72756927,2.962369335670021
72756339,2.662757831681574
72755753,1.8692317197309762
72755747,1.6720978579357173
72752792,1.7708520116421442
72751947,3.0370278797557746
72749234,1.4313637641589871
72748850,3.0398105541483504
72748571,2.611723308007342
72746899,2.2253092817258624
72745952,1.8920946026904801
72745723,2.597695185925512
72745705,2.5954962218255737
72742235,2.2121876044039577
72741883,1.7403626894942439
72741741,2.7347998295888467
72740252,2.5250448070368448
50836956,2.492760389026837
50766937,2.181843587944772
50497861,2.0755469613925306
51069684,2.442479769064448
50989425,2.9385197251764916
161108555,2.6473829701146196
160341953,1.5682017240669948
160330323,3.096910013008056
159943886,2.5865873046717547
158687208,2.929418925714293
158549691,2.9106244048892007
158100972,2.7937903846908183
157939884,2.9735896234272565
157622589,2.103803720955957
157606093,2.41161970596323
157311481,1.7481880270062005
157274353,2.5717088318086874
156876153,1.9294189257142926
156509442,2.4345689040341987
155357510,2.397940008672037
155269778,2.558708570533166
154487223,2.271841606536499
153508907,2.5490032620257876
152771329,2.9836262871245345
150330616,2.2013971243204513
148807079,1.9138138523837167
148625092,2.0530784434834195
148318241,2.6232492903979003
147935804,2.107209969647868
145167431,2.08278537031645
144950933,1.9344984512435675
144552921,1.5682017240669948
142672862,2.4712917110589383
142606157,1.716003343634799
142095062,1.7781512503836434
141919791,2.1398790864012365
139346945,1.8692317197309762
138973219,0.47712125471966244
138793645,2.6464037262230695
138340159,2.728353782021228
137690708,2.631443769013172
137401939,2.3096301674258983
136656103,2.6901960800285134
134915933,2.322219294733919
134557672,1.9084850188786497
134205608,2.2455126678141495
132291444,1.3979400086720375
130301998,2.2278867046136734
130150914,2.4487063199050794
130119007,0.47712125471966244
129956681,2.021189299069938
129286580,2.755112266395071
129209203,2.0
128640982,2.214843848047698
127593365,2.980003371583746
125066103,2.3031960574204886
123894711,2.2355284469075487
123697391,2.2922560713564755
123561268,3.3579348470004535
123501940,1.6720978579357173
122240299,2.501059262217751
121668186,1.3979400086720375
121410855,1.5185139398778873
121107037,2.107209969647868
120837480,1.7558748556724912
120822624,2.363611979892144
120158040,3.139879086401236
120136654,3.405517106976376
118828454,2.0681858617461617
118282312,1.7481880270062005
117909439,1.7993405494535815
117204871,2.3180633349627615
116865138,2.4329692908744054
113273993,2.691081492122968
113065748,2.4608978427565478
109598614,1.7634279935629371
109494902,2.8585371975696385
108846139,2.4996870826184034
108803697,1.380211241711606
108588387,3.1752218003430523
108406908,1.7781512503836434
108354516,1.8129133566428552
107851896,3.0937717814987296
107637068,2.0969100130080562
107449535,2.853698211776174
107414166,2.5198279937757184
107381455,3.259115844185066
107111988,3.0207754881935576
107100428,2.1139433523068365
107013684,2.775974331129369
106925420,1.8061799739838869
106434125,3.213783299335304
106262296,2.686636269262293
103327594,2.2624510897304293
103254261,2.4638929889859074
103023525,2.5526682161121927
101890465,2.5289167002776547
101676535,2.217483944213906
101621534,3.018700498666243
101558341,2.1789769472931693
101464881,2.2095150145426303
101278100,2.7701152947871015
101248611,2.8280150642239765
101212878,3.131939295210424
101090913,1.8260748027008262
101086784,3.3955011243056257
100873089,2.5092025223311025
100513140,2.730782275666389
100479602,3.114277296561586
100431369,1.6532125137753435
100391967,3.0809870469108867
100274155,2.305351369446624
99987363,2.322219294733919
99869633,3.1408221801093106
99705399,2.872738827472668
99703657,3.061452479087193
99695229,3.261024833992397
99583927,2.4409090820652173
99544632,2.3364597338485296
99541614,1.6532125137753435
99514637,1.9294189257142926
99511734,1.9637878273455551
99483028,2.9772662124272924
99479201,2.6404814369704215
99475292,2.1789769472931693
99471876,2.851869600729766
99426836,2.4132997640812515
99404032,2.79309160017658
159067568,2.181843587944772
141176161,2.3673559210260184
138369525,2.800029359244134
118607936,1.462397997898956
58088754,3.6890423390281715
98245812,2.5865873046717547
78363885,2.421603926869831
78321396,1.8388490907372552
78243113,2.376576957056512
77997595,1.6532125137753435
54543098,3.44793286559218
53374957,2.8182258936139553
51405471,2.4828735836087534
51382043,3.7933712489189553
51326283,2.850646235183066
87778067,3.3834562965247525
78295825,2.727541257028556
72865638,2.753583058892906
71612280,3.0182843084265305
50513024,2.7881683711411673
60437551,2.56702636615906
60317157,2.631443769013172
50864606,2.656098202012832
50849484,2.359835482339888
61340622,3.360025089189397
132397043,2.5705429398818973
50586111,2.287801729930226
61618495,2.648360010980931
61594762,1.9912260756924949
61591678,1.8864907251724818
61591582,2.4756711883244296
61590722,2.4969296480732144
61590671,2.957128197676813
61588403,1.5185139398778873
61586460,1.7923916894982537
54559589,2.56348108539441
152721268,1.7634279935629371
149143452,1.9138138523837167
146244244,1.4913616938342726
144533780,2.770852011642144
144521546,1.9822712330395682
143424267,2.722633922533812
142050688,1.9242792860618814
135059406,2.021189299069938
129291543,2.6074550232146683
129264806,3.1792644643390253
128631061,2.5658478186735176
123423562,2.1613680022349744
122307481,3.1089031276673134
110024616,2.4800069429571505
101504545,1.8388490907372552
88165960,2.4393326938302624
87998876,2.5465426634781307
87648040,2.181843587944772
87640326,2.2355284469075487
87520922,2.7032913781186614
77994574,2.86569605991607
69581156,2.5526682161121927
69268809,2.1335389083702174
